IngreNo,IngreName,IngreSeason,IngreCal,IngreSubCatNo
GD0077,西洋芹菜,2,0.1533423668,GD
GD0078,土芹菜,12,0.11,GD
GD0079,山蘇菜,12,0.16,GD
GD0080,水菜,12,0.16,GD
GD0081,鴨鵝芹,12,0.2175240027,GD
GD0082,假人蔘,12,0.32,GD
GD0083,龍鬚菜,7,0.3493215339,GD
GD0084,韮菜,12,0.38,GD
GD0085,野韭菜,12,0.38,GD
GD0086,貢菜,12,0.3,GD
GD0087,過溝菜,12,0.3,GD
GD0088,白鳳菜,12,0.27,GD
GD0089,荷葉白菜,12,0.1768967743,GD
GD0090,蚵仔白菜,12,0.1768967743,GD
GD0091,野莧菜,12,0.41,GD
GD0092,菠菜,9,0.2688581084,GD
GD0093,葵扇白菜,12,0.1768967743,GD
GD0094,黑豆芽,12,0.2,GD
GD0095,葵花芽,12,0.2,GD
GD0096,蕎麥芽,12,0.2,GD
GD0097,水麥芽,12,0.2,GD
GD0098,蘿蔔芽,12,0.2,GD
GD0099,綠豆芽,12,0.1099422222,GD
GD0100,紫高活芽,12,0.2,GD
GD0101,豌豆芽,12,0.2,GD
GD0102,黃豆芽,12,0.2,GD
GD0103,苜蓿芽,12,0.2275,GD
GD0105,大根芽,12,0.2,GD
GD0106,苜宿芽,12,0.18,GD
GD0107,筍,12,0.22,GD
GD0108,筍乾,12,0.22,GD
GD0109,桂竹筍,2,0.25,GD
GD0110,扁尖筍,12,0.22,GD
GD0111,箭竹筍,3,0.22,GD
GD0112,綠竹筍,7,0.25,GD
GD0113,烏殼綠竹筍,12,0.22,GD
GD0114,筍嫩尖,12,0.2048843953,GD
GD0115,沙拉筍塊,12,0.22,GD
GD0116,麻竹筍,5,0.22,GD
GD0117,孟宗竹筍,12,0.2233333333,GD
GD0118,玉米筍,12,0.198,GD
GD0119,香菜根,12,0.22,GD
GD0120,海蘆筍,12,0.22,GD
GD0121,蘆筍,5,0.2077442529,GD
GD0122,半天筍,12,0.31,GD
GD0123,筊白筍,7,0.2544357669,GD
GD0124,雪裡紅,12,0.3163232256,GD
GD0125,蓴菜,12,0.2,GD
GD0126,水蓮菜,12,0.45,GD
GE0001,豇豆,12,0.1276066069,GE
GE0002,菜豆,7,0.195263433,GE
GE0003,鵲豆,12,0.1433701894,GE
GE0005,萊豆,12,0.3,GE
GE0006,毛豆,3,0.1338604707,GE
GE0007,甜豌豆,5,0.355,GE
GE0008,豌豆仁,5,0.2256483517,GE
GE0009,荷蘭豆,12,0.3478030303,GE
GE0010,白腰豆,12,0.1632,GE
GE0011,紅腰豆,12,0.3,GE
GE0012,翼豆,12,0.3,GE
GE0013,蛇豆,12,0.15,GE
GE0014,甜豆,12,0.17,GE
GF0001,番薯,7,0.9900146199,GF
GF0002,馬鈴薯,4,0.9469351291,GF
GF0003,芋頭,9,1.046334776,GF
GF0004,山藥,8,1.213865649,GF
GF0005,豆薯,12,0.5216666667,GF
GF0006,胡蘿蔔,5,0.3097972786,GF
GF0007,白蘿蔔,4,0.3533677126,GF
GF0008,青蘿蔔,12,0.2954385965,GF
GF0009,甜菜,12,0.4912380952,GF
GF0010,洋蔥,5,0.4949443009,GF
GF0011,蓮藕,6,0.6516776256,GF
GF0012,藕粉,12,0.6516776256,GF
GF0014,冬瓜,6,0.1582754847,GF
GF0015,菱角,7,1.103780133,GF
GF0016,樹薯,12,1.733333333,GF
GF0017,歐防風,12,0.4912380952,GF
GF0018,荸薺,12,0.6798588186,GF
GF0019,川牛膝,12,0.6798588186,GF
GF0020,蘆薈,12,0.4,GF
GF0021,紫洋蔥,12,0.39,GF
GG0001,調味蔬菜,12,0.25,GG
GG0002,冷凍蔬菜,12,0.87,GG
GG0003,三色蔬菜,12,0.87,GG
GG0004,深綠色蔬菜,12,0.87,GG
GG0005,彩色蔬菜,12,0.87,GG
GG0007,蔬菜乾,12,2.5,GG
GG0008,蔬菜條,12,2.5,GG
GG0009,芽苗菜,12,0.18,GG
GG0010,鼠麴草,12,0.23,GG
GG0011,艾草,12,0.01,GG
GG0012,厥子,12,0.23,GG
GG0013,銀杏,12,2.945882353,GG
GG0014,榨菜,12,0.310106383,GG
GG0015,酸菜,12,0.05,GG
GG0016,醃菜,12,0.05,GG
GG0017,福菜,12,0.05,GG
GG0018,梅菜,12,0.62,GG
GG0019,鹽膚木,12,0.105,GG
GG0020,龍葵,12,0.26,GG
GG0021,百合鱗片,12,0.47,GG
GG0022,乾百合鱗片,12,0.47,GG
GG0023,青龍菜,12,0.2114285714,GG
GG0024,豬母菜,12,0.2114285714,GG
GG0025,麻薏,12,1.21,GG
GG0026,麻薏粉,12,1.21,GG
GG0027,楊莓,12,0.3003658537,GG
GG0028,金銀菜,12,0.1768967743,GG
GG0029,班蘭葉,12,0.16,GG
GG0030,藤心,12,1.13,GG
GG0031,西洋菊苣,12,0.17,GG
GG0032,雞骨草,12,0.01,GG
GG0033,仙鶴草,12,0.01,GG
GG0034,芽菜,12,0.2,GG
GG0035,慈菇,12,0.9223113965,GG
GG0036,龍舌蘭,12,0.22,GG
GG0037,欖仁葉,12,0.22,GG
GG0038,羊奶頭,12,0.22,GG
GH0001,醬筍,12,0.4858258258,GH
GH0002,醬瓜,12,0.4858258258,GH
GH0003,鹹菜,12,0.1600900901,GH
GH0004,冬菜,12,0.48,GH
GH0005,武林菜,12,0.24,GH
GH0006,酸黃瓜,12,0.555,GH
GH0007,水果罐頭,12,0.43,GH
GH0008,莓果,12,3.08,GH
GH0009,糖漬蔓越苺果粒,12,3.08,GH
GH0010,莓果乾,12,3.08,GH
GH0011,果乾,12,2.731904762,GH
GH0012,芒果乾,12,2.731904762,GH
GH0013,情人果,12,2,GH
GH0014,柿乾,12,2,GH
GH0015,葡萄乾,12,3.330079365,GH
GH0016,罐裝蜜桃,12,0.43,GH
GH0017,糖漬橙片,12,3.08,GH
GH0018,甜桃果泥,12,0.94,GH
GH0019,脆李,12,2.4,GH
GH0020,脆梅,12,2.4,GH
GH0022,西梅乾,12,2.4,GH
GH0023,日本梅,12,2.4,GH
GH0024,紫蘇梅,12,2.4,GH
GH0026,紹興梅,12,2.4,GH
GH0027,荔枝果泥,12,0.94,GH
GH0028,紅龍果泥,12,0.94,GH
GH0029,龍眼乾,12,0.7354826255,GH
GH0030,黑棗,12,3.274604824,GH
GH0031,棗泥,12,2.67,GH
GH0032,草苺乾,12,3.24,GH
GH0033,草苺泥,12,0.32,GH
GH0034,乾藍梅粒,12,2.4,GH
GH0036,椰棗,12,2.82,GH
GH0037,無籽加州梅,12,2.4,GH
GH0038,茶梅,12,3.15,GH
HA0001,豆干,12,1.669658486,HA
HA0002,豆枝,12,3.75,HA
HA0003,蘭花干,12,1.91,HA
HA0004,豆包,12,2.2,HA
HA0005,豆胗,12,1.07,HA
HA0006,豆漿,12,0.3657910053,HA
HA0007,腐皮,12,0.83,HA
HA0008,豆皮包,12,0.83,HA
HA0009,納豆,12,2.040392157,HA
HA0010,臭豆腐,12,1.00641544,HA
HA0011,山水豆腐,12,0.9,HA
HA0012,杏仁豆腐,12,0.9365761802,HA
HA0013,豆腐,12,0.9365761802,HA
HA0014,胡麻豆腐,12,1.00641544,HA
HA0015,豆腐乳,12,1.357320261,HA
HA0016,豆豉,12,2.47,HA
HA0017,味噌,12,2.22,HA
HA0018,干絲,12,2.396666667,HA
HA0019,板豆腐,12,0.985,HA
HA0020,蛋豆腐,12,0.6891176471,HA
HA0021,百頁豆腐,12,2.57,HA
HA0022,百頁結,12,3,HA
HA0023,油豆腐,12,2.347063492,HA
HA0024,千張,12,2.606666667,HA
HA0025,素雞,12,1.792685185,HA
HA0026,豆籤,12,2.92,HA
HA0027,凍豆腐,12,1.610609756,HA
HA0028,芝麻豆腐,12,1.91,HA
HA0029,油揚,12,3.25,HA
HA0030,炸豆腐,12,2.4,HA
HA0031,素火腿,12,2.2125,HA
HA0032,豆花,12,0.59,HA
HA0033,豆沙,12,2.443333333,HA
HA0034,豆渣,12,2.841666667,HA
HA0035,素肉丸,12,1.97,HA
HA0036,素腰花,12,1.97,HA
HA0037,素輪,12,1.97,HA
HA0038,素肚,12,1.97,HA
HA0039,素豆腸,12,1.97,HA
HA0040,素香鬆,12,1.97,HA
HA0041,素肉,12,4.16,HA
HA0042,豆酥,12,4.63,HA
HA0043,焗豆,12,1.05,HA
HA0044,丹貝,12,1.945,HA
HA0045,羊羹,12,2.796,HA
HA0046,豆輪,12,0.83,HA
HA0047,皮絲,12,1.539941616,HA
HA0048,豆棗,12,4.19,HA
HB0001,蛋液,12,0.75,HB
HB0002,蛋末,12,0.48,HB
HB0003,蛋絲,12,0.48,HB
HB0004,蛋白,12,0.48,HB
HB0005,蛋黃,12,3.11875,HB
HB0006,雞蛋,12,1.539941616,HB
HB0007,鴨蛋,12,1.871494253,HB
HB0008,鵪鶉蛋,12,1.614736753,HB
HB0009,鐵蛋,12,2.86,HB
HB0010,鴿蛋,12,0.96,HB
HB0011,鵝蛋,12,1.934574713,HB
HB0012,雞蛋粉,12,5.45,HB
HB0013,糖心蛋,12,1.386034961,HB
HB0014,皮蛋,12,1.88287891,HB
HB0015,鹹鴨蛋,12,1.681194503,HB
HB0016,水煮蛋,12,1.386034961,HB
HB0017,紅蛋,12,1.386034961,HB
HC0001,花生,2,5.298014364,HC
HC0002,花生粉,12,4.607619048,HC
HC0003,蒜花生碎,12,5.298014364,HC
HC0004,決明子,12,0,HC
HC0005,核桃,12,6.72,HC
HC0006,山核桃,12,6,HC
HC0007,栗子,5,6.974100912,HC
HC0008,腰果,12,5.316076894,HC
HC0009,蓮子,12,2.672025472,HC
HC0010,蓮茸,12,2.672025472,HC
HC0011,杏仁,12,5.785634921,HC
HC0012,松子仁,12,8.284858871,HC
HC0013,芡實,12,3.4,HC
HC0014,榛果,12,4.5,HC
HC0015,堅果,12,4.5,HC
HC0016,夏威夷豆,12,8.85,HC
HC0017,南瓜子,12,5.41043672,HC
HC0018,無花果,12,0.9722222222,HC
HC0019,開心果,12,5.609368132,HC
HC0020,愛玉子,1,0.607,HC
HC0021,西谷米,12,1.05,HC
HC0022,鷹嘴豆,12,0.2214285714,HC
HC0024,黑豆,12,0.3207777778,HC
HC0025,黃豆,12,0.3183333333,HC
HC0026,紅豆,2,0.2592943144,HC
HC0027,綠豆,12,0.1472679739,HC
HC0028,花豆,12,0.246353461,HC
HC0029,米豆,12,0.257125,HC
HC0030,樹豆,12,3.47,HC
HC0031,翅膀豆,12,0.11,HC
HC0032,虎豆,12,2.4,HC
HC0033,亞麻子,12,3.76,HC
HC0034,白扁豆,12,0.6066666667,HC
HC0035,紅扁豆,12,1.06,HC
HC0036,五香豆,12,2.96,HC
HC0037,蝶豆藍花,12,2.075,HC
HC0038,雜豆,12,2.075,HC
HC0039,綜合豆,12,4.232,HC
HC0040,豆酥碎,12,4.232,HC
HC0041,可可豆,12,0.4,HC
HC0042,伍仁果,12,0.257125,HC
HC0043,蠶豆,12,2.775996399,HC
HC0044,鳥豆,12,1.06,HC
HC0045,白刀豆,12,0.25,HC
HC0046,蜜豆,12,1.975996399,HC
HC0047,咖啡豆,4,0.48,HC
HC0048,混合生豆,12,0.3183333333,HC
HC0049,香草籽,12,0.3333333,HC
HC0050,莧菜籽,12,0.378,HC
HC0051,奇亞籽,12,0.49,HC
HC0052,奇雅籽,12,0.49,HC
HC0053,破布籽,12,0.378,HC
HC0054,亞答子,12,0.378,HC
HC0055,亞麻籽,12,5.34,HC
HC0056,葵瓜子,12,5.508290598,HC
HC0057,西瓜子,12,6.894263566,HC
HC0058,洋車前子,12,0.378,HC
HC0059,胚芽,12,0.414,HC
HC0060,羅勒子,12,0.4,HC
HC0061,南瓜籽,12,2.8,HC
HC0062,澎大海,12,0.37,HC
HC0063,大麻籽,12,0.378,HC
HD0001,奶精,12,4.93,HD
HD0002,奶球,12,2.6,HD
HD0003,鮮奶油,12,3.1,HD
HD0004,奶粉,12,3.983463204,HD
HD0005,奶水,12,0.6499607843,HD
HD0006,牛奶,12,0.6499607843,HD
HD0007,奶泡,12,0.6499607843,HD
HD0008,乳清,12,3.87,HD
HD0009,牛油奶,12,3.1,HD
HD0010,椰奶,12,2.524,HD
HD0011,煉乳,12,3.408888889,HD
HD0012,奶酪,12,0.738,HD
HD0013,奶酥,12,7.68,HD
HD0014,濃縮奶,12,0.6499607843,HD
HD0015,配方奶,12,2.44,HD
HD0016,保久乳,12,2.44,HD
HD0017,脫脂乳,12,2.44,HD
HD0019,優格,12,1,HD
HD0020,優酪乳,12,0.738,HD
HD0021,母乳,12,0.650203252,HD
HD0022,酪漿,12,0.738,HD
HD0023,奶混合奶油,12,3.1,HD
HD0024,法式酸奶,12,0.738,HD
HD0025,十穀奶,12,0.738,HD
HE0001,起司,12,2.698497942,HE
HE0002,起司粉,12,2.698497942,HE
HE0003,羊起司,12,2.5,HE
HE0004,馬茲拉起司,12,2.698497942,HE
HE0005,帕馬森起司,12,2.698497942,HE
HE0006,瑪斯卡彭起司,12,2.698497942,HE
HE0007,卡門貝爾起司,12,2.698497942,HE
HE0008,瑞可達起司,12,2.698497942,HE
HE0009,格呂耶爾起司,12,2.698497942,HE
HE0010,切達起司,12,3.178333333,HE
HE0011,茅屋起司,12,0.966,HE
HE0012,白乳酪,12,2.698497942,HE
HE0013,布利乳酪,12,2.698497942,HE
HE0014,莫佐瑞拉起司,12,2.698497942,HE
HE0015,藍起司,12,3.615,HE
HE0016,奶油起司,12,3.0475,HE
HE0017,帕達諾起司,12,2.698497942,HE
HE0018,焗烤起司,12,2.698497942,HE
HE0019,貝爾佩斯起司,12,2.698497942,HE
HE0020,帕芙隆起士,12,2.698497942,HE
IA0001,海菜,12,0.193,IA
IA0002,紅藻,12,0.314,IA
IA0003,綠藻,12,0.193,IA
IA0004,藍藻,12,0.193,IA
IA0005,羊栖菜,12,0.193,IA
IA0006,海苔,12,0.177,IA
IA0007,海帶,12,0.1684126984,IA
IA0008,裙帶芽,12,0.1684126984,IA
IA0009,海藻,12,0.082,IA
IA0010,海珊瑚,12,0.082,IA
IA0011,洋菜,12,0.2126666667,IA
IA0012,髮菜,12,0.241,IA
IA0013,螺璇藻,12,0.1684126984,IA
IB0001,混合菇,12,0.37,IB
IB0002,粉紅甜心菇,12,0.37,IB
IB0003,黃金菇,12,0.37,IB
IB0004,珍珠菇,12,0.37,IB
IB0007,木耳,12,0.312625,IB
IB0008,白木耳,4,0.312625,IB
IB0009,猴頭菇,3,0.174,IB
IB0010,香菇,7,0.3609281316,IB
IB0011,金針菇,11,0.2775,IB
IB0012,銀耳,12,0.2203333333,IB
IB0013,洋菇,5,0.1088888889,IB
IB0014,巴西蘑菇,12,0.37,IB
IB0015,杏鮑菇,12,0.3569230769,IB
IB0016,靈芝,12,0.37,IB
IB0017,舞菇,12,0.295,IB
IB0018,滑菇,12,0.37,IB
IB0019,雞菇,12,0.37,IB
IB0020,本菇,12,0.32,IB
IB0021,白靈菇,12,0.37,IB
IB0022,霸王菇,12,0.37,IB
IB0023,松露,5,0.37,IB
IB0024,牛肝菌,12,0.37,IB
IB0025,傘菇,12,0.37,IB
IB0026,珊瑚菇,8,0.37,IB
IB0027,雞脾菇,12,0.37,IB
IB0028,秀珍菇,10,0.31,IB
IB0029,黑木耳,12,0.2313333333,IB
IB0030,鮑魚菇,12,0.2431317204,IB
IB0031,鴻喜菇,3,0.37,IB
IB0032,珍菇,12,0.37,IB
IB0033,白菇,3,0.37,IB
IB0034,雪花菇,12,0.37,IB
IB0035,栗子菇,12,0.37,IB
IB0036,柳松菇,12,0.2185,IB
IB0037,草菇,10,0.25,IB
IB0038,白雪菇,12,0.37,IB
IB0039,螺旋藻,12,0.224,IB
IB0040,竹笙,12,1.55,IB
IB0041,香菇頭,12,0.37,IB
IB0042,松茸菇,2,1.12,IB
IB0043,姬松茸,12,0.37,IB
IB0044,鈕扣菇,12,0.37,IB
IB0046,舞茸,12,0.37,IB
IB0047,金茸,12,0.37,IB
IB0048,黑珍菇,12,0.37,IB
IB0049,海唇菜,12,0.37,IB
IB0050,素脆鱔,12,0.37,IB
IB0051,真姬菇,12,0.37,IB
IB0052,雞腿菇,12,0.257,IB
IB0053,白鶴靈芝,12,0.37,IB
IB0054,鹿尾菜,12,0.37,IB
IB0055,天山華翠菇,12,0.37,IB
IB0056,壽喜菇,12,0.37,IB
IB0057,酒杯菇,12,0.37,IB
IB0058,菌菇,12,0.37,IB
IB0059,帝王菇,12,0.37,IB
IB0060,牛樟菇,12,0.37,IB
IB0061,冬蟲夏草,12,2.92,IB
IB0062,韓國菇,12,0.37,IB
IC0001,八角,12,2,IC
IC0002,枸杞,12,0.44,IC
IC0003,使君子,12,1,IC
IC0004,當歸,12,1,IC
IC0005,柳仔茄,12,1,IC
IC0006,大黃,12,0.5266666667,IC
IC0007,熟地,12,1,IC
IC0008,鼠麴,12,1,IC
IC0009,苦蔘根,12,0.98,IC
IC0010,蘆根,12,1,IC
IC0011,鉤藤,12,1,IC
IC0012,香薷,12,0.98,IC
IC0013,牛膝,12,1,IC
IC0014,桑枝片,12,0.98,IC
IC0015,連翹,12,1,IC
IC0016,淡竹葉,12,0.32,IC
IC0017,木香,12,1,IC
IC0018,丁香,12,0.359,IC
IC0019,川芎,12,1,IC
IC0020,黃耆,12,3.3,IC
IC0021,炙耆,12,1,IC
IC0022,小黃皮,12,1,IC
IC0023,陳皮,12,2.78,IC
IC0024,蜜柑皮屑,12,1,IC
IC0025,玉帶根,12,1,IC
IC0026,麥冬,12,0.98,IC
IC0027,金錢草,12,1,IC
IC0028,辛夷,12,1,IC
IC0029,槐花,12,0.78,IC
IC0030,桂枝,12,1,IC
IC0031,興渠,12,0.98,IC
IC0032,沙姜,12,0.41,IC
IC0033,煙燻料,12,1,IC
IC0034,益母草,12,1,IC
IC0035,紅棗,12,2.272074074,IC
IC0036,枯梗,12,1,IC
IC0037,乾葛,12,1,IC
IC0038,天麻,12,0.68,IC
IC0039,明日葉,12,1,IC
IC0040,大青葉,12,1,IC
IC0041,山槴子,12,1,IC
IC0042,黨參,12,1,IC
IC0043,葛根,12,0.98,IC
IC0044,蝴蝶果,12,1,IC
IC0045,巴蕉葉,12,1,IC
IC0046,尖尾風,12,1,IC
IC0047,墨角蘭,12,1,IC
IC0048,淮山,12,3.51,IC
IC0049,桔梗,12,1,IC
IC0050,茵蔯蒿,12,0.56,IC
IC0051,玉竹,12,1,IC
IC0052,芫荽子,12,1,IC
IC0053,肉蓯蓉,12,1,IC
IC0054,杜仲,12,1.175,IC
IC0055,茯苓,12,3.23,IC
IC0056,澤瀉,12,1,IC
IC0057,香茹,12,1,IC
IC0058,蓮子心,12,1,IC
IC0059,何首烏,12,1,IC
IC0060,枇杷葉,12,1,IC
IC0061,荊芥,12,1,IC
IC0062,臭草,12,0.98,IC
IC0063,一陽齒,12,1,IC
IC0064,桑白皮,12,1,IC
IC0065,青粉,12,1,IC
IC0066,雪蛤膏,12,1,IC
IC0067,鐵樹葉,12,1,IC
IC0068,含殼草,12,1,IC
IC0069,知母,12,1,IC
IC0070,板藍根,12,1,IC
IC0071,伏苓,12,0.98,IC
IC0072,地黃,12,1,IC
IC0073,茅根,12,1,IC
IC0074,黃精,12,1,IC
IC0075,女貞子,12,1,IC
IC0076,九尾草,12,0.98,IC
IC0077,五加皮,12,1,IC
IC0078,沙蔘,12,1,IC
IC0079,花旗蔘,12,1,IC
IC0080,野山蔘,12,1,IC
IC0081,三七,12,0.45,IC
IC0082,黃耳,12,1,IC
IC0083,川貝,12,0.35,IC
IC0084,珠貝,12,1,IC
IC0085,茄苳,12,1,IC
IC0086,佛甲草,12,1,IC
IC0087,白芍,12,1,IC
IC0088,白芷,12,3.24,IC
IC0089,芍藥,12,1,IC
IC0090,蛤蚧,12,1,IC
IC0091,仙楂,12,0.98,IC
IC0092,鳳尾草,12,1,IC
IC0093,罌粟籽,12,0.884,IC
IC0094,青杞,12,1,IC
IC0095,樹子,12,1.62,IC
IC0096,羅漢果,12,1.69,IC
IC0098,苦地膽,12,1,IC
IC0099,世蒲鉾,12,1,IC
IC0100,甘拿許,12,0.98,IC
IC0101,七層塔,12,0.18,IC
IC0102,猴尾仔,12,1,IC
IC0103,月桃葉,12,1,IC
IC0105,牛蒡,3,0.98,IC
IC0107,人蔘,12,1,IC
IC0108,蔘鬚,12,1,IC
IC0109,丹蔘,12,1,IC
IC0110,烏蔘,12,0.98,IC
IC0111,西洋參,12,1,IC
IC0112,桑枝,12,1,IC
IC0113,川七,12,0.12,IC
IC0114,蚌蘭,12,1,IC
IC0115,雷公草,12,1,IC
IC0116,甘露子,12,1.22,IC
IC0117,五爪金英,12,1,IC
IC0118,火炭母草,12,1,IC
IC0119,何首烏藥包,12,1,IC
IC0120,藥燉包,12,1,IC
IC0121,十全藥包,12,1,IC
IC0122,五香包,12,1,IC
IC0123,八珍中藥包,12,1,IC
IC0124,四神中藥包,12,1,IC
IC0125,四物藥包,12,1,IC
IC0126,東阿阿膠,12,1,IC
IC0127,藥燉排骨藥包,12,1,IC
IC0128,當歸藥包,12,1,IC
IC0129,高麗蔘藥包,12,1,IC
IC0130,黃花蜜菜,12,1,IC
IC0131,通草,12,1,IC
IC0132,虎尾草,12,1,IC
IC0133,甜珠草,12,1,IC
IC0134,金線蓮,12,1,IC
IC0135,紫草,12,1,IC
JA0001,米,12,3.281851852,JA
JA0002,秈米,12,3.463333333,JA
JA0003,梗米,12,3.441666667,JA
JA0004,糯米,12,3.535,JA
JA0005,紫糯米,12,3.575,JA
JA0006,黑糯米,12,3.575,JA
JA0007,紅糯米,12,3.575,JA
JA0008,古斯米,12,3.575,JA
JA0009,珍珠米,12,3.575,JA
JA0010,紅麴米,12,3.575,JA
JA0011,小米,4,3.616666667,JA
JA0012,薏米,12,3.57,JA
JA0013,糙米,12,3.59,JA
JA0014,燉飯米,12,3.575,JA
JA0015,胚芽米,12,3.57,JA
JA0016,紫米,12,3.33,JA
JA0017,發芽米,12,3.5,JA
JA0018,庫司庫司,12,3.5,JA
JA0019,彩米,12,3.5,JA
JA0020,黃米,12,3.443333333,JA
JA0021,牧師米,12,3.5,JA
JA0022,飯,12,1.8,JA
JA0023,胚芽米飯,12,1.8,JA
JA0024,隔夜飯,12,1.8,JA
JB0001,麵粉,12,3.64,JB
JB0002,麥粉,12,3.61,JB
JB0003,澄粉,12,3.61,JB
JB0004,穀粉,12,3.61,JB
JB0005,蒸粉,12,3.61,JB
JB0006,麵包粉,12,3.72,JB
JB0007,糯米粉,12,3.61,JB
JB0008,十穀粉,12,3.61,JB
JB0009,粉心粉,12,3.61,JB
JB0010,脆漿粉,12,3.61,JB
JB0011,螺絲粉,12,3.61,JB
JB0012,糕仔粉,12,3.61,JB
JB0013,鬆餅粉,12,3.61,JB
JB0014,白玉粉,12,3.61,JB
JB0015,酥心粉,12,3.61,JB
JB0016,去筋麵粉,12,3.61,JB
JB0017,低筋麵粉,12,3.635,JB
JB0018,中筋麵粉,12,3.61,JB
JB0019,高筋麵粉,12,3.615,JB
JB0020,全麥麵粉,12,3.61,JB
JB0021,雞蛋糕粉,12,3.61,JB
JB0022,銅鑼燒粉,12,3.61,JB
JB0023,道明寺粉,12,3.61,JB
JB0024,芙蓉糕粉,12,3.61,JB
JB0025,法國麵粉,12,3.61,JB
JB0026,天婦羅粉,12,3.61,JB
JB0027,韓式煎餅粉,12,3.61,JB
JC0001,埔里米粉,12,3.55,JC
JC0002,米粉,12,2.832333138,JC
JC0003,新竹米粉,12,3.55,JC
JC0004,米線,12,3.55,JC
JC0005,米干,12,3.55,JC
JC0006,米苔目,12,1.04103022,JC
JC0007,粄條,12,3.55,JC
JC0009,蘿蔔糕,12,1.102407407,JC
JC0010,年糕,12,1.826666667,JC
JC0011,寧波年糕,12,2.19,JC
JC0012,韓國年糕,12,2.19,JC
JC0013,日式年糕,12,2.19,JC
JC0014,油粿,12,2,JC
JC0015,粿,12,2,JC
JC0016,草仔粿,12,2,JC
JC0017,菜頭粿,12,2,JC
JC0018,芋粿,12,2.352941177,JC
JC0019,湯圓,12,3.51,JC
JC0020,元宵,12,4,JC
JC0022,麻糬,12,4,JC
JC0023,紅龜粿,12,2.5,JC
JC0024,米紙,12,0.2,JC
JC0025,糯米紙,12,0.2,JC
JC0026,在來米粉,12,3.52,JC
JC0027,米漿粉,12,4.41,JC
JC0028,米漿,12,0.6070833333,JC
JC0029,米果,12,4.86,JC
JC0030,趖,12,4.86,JC
JC0032,春捲皮,12,2.343137255,JC
JC0033,塔克皮,12,2.5,JC
JC0034,潤餅皮,12,2.5,JC
JC0035,刈包皮,12,2.5,JC
JC0036,扁食皮,12,2.5,JC
JC0037,煎包皮,12,2.5,JC
JC0038,湯包皮,12,2.5,JC
JC0039,餛飩皮,12,2.343137255,JC
JC0040,煎餃皮,12,2.5,JC
JC0041,水餃皮,12,2.905797102,JC
JC0043,甜塔皮,12,2.5,JC
JC0044,起酥片,12,2.5,JC
JC0045,酥皮,12,2.5,JC
JC0046,粉皮,12,0.625,JC
JC0047,塔皮,12,2.5,JC
JC0048,餅皮,12,2.5,JC
JC0049,燒賣皮,12,2.5,JC
JC0050,披薩皮,12,2.5,JC
JC0051,冰皮粉,12,2.5,JC
JC0052,麻吉皮,12,2.5,JC
JC0053,雪娘皮,12,2.5,JC
JC0054,中式麵餅,12,2.45,JC
JC0055,中東麵餅,12,2.5,JC
JC0056,墨西哥餅皮,12,2.5,JC
JC0057,麵糊,12,2.57,JC
JC0058,麵糰,12,2.57,JC
JC0059,湯種,12,2.727155172,JC
JC0060,酸種,12,2.727155172,JC
JC0061,蛋捲糊,12,1.221570622,JC
JC0062,熟麥仔,12,2.727155172,JC
JC0063,澱粉條,12,2.727155172,JC
JC0064,修飾澱粉,12,2.727155172,JC
JC0065,烤麩,12,1.221570622,JC
JC0066,穀粒,12,1.221570622,JC
JC0067,油條,12,3.92361204,JC
JC0068,饅頭,12,2.236967454,JC
JC0069,五穀饅頭,12,2.236967454,JC
JC0070,銀絲卷,12,3.25974359,JC
JC0071,土司,12,2.727155172,JC
JC0072,土司邊,12,2.727155172,JC
JC0073,厚片吐司,12,2.727155172,JC
JC0074,肉鬆土司,12,3.01,JC
JC0075,貝果,12,2.703467909,JC
JC0076,圓餅,12,2.2,JC
JC0077,餐包,12,2.779310345,JC
JC0078,麵包,12,3.016666667,JC
JC0079,披薩,12,2.779310345,JC
JC0080,巧巴達,12,2.779310345,JC
JC0081,法國麵包,12,2.962962963,JC
JC0082,漢堡麵包,12,2.779310345,JC
JC0083,雜糧麵包,12,3.05,JC
JC0084,什穀雜糧,12,3.05,JC
JC0085,穀類,12,3.89,JC
JC0086,麥片,12,3.89,JC
JC0087,穀片,12,3.89,JC
JC0088,脆片,12,3.89,JC
JC0089,餅乾,12,4.795714286,JC
JC0090,派餅,12,4.795714286,JC
JC0091,磨牙餅,12,4.795714286,JC
JC0092,蘇打餅,12,3.585224138,JC
JC0093,焦糖脆餅,12,4.795714286,JC
JC0094,夾心餅乾,12,4.95,JC
JC0095,威化餅乾,12,4.795714286,JC
JC0096,消化餅乾,12,4.988,JC
JC0097,手指餅乾,12,4.795714286,JC
JC0098,Oreo餅乾,12,4.795714286,JC
JC0099,巧克力餅乾,12,4.795714286,JC
JC0100,義大利脆硬餅,12,4.795714286,JC
JD0001,麵線,12,3.123936782,JD
JD0002,蔬菜麵,12,3.515,JD
JD0003,油麵,12,2.25568005,JD
JD0004,意麵,12,2.88,JD
JD0005,雞蛋麵,12,3.55,JD
JD0006,麵片,12,3.123936782,JD
JD0007,麵疙瘩,12,3.123936782,JD
JD0008,拉麵,12,2.983103448,JD
JD0009,素麵,12,3.123936782,JD
JD0010,烏龍麵,12,0.9675527426,JD
JD0011,刀削麵,12,2.685,JD
