IngreNo,IngreName,IngreSeason,IngreCal,IngreSubCatNo
KA0644,蒲公英,12,0.26,KA
KA0645,雪蓮花,12,0.26,KA
KA0646,金盞花,12,0.26,KA
KA0647,雪蓮,12,0.26,KA
KA0648,霸王花,12,0.26,KA
KA0649,蘿凱花,12,0.26,KA
KA0650,歐石南,12,0.26,KA
KA0651,番紅花,12,3.1,KA
KA0652,忘憂草,12,2.54,KA
KA0654,木棉,12,0.26,KA
KA0655,雪菊,12,0.26,KA
KA0656,茉莉花,12,0.26,KA
KA0657,半支蓮,12,0.26,KA
KA0658,金蓮花,12,0.26,KA
KA0659,紫羅蘭,12,0.26,KA
KA0660,鬱金香,12,0.26,KA
KA0661,珍珠梅,12,3,KA
LA0001,蝦片,12,5.23,LA
LA0002,巧克力,12,5.236521739,LA
LA0003,巧克力粉,12,3.363333333,LA
LA0004,巧克磚,12,NA,LA
LA0005,臻果巧可力醬,12,NA,LA
LA0006,泡菜,12,0.8542207792,LA
LA0007,布丁,12,NA,LA
LA0008,冰淇淋,12,1.706363636,LA
LA0009,枝仔冰,12,NA,LA
LA0010,洋芋片,12,5.566,LA
LA0011,草苺粉,12,NA,LA
LA0012,蜜薯片,12,NA,LA
LA0013,瓜子,12,5.7,LA
LA0014,糖果,12,5.93,LA
LA0015,焦糖絲,12,NA,LA
LA0016,糖花,12,NA,LA
LA0017,軟糖,12,3.541111111,LA
LA0018,牛軋糖,12,4.59,LA
LA0019,太妃糖,12,4.16,LA
LA0020,維他命c軟糖,12,NA,LA
LA0021,花生糖,12,5.735,LA
LA0022,牛奶糖,12,4.17,LA
LA0023,巧克力糖,12,NA,LA
LA0024,裝飾糖粒,12,NA,LA
LA0025,薄荷糖,12,NA,LA
LA0026,棉花糖,12,NA,LA
LA0027,爆米花,12,4.654183007,LA
LA0028,仙草,2,0.4383333333,LA
LA0029,生仁,12,NA,LA
LA0030,愛玉,12,NA,LA
LA0031,桔餅,12,3.675,LA
LA0032,Q梅,12,NA,LA
LA0033,蜜餞,12,NA,LA
LA0034,冰梅,12,NA,LA
LA0035,話梅,12,0.33,LA
LA0036,醃漬梅,12,NA,LA
LA0037,鳥梅,12,NA,LA
LA0038,紀州梅,12,NA,LA
LA0039,果凍,12,0.878,LA
LA0040,蒟蒻,12,0.2,LA
LA0041,茶凍,12,NA,LA
LA0042,Haagen dazs,12,NA,LA
LA0043,肉干,12,NA,LA
LA0044,冰糖葫蘆,12,NA,LA
LA0045,剉冰,12,NA,LA
LA0046,諾鈣C發泡錠,12,NA,LA
LA0047,黑芝麻交切片,12,NA,LA
LA0048,綿花糖,12,3.394,LA
LA0049,柿種,12,NA,LA
LA0050,可可蜜糖,12,NA,LA
LA0051,彩色糖珠,12,NA,LA
LA0052,Scotch Finger,12,NA,LA
LA0053,懷舊點心,12,NA,LA
LA0054,五寶果,12,NA,LA
LA0055,什錦豆,12,NA,LA
LA0056,芋角,12,NA,LA
LA0057,果茸,12,NA,LA
LA0058,涼糕,12,NA,LA
LA0059,巧克力米,12,NA,LA
LA0060,椰果,12,NA,LA
LA0061,可麗餅,12,NA,LA
LA0062,可樂果,12,4.941176471,LA
LA0063,米香,12,NA,LA
LA0064,蠶豆酥,12,NA,LA
LA0065,甜筒,12,NA,LA
LA0066,銅鑼燒,12,2.908553101,LA
LA0067,鬆餅,12,3.356060606,LA
LA0068,煎餅,12,3.345,LA
LA0069,核桃酥,12,NA,LA
LA0070,蝦味先,12,4.528,LA
LA0071,土耳其餅,12,NA,LA
LA0072,月餅,12,4.145,LA
LA0073,脆迪酥,12,NA,LA
LA0074,千層香酥薄餅,12,NA,LA
LA0075,小饅頭點心餅,12,NA,LA
LA0076,模範生點心餅,12,NA,LA
LA0077,椒鹽點心棒,12,NA,LA
LA0078,五彩蒸糕,12,NA,LA
LA0079,豆沙餅,12,NA,LA
LA0080,沙其瑪,12,NA,LA
LA0081,印度Q餅,12,NA,LA
LA0082,可頌餅,12,NA,LA
LA0083,紫山藥丸子,12,NA,LA
LA0084,馬蹄糕,12,1.02,LA
LA0085,芸豆卷,12,NA,LA
LA0086,蛋塔液,12,NA,LA
LA0087,農村派,12,NA,LA
LA0088,素方餅,12,NA,LA
LA0089,蛋卷,12,NA,LA
LA0090,蛋塔,12,3.38,LA
LA0091,甜甜圈,12,NA,LA
LA0092,素麵包,12,NA,LA
LA0093,可頌,12,5.425,LA
LA0094,港式波蘿包,12,NA,LA
LA0095,千層派,12,NA,LA
LA0096,泡芙,12,5.89,LA
LA0097,泡芙殼,12,NA,LA
LA0098,核桃糕,12,NA,LA
LA0100,布朗尼,12,NA,LA
LA0101,丹麥小西餅,12,NA,LA
LA0102,車輪餅,12,NA,LA
LA0104,海綿蛋糕,12,NA,LA
LA0106,發糕,12,NA,LA
LA0110,櫻桃派,12,2.6,LA
LA0112,鬆糕,12,NA,LA
LA0113,蛋糕,12,3.54375,LA
LA0114,蘋果派,12,1.673464604,LA
LA0115,瑞士捲,12,NA,LA
LA0116,馬卡龍餅,12,NA,LA
LA0117,馬卡龍殼,12,NA,LA
LA0118,光餅,12,NA,LA
LA0119,戚風蛋糕,12,NA,LA
LA0120,餅乾棒,12,NA,LA
LA0121,金錢餅,12,NA,LA
LA0122,地瓜片,12,NA,LA
LA0123,酥球,12,NA,LA
LA0124,椪餅,12,4.412698413,LA
LA0125,原味燒餅,12,2.534899425,LA
LA0126,甜燒餅,12,NA,LA
LA0127,烤餅,12,NA,LA
LA0128,象鼻子糕,12,NA,LA
LA0129,四方餅,12,NA,LA
LA0130,焦糖片,12,NA,LA
LA0131,法棍切片,12,NA,LA
LA0132,英式馬芬,12,NA,LA
LA0133,大理石片,12,NA,LA
LA0134,費南雪,12,NA,LA
LA0135,杏仁豆腐丁,12,NA,LA
LA0136,涼拌茄段,12,NA,LA
LA0137,茄汁燉豆,12,NA,LA
LA0138,磯邊燒,12,NA,LA
LA0139,素菜酥,12,NA,LA
LA0140,菜脯,12,1.369047619,LA
LA0141,魚香茄子,12,0.3428571429,LA
LA0142,魚香肉絲,12,1.24,LA
LA0143,木須肉絲,12,NA,LA
LA0145,銀龍抱白玉,12,NA,LA
LA0146,紅絲炒蛋,12,NA,LA
LA0147,生菜沙拉,12,NA,LA
LA0148,亞達子,12,NA,LA
LA0149,玉子燒,12,NA,LA
LA0150,竹小町,12,NA,LA
LA0151,雲吞,12,NA,LA
LA0152,肉捲,12,NA,LA
LA0153,滷味,12,1.569620253,LA
LA0154,雞精,12,0.34,LA
LA0155,章魚燒,12,NA,LA
LA0156,酸筍,12,NA,LA
LA0157,乾瓢,12,NA,LA
LA0158,佛跳牆,12,NA,LA
LA0160,三明治,12,2.4875,LA
LA0161,壽喜燒,12,NA,LA
LA0162,天婦羅,12,1.74,LA
LA0163,薯條,12,2.154179539,LA
LA0164,薯餅,12,1.654545455,LA
LA0165,柿餅,12,2.365773196,LA
LA0166,枇杷膏,12,NA,LA
LA0167,醃漬菜,12,NA,LA
LA0168,醃蔥頭,12,NA,LA
LA0169,香鬆,12,NA,LA
LA0170,拌飯粉,12,NA,LA
LA0171,剩菜,12,NA,LA
LA0172,塔士塔達,12,NA,LA
LA0173,夏枯草,12,0.6,LA
LA0174,拌飯料,12,NA,LA
LA0175,山楂,12,NA,LA
LA0176,椒麻花生,12,NA,LA
LA0177,飯友,12,NA,LA
LA0178,海鮮羹,12,NA,LA
LA0179,酸菜魚鍋,12,NA,LA
LA0180,綜合丸,12,NA,LA
LA0181,火鍋料,12,4.79,LA
LA0182,蝦餃,12,4.79,LA
LA0183,冰磚,12,1.53,LA
LA0184,蔬菜冰磚,12,NA,LA
LA0185,肉泥冰磚,12,NA,LA
LA0186,蜜之果,12,NA,LA
LA0187,照燒親子滑蛋,12,NA,LA
LA0188,大判揚,12,NA,LA
LA0189,絲路,12,NA,LA
LA0190,奶油湯,12,NA,LA
LA0191,茶泡飯料,12,NA,LA
LA0192,紅土,12,NA,LA
LA0193,酸豆角,12,NA,LA
LA0194,Q心皮,12,NA,LA
LA0195,寒天,12,NA,LA
LA0196,紫藷香鬆,12,NA,LA
LA0197,鏗魚香鬆,12,NA,LA
LA0198,膽肝,12,2.35,LA
LA0199,阿摩尼亞,12,NA,LA
LA0200,纖維粉,12,NA,LA
LA0201,三寶粉,12,NA,LA
LA0202,RDF禾法頌尼斯燉菜,12,NA,LA
LA0203,普羅旺斯燉菜,12,NA,LA
LA0204,手卷,12,NA,LA
LA0205,韭花甜條,12,NA,LA
LA0206,麵茶,12,NA,LA
LA0207,淡醬粉,12,NA,LA
LA0208,竹笛,12,NA,LA
LA0209,生菜沙拉葉,12,NA,LA
LA0210,淡小蘿蔔水泡菜,12,NA,LA
LA0211,糖漬鬼椒,12,NA,LA
LA0212,醬菜,12,0.46,LA
LA0213,筑前煮,12,NA,LA
LA0214,素什錦羹,12,NA,LA
LA0215,泡椒水,12,NA,LA
LA0216,中藥酒汁,12,NA,LA
LA0217,黃金雪花片,12,NA,LA
LA0218,脆瓜,12,NA,LA
LA0219,茶碗蒸,12,0.7684615385,LA
LA0220,蝦餅,12,NA,LA
LA0221,沙拉米,12,NA,LA
LA0222,素竹輪,12,NA,LA
LA0223,燒賣,12,1.832222222,LA
LA0224,素肉躁,12,NA,LA
LA0225,寒天春雨,12,NA,LA
LA0226,土瓶蒸,12,0.9388888889,LA
LA0227,脆藻,12,NA,LA
LA0228,破布子蒸肉,12,NA,LA
LA0229,罐頭朝鮮薊,12,NA,LA
LA0230,越南薄餅,12,NA,LA
LA0231,蝦捲,12,3.186046512,LA
LA0232,七彩烘蛋,12,NA,LA
LA0233,金美人仙女貝罐頭,12,NA,LA
LA0234,紅色墨西哥豆罐頭,12,NA,LA
LA0235,魯菜,12,NA,LA
LA0236,素炒手,12,NA,LA
LA0237,廈門炒米粉,12,NA,LA
LA0238,星洲炒米粉,12,NA,LA
LA0239,麻婆豆腐,12,1.805763052,LA
LA0240,墨西哥捲餅,12,1.916363636,LA
LA0241,函館荒鮭,12,NA,LA
LA0242,素筋,12,NA,LA
LA0243,炒餅,12,NA,LA
LA0244,脆餅,12,NA,LA
LA0245,吞拿魚罐頭,12,NA,LA
LA0246,素獅子頭,12,NA,LA
LA0247,獅子頭,12,NA,LA
LA0248,荳蔻脆捲,12,NA,LA
LA0250,泰式涼拌海鮮總匯,12,2.4,LA
LA0251,鹽蛋,12,NA,LA
LA0252,蔬菜素凍,12,NA,LA
LA0253,棺材板,12,2.62,LA
LA0255,潤餅,12,NA,LA
LA0256,三味淋汁,12,NA,LA
LA0257,小亨堡,12,NA,LA
LA0258,金品比薩,12,NA,LA
LA0259,海底芙蓉,12,NA,LA
LA0260,素鰻,12,NA,LA
LA0261,小籠湯包,12,NA,LA
LA0262,鍋貼,12,1.584975195,LA
LA0263,糖醋魚塊,12,NA,LA
LA0264,津白,12,NA,LA
LA0265,炒蛤仔,12,NA,LA
LA0266,酒粕鰈鱈,12,NA,LA
LA0267,三杯筍塊,12,NA,LA
LA0268,四色蔬菜棒,12,NA,LA
LA0269,干瓢煮,12,NA,LA
LA0270,炸衣,12,NA,LA
LA0271,菜鬆,12,NA,LA
LA0272,櫻花素,12,NA,LA
LA0273,金萱炸物,12,NA,LA
LA0274,罐裝金槍魚,12,NA,LA
LA0275,大亨堡,12,NA,LA
LA0276,芋丸,12,NA,LA
LA0277,大餅,12,NA,LA
LA0278,炒黑白絲,12,NA,LA
LA0279,炸豆包皮,12,NA,LA
LA0280,螞蟻上樹,12,1.351851852,LA
LA0281,果凍液,12,NA,LA
LA0282,菇菇炊飯,12,NA,LA
LA0283,飲氧品,12,NA,LA
LA0286,地瓜球,12,NA,LA
LA0287,海鮮炊飯料,12,NA,LA
LA0288,凸皮麵,12,NA,LA
LA0289,紫心地瓜漿,12,NA,LA
LA0290,肉圓,12,0.7845890411,LA
LA0291,五更腸旺,12,NA,LA
LA0292,客家小炒,12,2.25,LA
LA0293,麻吉燒,12,NA,LA
LA0294,瑞典薄餅,12,NA,LA
LA0295,蔥油餅,12,2.465,LA
LA0296,攤餅,12,NA,LA
LA0297,鍋餅,12,NA,LA
LA0298,水晶餃,12,1.684210526,LA
LA0299,水餃,12,2.400833333,LA
LA0300,煎餃,12,NA,LA
LA0301,義大利餃,12,NA,LA
LA0302,漢堡,12,2.56,LA
LA0303,潛水艇堡,12,NA,LA
LA0304,沙拉堡,12,NA,LA
LA0305,包子,12,2.126882716,LA
LA0306,車輪卷,12,NA,LA
LA0307,滿福堡,12,2.496644295,LA
LA0308,餅乾派殼,12,NA,LA
LA0309,筍香飯,12,NA,LA
LA0310,馬芬堡,12,NA,LA
LA0311,刈包,12,NA,LA
LA0312,司康,12,NA,LA
LA0313,抓餅,12,2.719008265,LA
LA0314,海鮮煎餅,12,2.386861314,LA
LA0315,陽春麵,12,NA,LA
LA0316,鍋燒意麵,12,2.987121212,LA
LA0317,蚵仔麵線,12,1.964069264,LA
LA0318,炒飯,12,1.405970149,LA
LA0319,茄汁炒飯,12,1.405970149,LA
LA0320,蛋炒飯,12,1.413559322,LA
LA0321,飯團,12,NA,LA
LA0322,鹹魚原鍋飯,12,NA,LA
LA0323,小米粥,12,0.46,LA
LA0324,紫米粥,12,3.62,LA
LA0325,糙米粥,12,NA,LA
LA0326,燕麥粥,12,3.8,LA
LA0327,義大利玉米粥,12,NA,LA
LA0328,便當,12,NA,LA
LA0329,油飯,12,NA,LA
LA0330,麻婆豆腐燴飯,12,1.259023355,LA
LA0331,豬排蓋飯,12,1.552062868,LA
LA0332,韓式風味蛋包,12,1.491803279,LA
LA0333,膳纖熟飯,12,NA,LA
LA0334,御飯糰雙手捲,12,NA,LA
LA0335,燕麥飯,12,1.537634409,LA
LA0336,Uncle Ben's 方便飯,12,NA,LA
LA0337,烤鴨芥菜飯,12,NA,LA
LA0338,和風炊飯,12,NA,LA
LA0339,菠菜飯,12,NA,LA
LA0340,焗薯,12,NA,LA
LA0341,黃金炒飯,12,NA,LA
LA0342,蛋包飯,12,1.277272727,LA
LA0343,天津丼,12,NA,LA
LA0344,台式油飯,12,NA,LA
LA0345,醬油飯,12,NA,LA
LA0346,蔬菜炒飯,12,NA,LA
LA0348,起司薄餅,12,NA,LA
LA0349,拌三絲,12,NA,LA
LA0350,鹹酥芋絲,12,NA,LA
LA0351,蛋餅,12,2.372727273,LA
LA0352,厚蛋燒,12,1.68,LA
LA0353,滷蛋,12,NA,LA
LA0354,茶葉蛋,12,1.32,LA
LA0355,蛋鬆,12,2.48,LA
LA0356,炒蛋,12,1.9146875,LA
LA0357,熟蛋,12,1.79,LA
LA0358,班尼迪克蛋,12,NA,LA
LA0359,蔥蛋,12,NA,LA
LA0360,蛋皮,12,NA,LA
LA0361,蔬菜湯,12,NA,LA
LA0362,關東煮,12,NA,LA
LA0363,四神湯,12,1.658792651,LA
LA0364,清毒除痘湯,12,NA,LA
LA0365,羅宋湯,12,0.9523809524,LA
LA0366,藥燉湯底,12,NA,LA
LA0367,康寶濃湯,12,0.6335460239,LA
LA0368,酸辣羹湯,12,NA,LA
LA0369,煮鵝湯,12,NA,LA
LA0370,藥燉排骨湯,12,NA,LA
LA0371,沙茶湯底,12,NA,LA
LA0372,清湯底,12,NA,LA
LA0373,法式黃金清湯,12,0.525,LA
LA0374,清燉湯頭,12,NA,LA
LA0375,紅燒湯底,12,NA,LA
LA0376,麻辣鍋底,12,NA,LA
LA0377,酸辣湯包,12,1.4,LA
LA0378,蛤蜊湯,12,NA,LA
LA0379,酒味濃湯,12,NA,LA
LA0380,大骨湯,12,NA,LA
LA0381,綠豆湯,12,0.59,LA
LA0382,海鮮濃湯,12,3.41,LA
LA0383,滷湯,12,NA,LA
LA0384,紅豆湯,12,0.72,LA
LA0385,齋湯,12,NA,LA
LA0386,澳門大骨煲,12,NA,LA
LA0387,越式湯頭,12,NA,LA
LA0388,素當歸湯,12,NA,LA
LA0389,蝦湯,12,NA,LA
LA0390,太和湯,12,NA,LA
LA0391,韓國冷湯包,12,NA,LA
LA0392,養生湯包,12,NA,LA
LA0393,破布子湯汁,12,NA,LA
LA0394,紫玉菜,12,NA,LA
LA0395,蔥燒湯頭,12,NA,LA
LA0396,蒜味湯頭,12,NA,LA
LA0397,藥燉湯頭,12,NA,LA
LA0398,鮮味湯頭,12,NA,LA
LA0399,泡菜鍋,12,NA,LA
LA0400,叻沙Laksa調理包,12,NA,LA
LA0401,泰式烤雞料理包,12,NA,LA
LA0402,酸白菜湯汁,12,NA,LA
LA0403,紅燒茄汁湯,12,NA,LA
LA0404,泡菜汁,12,NA,LA
LA0405,粟米湯,12,NA,LA
LA0406,輕煮汁,12,NA,LA
LA0407,越式涼拌汁,12,NA,LA
LA0408,美味濃湯,12,NA,LA
LA0409,康寶獨享杯,12,NA,LA
LA0410,日式燒汁,12,NA,LA
LA0411,蒸燒賣的湯汁,12,NA,LA
LA0412,日式鏗魚汁,12,NA,LA
LA0413,義大利燴海鮮調味汁,12,NA,LA
LA0414,狗尾草湯包,12,NA,LA
LA0415,壽喜醬,12,NA,LA
LA0416,丹參潤膚湯,12,NA,LA
LA0417,火鍋粉,12,NA,LA
LA0418,濃湯塊,12,NA,LA
LA0419,豚骨湯塊,12,NA,LA
LA0420,排骨湯塊,12,NA,LA
LA0421,泰式酸辣湯塊,12,NA,LA
LA0423,鮮美鍋汁,12,NA,LA
LA0424,蛤蜊湯塊,12,NA,LA
LA0425,烹大師,12,NA,LA
LA0426,大阪燒料理包,12,NA,LA
LA0427,天廚麻婆調理包,12,NA,LA
LA0428,葵果泰式打拋調理包,12,NA,LA
LA0429,立康養生固骨寶膠塊,12,NA,LA
LA0430,北海道白醬湯塊,12,NA,LA
LA0431,蔬菜湯塊,12,NA,LA
LA0432,樂活玫萃麗包,12,NA,LA
LA0433,紫菜湯包,12,NA,LA
LA0434,醬料包,12,NA,LA
LA0435,醃料包,12,NA,LA
LA0436,麻婆醬調理包,12,NA,LA
LA0437,明太子調理包,12,NA,LA
LA0438,燻肉,12,NA,LA
LA0439,燒肉,12,NA,LA
LA0440,牛豬混碎肉,12,NA,LA
LA0441,豬牛混和肉餅,12,NA,LA
LA0442,果泥清蒸蟹,12,NA,LA
LA0443,醬爆蟹,12,NA,LA
LA0444,烤肉片,12,1.85,LA
LA0445,臘味,12,NA,LA
LA0446,鹽漬紅鮭,12,NA,LA
LA0447,時鮭切片,12,NA,LA
LA0448,鹽漬銀鮭,12,NA,LA
LA0449,麒麟七星斑,12,NA,LA
LA0450,薄燒魚,12,NA,LA
LA0451,黃金燴鱈寶,12,NA,LA
LA0452,炸大蝦,12,2.505,LA
LA0453,雲海金龍,12,NA,LA
LA0454,福州丸,12,NA,LA
LA0455,素丸子,12,NA,LA
LA0456,腸旺,12,NA,LA
LA0457,醃紅梅肉,12,NA,LA
LA0458,瘦肉丁,12,NA,LA
LA0459,肉塊,12,NA,LA
LA0460,五花燒肉,12,NA,LA
LA0461,三絲丸,12,NA,LA
LA0462,回鍋肉片,12,NA,LA
LA0463,海鮮,12,NA,LA
LA0464,醉雞腿,12,NA,LA
LA0465,肉排,12,NA,LA
LA0466,肚片,12,NA,LA
LA0467,炸魚,12,NA,LA
LA0468,豬皮凍,12,NA,LA
LA0469,燉肉丸子,12,NA,LA
LA0470,肉羹,12,0.597826087,LA
LA0471,滷肉,12,NA,LA
LA0472,雞卷,12,NA,LA
LA0475,台畜歐式冷蹄,12,NA,LA
LA0476,醃肉,12,NA,LA
LA0477,薄片肉,12,NA,LA
LA0478,紅燒肉,12,NA,LA
LA0479,叉燒肉,12,3.313571429,LA
LA0480,熟肉絲,12,NA,LA
LA0481,照燒豬肉,12,NA,LA
LA0482,鹹豬肉,12,7.48,LA
LA0483,滷元蹄,12,NA,LA
LA0484,米血,12,2.137761438,LA
LA0485,鮮豬凍,12,NA,LA
LA0486,豬骨湯,12,NA,LA
LA0487,梅干扣肉,12,NA,LA
LA0488,粉蒸肉粉,12,2.936257862,LA
LA0489,排骨飯,12,NA,LA
LA0490,糖醋排骨,12,NA,LA
LA0491,酸辣腰花,12,0.85,LA
LA0492,燉排骨,12,NA,LA
LA0493,五香肉丁,12,NA,LA
LA0494,控肉,12,NA,LA
LA0495,紅燒扣肉,12,NA,LA
LA0497,滷牛腱,12,1.411764706,LA
LA0498,嫩煎菲力,12,NA,LA
LA0499,牛尾湯,12,NA,LA
LA0500,牛肉湯,12,NA,LA
LA0501,燉牛肉,12,NA,LA
LA0502,烤牛肉片,12,NA,LA
LA0503,醬牛肉,12,2.266686747,LA
LA0504,滷牛筋,12,NA,LA
LA0506,雞肉鬆,12,4.48,LA
LA0508,雞排,12,1.987532468,LA
LA0509,封仔雞,12,NA,LA
LA0510,香草雞,12,NA,LA
LA0511,油雞,12,NA,LA
LA0512,港式油雞,12,NA,LA
LA0513,白斬雞,12,1.705607477,LA
LA0514,燒雞,12,NA,LA
LA0515,燻雞,12,NA,LA
LA0516,燻雞片,12,NA,LA
LA0517,醉雞胸,12,NA,LA
LA0518,雞米花,12,2.142857143,LA
LA0519,雞塊,12,2.483333333,LA
LA0520,蒜味鹹酥雞,12,NA,LA
LA0521,雞酒,12,3.125,LA
LA0522,炸雞,12,2.467698413,LA
LA0523,炸雞腿,12,1.573076923,LA
LA0524,烤雞,12,2.755068493,LA
LA0525,雞湯罐頭,12,NA,LA
LA0526,燒酒雞藥包,12,NA,LA
LA0527,咖哩雞醬料包,12,NA,LA
LA0528,清燉雞湯,12,NA,LA
LA0529,熟烤雞胸,12,NA,LA
LA0530,烤雞腿,12,1.111111111,LA
LA0531,仙草雞,12,NA,LA
LA0532,卡啦辣雞,12,NA,LA
LA0533,雪花雞米,12,NA,LA
LA0534,咖哩雞丁,12,NA,LA
LA0535,花雕醉雞,12,NA,LA
LA0536,花雕醉雞汁,12,NA,LA
LA0537,三夾雞,12,NA,LA
LA0538,雞肉飯,12,1.736842105,LA
LA0539,炸雞翅,12,NA,LA
LA0540,醬油雞,12,NA,LA
LA0541,滷雞珍,12,NA,LA
LA0542,羊肉爐,12,NA,LA
LA0543,羊肉羹,12,NA,LA
LA0544,當歸羊肉藥包,12,NA,LA
LA0545,羊肉鍋湯,12,NA,LA
LA0546,肥膘,12,NA,LA
LA0548,腸衣,12,NA,LA
LA0549,鵝肝醬,12,4.62,LA
LA0550,鴨賞,12,3.166153846,LA
LA0552,當歸鴨肉,12,NA,LA
LA0553,鹽水鴨胸肉,12,NA,LA
LA0554,廣式臘鴨腿,12,NA,LA
LA0555,臘鴨脾,12,NA,LA
LA0556,烤鴨片,12,3.206923077,LA
LA0557,鴨肉湯頭,12,NA,LA
LA0558,燻鴨肉,12,NA,LA
LA0559,燒鴨,12,2.966666667,LA
LA0560,北平烤鴨,12,1.789473684,LA
LA0561,廣式烤鴨,12,NA,LA
LA0562,果汁,12,NA,LA
LA0563,蔬果汁,12,NA,LA
LA0564,香蘭汁,12,NA,LA
LA0565,荔枝汁,12,NA,LA
LA0566,檸檬汁,12,0.2643606557,LA
LA0567,高山茶,12,NA,LA
LA0568,傳統英國茶,12,NA,LA
LA0569,檸檬茶,12,2.806647565,LA
LA0570,桑葚汁,12,NA,LA
LA0571,萊姆汁,12,NA,LA
LA0572,柳橙汁,12,0.5007017544,LA
LA0573,橘子汁,12,1.19,LA
LA0574,楊桃汁,12,0.44,LA
LA0575,櫻桃汁,12,NA,LA
LA0576,蜜桃汁,12,NA,LA
LA0577,蘋果汁,12,0.4278381039,LA
LA0578,百香果汁,12,0.1194444444,LA
LA0579,芒果汁,12,0.44,LA
LA0580,鳳梨汁,12,0.43,LA
LA0581,蕃茄汁,12,0.4498356808,LA
LA0582,西瓜汁,12,NA,LA
LA0583,椰子汁,12,1.629971264,LA
LA0584,葡萄汁,12,0.376971831,LA
LA0585,葡萄柚汁,12,0.3216908714,LA
LA0586,甘蔗汁,12,0.5356679791,LA
LA0587,梅子汁,12,0.552,LA
LA0588,烏梅汁,12,1.33,LA
LA0589,蘇梅汁,12,NA,LA
LA0590,蔬菜汁,12,0.3335764588,LA
LA0591,金桔汁,12,0.55,LA
LA0592,黑瓜汁,12,NA,LA
LA0593,香瓜汁,12,NA,LA
LA0594,脆瓜汁,12,NA,LA
LA0595,番茄汁,12,0.4,LA
LA0596,胡蘿蔔汁,12,NA,LA
LA0597,芭樂汁,12,0.395,LA
LA0598,蘆筍汁,12,0.4210526316,LA
LA0599,蘆薈汁,12,0.25,LA
LA0600,石榴汁,12,NA,LA
LA0601,西檸汁,12,NA,LA
LA0602,牧草汁,12,NA,LA
LA0603,小黃瓜汁,12,NA,LA
LA0605,香柚汁,12,NA,LA
LA0606,龍眼汁,12,NA,LA
LA0607,松茸汁,12,NA,LA
LA0608,酸梅湯,12,NA,LA
LA0609,茶汁,12,NA,LA
LA0610,玫瑰紅茶汁,12,NA,LA
LA0611,雪菜汁,12,NA,LA
LA0612,波菜汁,12,NA,LA
LA0613,杏桃汁,12,NA,LA
LA0614,鳳柳汁,12,NA,LA
LA0615,酸甜汁,12,NA,LA
LA0616,小麥草汁,12,0.1765772871,LA
LA0617,蜜柑原汁,12,NA,LA
LA0618,南非國寶茶,12,NA,LA
LA0619,桂花露,12,NA,LA
LA0620,可爾必思,12,2.42,LA
LA0621,抹茶,12,0.01,LA
LA0622,茉莉花茶,12,0.28,LA
LA0623,熱帶風情茶,12,NA,LA
LA0624,七葉膽,12,NA,LA
LA0625,養樂多,12,0.833902439,LA
LA0626,杏仁露,12,0.46,LA
LA0627,茶葉,12,NA,LA
LA0628,綠茶,12,2.043333333,LA
LA0629,紅茶,12,1.7275,LA
LA0634,水果茶,12,0.36,LA
LA0635,花果茶酒汁,12,NA,LA
LA0636,柚子茶,12,2.5,LA
LA0637,冬瓜茶,12,0.33,LA
LA0638,烏龍茶,12,0.2414285714,LA
LA0639,普洱茶,12,0.04,LA
LA0640,香蘋茶,12,NA,LA
LA0641,麥茶,12,0.095,LA
LA0642,杏仁茶,12,0.42,LA
LA0643,瓜片茶,12,NA,LA
LA0644,青草茶,12,0.25,LA
LA0645,果粒茶,12,NA,LA
LA0646,東方美人茶,12,NA,LA
LA0647,大吉嶺茶,12,NA,LA
LA0648,洛神茶,12,0.66,LA
LA0649,仙楂洛神,12,NA,LA
LA0650,黑糖塊,12,NA,LA
LA0653,茶包,12,NA,LA
LA0654,洋甘菊茶包,12,NA,LA
LA0655,金線蓮茶包,12,NA,LA
LA0656,咖啡,4,0.4595774648,LA
LA0657,美祿,12,NA,LA
LA0658,冷泡茶,12,NA,LA
LA0659,羅布麻茶包,12,NA,LA
LA0660,日本茶,12,NA,LA
LA0661,八寶粥,12,0.6850292398,LA
LA0662,汽水,12,0.3850507421,LA
LA0663,綠豆沙,12,1.876296296,LA
LA0664,濃縮乳酸飲料,12,NA,LA
LA0665,液熊油,12,NA,LA
LA0666,奶昔,12,1.383333333,LA
LA0667,桂花釀茶包,12,NA,LA
LA0668,摩卡冰砂粉,12,NA,LA
LA0669,接骨木花汁,12,NA,LA
LA0670,純喫茶,12,NA,LA
LA0671,香酸汁,12,NA,LA
LA0672,蜜漬汁,12,NA,LA
LA0673,玫瑰花茶,12,NA,LA
LA0674,蜜豆奶,12,NA,LA
LA0675,能量飲料,12,NA,LA
LA0676,芋汁,12,NA,LA
LA0677,蔘茶包,12,NA,LA
LA0678,巴蘭葉汁,12,NA,LA
LA0679,甜菜汁,12,NA,LA
LA0680,桂花烏龍茶湯,12,NA,LA
LA0681,丸久小山園抹茶,12,NA,LA
LA0682,菊花茶包,12,NA,LA
LA0683,大紅袍,12,NA,LA
LA0684,人篸茶包,12,NA,LA
LA0685,玫瑰花茶粉,12,NA,LA
LA0686,四果莓茶包,12,NA,LA
LA0687,熱帶風情茶包,12,NA,LA
LA0688,7-11茶攤手搖風,12,NA,LA
