V1.x,V1.y,V3,V2
G,BA0025,1,豬五花肉
大條,BA0025,250,豬五花肉
斤,BA0025,605,豬五花肉
碗,BA0025,230,豬五花肉
公克.,BA0025,1,豬五花肉
月3日,BA0025,NA,豬五花肉
kg左右,BA0025,1000,豬五花肉
盒,BA0025,605,豬五花肉
適量,BA0025,1,豬五花肉
塊,BA0025,455,豬五花肉
kg,BA0025,1000,豬五花肉
g,BA0025,1,豬五花肉
克,BA0025,1,豬五花肉
長條,BA0025,250,豬五花肉
台斤1200g,BA0025,NA,豬五花肉
片,BA0025,1,豬五花肉
Ｇ,BA0025,1,豬五花肉
大件,BA0025,400,豬五花肉
盒,BA0025,605,豬五花肉
適量,BA0026,1,五花豬肉片
份,BA0026,15,五花豬肉片
g,BA0026,1,五花豬肉片
g,BA0026,1,五花豬肉片
少量,BA0026,150,五花豬肉片
斤,BA0026,605,五花豬肉片
G,BA0026,1,五花豬肉片
盤,BA0026,200,五花豬肉片
條,BA0026,605,五花豬肉片
片,BA0026,1,五花豬肉片
碗,BA0026,230,五花豬肉片
克,BA0026,1,五花豬肉片
公克,BA0026,1,五花豬肉片
數片,BA0026,150,五花豬肉片
盒,BA0026,605,五花豬肉片
塊,BA0027,455,子排
g,BA0027,1,子排
斤,BA0027,605,子排
斤,BA0027,605,子排
適量,BA0027,1,子排
公克,BA0027,1,子排
支,BA0027,200,子排
磅,BA0028,455,豬肋排
g,BA0028,1,豬肋排
茶匙,BA0028,5,豬肋排
根,BA0028,5,豬肋排
節,BA0028,200,豬肋排
公斤,BA0028,1000,豬肋排
個,BA0028,1,豬肋排
隻,BA0028,605,豬肋排
條,BA0028,605,豬肋排
顆量,BA0028,200,豬肋排
克,BA0028,1,豬肋排
公克,BA0028,1,豬肋排
元,BA0028,200,豬肋排
G,BA0028,1,豬肋排
適量,BA0028,1,豬肋排
斤,BA0028,605,豬肋排
塊,BA0028,455,豬肋排
盒,BA0028,605,豬肋排
份,BA0028,15,豬肋排
支,BA0028,200,豬肋排
大條,BA0028,250,豬肋排
磅,BA0028,455,豬肋排
kg,BA0028,1000,豬肋排
g,BA0028,1,豬肋排
片,BA0028,1,豬肋排
大支,BA0028,200,豬肋排
之,BA0028,150,豬肋排
隨意,BA0028,1,豬肋排
片,BA0029,1,豬後腿肉
隻,BA0029,605,豬後腿肉
g,BA0029,1,豬後腿肉
g,BA0029,1,豬後腿肉
根,BA0029,5,豬後腿肉
公斤,BA0029,1000,豬後腿肉
斤,BA0029,605,豬後腿肉
G,BA0029,1,豬後腿肉
條,BA0029,605,豬後腿肉
小片,BA0029,200,豬後腿肉
適量,BA0029,1,豬後腿肉
公斤,BA0029,1000,豬後腿肉
圈量,BA0029,NA,豬後腿肉
塊,BA0029,455,豬後腿肉
克,BA0029,1,豬後腿肉
公克,BA0029,1,豬後腿肉
元,BA0029,200,豬後腿肉
份,BA0029,15,豬後腿肉
支,BA0029,200,豬後腿肉
大塊,BA0030,250,豬腳
個,BA0030,1,豬腳
顆,BA0030,150,豬腳
根,BA0030,5,豬腳
適量,BA0030,1,豬腳
整隻,BA0030,300,豬腳
瓣,BA0030,150,豬腳
斤,BA0030,605,豬腳
㏄,BA0030,1,豬腳
克,BA0030,1,豬腳
公克,BA0030,1,豬腳
斤,BA0030,605,豬腳
磅,BA0030,455,豬腳
隻,BA0030,605,豬腳
支,BA0030,200,豬腳
公斤,BA0030,1000,豬腳
塊,BA0030,455,豬腳
kg,BA0030,1000,豬腳
g,BA0030,1,豬腳
圈,BA0030,200,豬腳
隨意,BA0030,1,豬腳
大隻,BA0030,400,豬腳
盒,BA0031,605,蹄膀
顆,BA0031,150,蹄膀
個,BA0031,1,蹄膀
g,BA0031,1,蹄膀
只,BA0031,150,蹄膀
斤,BA0031,605,蹄膀
適量,BA0031,1,蹄膀
塊,BA0031,455,蹄膀
克,BA0031,1,蹄膀
公克,BA0031,1,蹄膀
隻,BA0031,605,蹄膀
支,BA0031,200,蹄膀
塊,BA0032,455,豬腱子肉
g,BA0032,1,豬腱子肉
G,BA0032,1,豬腱子肉
斤,BA0032,605,豬腱子肉
條,BA0032,605,豬腱子肉
克,BA0032,1,豬腱子肉
公克,BA0032,1,豬腱子肉
份,BA0032,15,豬腱子肉
顆,BA0032,150,豬腱子肉
支,BA0032,200,豬腱子肉
個,BA0032,1,豬腱子肉
大塊,BA0033,250,嘴邊肉
片,BA0033,1,嘴邊肉
塊,BA0033,455,嘴邊肉
KG,BA0033,1000,嘴邊肉
人份,BA0033,250,嘴邊肉
g,BA0033,1,嘴邊肉
適量,BA0033,1,嘴邊肉
克,BA0033,1,嘴邊肉
公克,BA0033,1,嘴邊肉
付,BA0033,150,嘴邊肉
公克,BA0034,1,肝連肉
塊,BA0034,455,肝連肉
副,BA0034,150,肝連肉
元,BA0034,200,肝連肉
公克,BB0001,1,虎掌
g,BB0002,1,豬蹄筋
碗量,BB0002,230,豬蹄筋
斤,BB0002,605,豬蹄筋
根,BB0002,5,豬蹄筋
條,BB0002,605,豬蹄筋
公克,BB0002,1,豬蹄筋
附,BB0003,150,豬耳朵
個,BB0003,1,豬耳朵
塊,BB0003,455,豬耳朵
粒,BB0003,150,豬耳朵
個,BB0003,1,豬耳朵
g,BB0003,1,豬耳朵
對,BB0003,1,豬耳朵
斤,BB0003,605,豬耳朵
件,BB0003,200,豬耳朵
大片,BB0003,250,豬耳朵
副,BB0003,150,豬耳朵
克,BB0003,1,豬耳朵
公克,BB0003,1,豬耳朵
隻,BB0003,605,豬耳朵
付,BB0003,150,豬耳朵
g,BB0004,1,豬尾巴
斤,BB0004,605,豬尾巴
根,BB0004,5,豬尾巴
條,BB0004,605,豬尾巴
克,BB0004,1,豬尾巴
公克,BB0004,1,豬尾巴
隻,BB0004,605,豬尾巴
支,BB0004,200,豬尾巴
片,BB0005,1,豬皮
塊,BB0005,455,豬皮
塊,BB0005,455,豬皮
g,BB0005,1,豬皮
g,BB0005,1,豬皮
碗,BB0005,230,豬皮
斤,BB0005,605,豬皮
張,BB0005,200,豬皮
適量,BB0005,1,豬皮
克,BB0005,1,豬皮
卷,BB0005,200,豬皮
大片,BB0005,250,豬皮
克,BB0005,1,豬皮
大張,BB0005,250,豬皮
公克,BB0005,1,豬皮
數片,BB0005,150,豬皮
元,BB0005,200,豬皮
cc,BB0006,1,豬骨
條,BB0006,605,豬骨
根,BB0006,5,豬骨
公斤,BB0006,1000,豬骨
枝,BB0006,200,豬骨
副,BB0006,150,豬骨
附,BB0006,150,豬骨
小盒,BB0006,300,豬骨
條,BB0006,605,豬骨
付,BB0006,150,豬骨
克,BB0006,1,豬骨
公克,BB0006,1,豬骨
份,BB0006,15,豬骨
適量,BB0006,1,豬骨
斤,BB0006,605,豬骨
碗,BB0006,230,豬骨
隻,BB0006,605,豬骨
份,BB0006,15,豬骨
支,BB0006,200,豬骨
杯,BB0006,15,豬骨
塊,BB0006,455,豬骨
kg,BB0006,1000,豬骨
g,BB0006,1,豬骨
ml,BB0006,1,豬骨
鍋,BB0006,300,豬骨
包,BB0006,200,豬骨
小匙,BB0007,15,豬油
茶匙,BB0007,5,豬油
張,BB0007,6,豬油
適量,BB0007,1,豬油
少許,BB0007,3,豬油
斤102,BB0007,NA,豬油
公克,BB0007,1,豬油
大匙,BB0007,15,豬油
cc,BB0007,1,豬油
件,BB0007,6,豬油
cc,BB0007,1,豬油
㏄,BB0007,1,豬油
克,BB0007,1,豬油
公克,BB0007,1,豬油
酌量,BB0007,6,豬油
片切塊,BB0007,NA,豬油
大匙,BB0007,15,豬油
G,BB0007,1,豬油
碗量,BB0007,230,豬油
CC,BB0007,1,豬油
斤,BB0007,605,豬油
碗,BB0007,230,豬油
T,BB0007,15,豬油
小湯匙,BB0007,5,豬油
杯,BB0007,15,豬油
份,BB0007,15,豬油
KG,BB0007,1000,豬油
g,BB0007,1,豬油
大碗,BB0007,330,豬油
ml,BB0007,1,豬油
鍋,BB0007,40,豬油
m,BB0007,1,豬油
匙,BB0007,15,豬油
湯匙,BB0007,15,豬油
片,BB0008,1,白表
公克,BB0008,1,白表
包,BB0008,200,白表
個,BB0010,1,豬舌
G,BB0010,1,豬舌
條,BB0010,605,豬舌
付,BB0010,150,豬舌
公克,BB0010,1,豬舌
副,BB0010,150,豬舌
公克,BB0011,1,豬心
顆,BB0011,150,豬心
粒,BB0011,150,豬心
個,BB0011,1,豬心
適量,BB0012,1,豬肝
大片,BB0012,250,豬肝
塊,BB0012,455,豬肝
個,BB0012,1,豬肝
g,BB0012,1,豬肝
副,BB0012,150,豬肝
葉,BB0012,150,豬肝
罐,BB0012,5,豬肝
片,BB0012,1,豬肝
克,BB0012,1,豬肝
付,BB0012,150,豬肝
克,BB0012,1,豬肝
公克,BB0012,1,豬肝
些,BB0012,150,豬肝
顆,BB0012,150,豬肝
元份,BB0012,NA,豬肝
元,BB0012,200,豬肝
g,BB0013,1,豬腸
公分,BB0013,200,豬腸
元,BB0013,200,豬腸
克,BB0013,1,豬腸
公克,BB0013,1,豬腸
大塊,BB0015,250,豬血
杯,BB0015,15,豬血
塊,BB0015,455,豬血
g,BB0015,1,豬血
份,BB0015,15,豬血
適量,BB0015,1,豬血
公克,BB0015,1,豬血
盒,BB0015,605,豬血
適量,BB0016,1,豬肝
大片,BB0016,250,豬肝
塊,BB0016,455,豬肝
個,BB0016,1,豬肝
g,BB0016,1,豬肝
副,BB0016,150,豬肝
葉,BB0016,150,豬肝
罐,BB0016,5,豬肝
片,BB0016,1,豬肝
克,BB0016,1,豬肝
付,BB0016,150,豬肝
克,BB0016,1,豬肝
公克,BB0016,1,豬肝
些,BB0016,150,豬肝
顆,BB0016,150,豬肝
元份,BB0016,NA,豬肝
元,BB0016,200,豬肝
公克,BB0017,1,豬肺
副,BB0017,150,豬肺
個,BB0018,1,豬肚
付,BB0018,150,豬肚
分之1個,BB0018,NA,豬肚
顆,BB0018,150,豬肚
適量,BB0018,1,豬肚
g,BB0018,1,豬肚
副,BB0018,150,豬肚
公克,BB0018,1,豬肚
份,BB0018,15,豬肚
元,BB0018,200,豬肚
數顆,BB0019,250,腰子
數粒,BB0019,250,腰子
盒,BB0019,605,腰子
g,BB0019,1,腰子
人份,BB0019,250,腰子
顆,BB0019,150,腰子
對,BB0019,1,腰子
付,BB0019,150,腰子
克,BB0019,1,腰子
公克,BB0019,1,腰子
份,BB0019,15,腰子
副,BB0019,150,腰子
個,BB0019,1,腰子
適量,BB0021,1,豬小腸
公克,BB0021,1,豬小腸
斤,BB0021,605,豬小腸
g,BB0021,1,豬小腸
大條,BB0022,250,豬大腸
段,BB0022,200,豬大腸
G,BB0022,1,豬大腸
個,BB0022,1,豬大腸
g,BB0022,1,豬大腸
附,BB0022,150,豬大腸
斤,BB0022,605,豬大腸
根,BB0022,5,豬大腸
飯碗,BB0022,230,豬大腸
條,BB0022,605,豬大腸
適量,BB0022,1,豬大腸
副,BB0022,150,豬大腸
付,BB0022,150,豬大腸
克,BB0022,1,豬大腸
瓶,BB0022,5,豬大腸
公克,BB0022,1,豬大腸
隨意,BB0022,1,豬大腸
份,BB0022,15,豬大腸
元,BB0022,200,豬大腸
g,BB0023,1,粉腸
掛,BB0023,400,粉腸
串,BB0023,200,粉腸
副,BB0023,150,粉腸
附,BB0024,150,生腸
根,BB0024,5,生腸
條,BB0024,605,生腸
公克,BB0024,1,生腸
個,BB0025,1,豬小肚
g,BB0026,1,豬大腸頭
條,BB0026,605,豬大腸頭
適量,BB0026,1,豬大腸頭
克,BB0026,1,豬大腸頭
公克,BB0026,1,豬大腸頭
付,BB0026,150,豬大腸頭
公克,BB0027,1,豬眼筋
公克,BB0028,1,豬脆管
數顆,BC0001,250,貢丸
盒,BC0001,605,貢丸
粒,BC0001,150,貢丸
個,BC0001,1,貢丸
g,BC0001,1,貢丸
碗量,BC0001,230,貢丸
斤,BC0001,605,貢丸
顆,BC0001,150,貢丸
適量,BC0001,1,貢丸
酌量,BC0001,200,貢丸
公克,BC0001,1,貢丸
隨意,BC0001,1,貢丸
份,BC0001,15,貢丸
數個,BC0001,250,貢丸
小匙,BC0002,15,肉鬆
杯,BC0002,15,肉鬆
小碗,BC0002,230,肉鬆
大匙,BC0002,15,肉鬆
G,BC0002,1,肉鬆
g,BC0002,1,肉鬆
匙,BC0002,15,肉鬆
茶匙份量,BC0002,5,肉鬆
適量,BC0002,1,肉鬆
碗,BC0002,230,肉鬆
少許,BC0002,150,肉鬆
克,BC0002,1,肉鬆
大湯匙,BC0002,15,肉鬆
公克,BC0002,1,肉鬆
公克,BC0002,1,肉鬆
隨意,BC0002,1,肉鬆
酌量,BC0002,200,肉鬆
飯碗1大匙,BC0002,330,肉鬆
個,BC0002,1,肉鬆
公克,BC0003,1,肉角
適量,BC0004,1,鹹肉
公克,BC0004,1,鹹肉
少許,BC0004,150,鹹肉
g,BC0004,1,鹹肉
適量,BC0005,1,臘肉
塊,BC0005,455,臘肉
小塊,BC0005,200,臘肉
g,BC0005,1,臘肉
cm,BC0005,200,臘肉
杯,BC0005,15,臘肉
斤,BC0005,605,臘肉
碗,BC0005,230,臘肉
條,BC0005,605,臘肉
片,BC0005,1,臘肉
克,BC0005,1,臘肉
少許,BC0005,150,臘肉
克,BC0005,1,臘肉
月4日,BC0005,NA,臘肉
大匙,BC0005,15,臘肉
公克,BC0005,1,臘肉
數片,BC0005,150,臘肉
月1日,BC0005,NA,臘肉
片,BC0006,1,臘腸
g切片,BC0006,1,臘腸
g,BC0006,1,臘腸
跟,BC0006,200,臘腸
條,BC0006,605,臘腸
根,BC0006,5,臘腸
條,BC0006,605,臘腸
包,BC0006,200,臘腸
適量,BC0006,1,臘腸
克,BC0006,1,臘腸
少許,BC0006,150,臘腸
些許,BC0006,150,臘腸
pcs,BC0006,150,臘腸
杯,BC0006,15,臘腸
公克,BC0006,1,臘腸
份,BC0006,15,臘腸
支,BC0006,200,臘腸
公克,BC0007,1,肝腸
根,BC0007,5,肝腸
支,BC0007,200,肝腸
條,BC0007,605,肝腸
g,BC0007,1,肝腸
條,BC0008,605,辣腸
個,BC0009,1,香腸
條,BC0009,605,香腸
根,BC0009,5,香腸
節,BC0009,200,香腸
小根,BC0009,200,香腸
適量,BC0009,1,香腸
少許,BC0009,150,香腸
oz,BC0009,28,香腸
枝,BC0009,200,香腸
數個,BC0009,250,香腸
條切丁,BC0009,200,香腸
小條,BC0009,200,香腸
條,BC0009,605,香腸
公克,BC0009,1,香腸
份,BC0009,15,香腸
切片,BC0009,1,香腸
些,BC0009,150,香腸
盒,BC0009,605,香腸
支,BC0009,200,香腸
段,BC0009,200,香腸
磅,BC0009,455,香腸
大碗,BC0009,330,香腸
g,BC0009,1,香腸
包,BC0009,200,香腸
片,BC0009,1,香腸
些許,BC0009,150,香腸
酌量,BC0009,200,香腸
數條,BC0009,250,香腸
隨意,BC0009,1,香腸
條,BC0010,605,法蘭克福腸
公克,BC0011,1,義式肉腸
條,BC0011,605,義式肉腸
適量,BC0012,1,午餐肉
塊,BC0012,455,午餐肉
g,BC0012,1,午餐肉
罐,BC0012,5,午餐肉
罐,BC0012,5,午餐肉
片,BC0012,1,午餐肉
片,BC0012,1,午餐肉
片,BC0013,1,匈牙利辣腸
適量,BC0014,1,西班牙辣腸
些許,BC0014,150,西班牙辣腸
根,BC0014,5,西班牙辣腸
條,BC0014,605,西班牙辣腸
個,BC0015,1,起司腸
根,BC0015,5,起司腸
條,BC0015,605,起司腸
適量,BC0015,1,起司腸
數條,BC0015,250,起司腸
盒,BC0015,605,起司腸
大塊,BC0016,250,培根
g,BC0016,1,培根
包,BC0016,200,培根
條,BC0016,605,培根
tbsp,BC0016,15,培根
適量,BC0016,1,培根
少許,BC0016,150,培根
片,BC0016,1,培根
數片,BC0016,150,培根
個,BC0016,1,培根
條切丁,BC0016,200,培根
大匙,BC0016,15,培根
長片,BC0016,200,培根
分滿,BC0016,5,培根
條,BC0016,605,培根
枚,BC0016,200,培根
條撕碎,BC0016,200,培根
片200 g,BC0016,NA,培根
克,BC0016,1,培根
公克,BC0016,1,培根
份,BC0016,15,培根
條切末,BC0016,200,培根
片左右,BC0016,200,培根
大片,BC0016,250,培根
片切段,BC0016,200,培根
G,BC0016,1,培根
杯,BC0016,15,培根
pcs,BC0016,150,培根
大厚片,BC0016,200,培根
g 切大丁,BC0016,NA,培根
些,BC0016,150,培根
盒,BC0016,605,培根
大條,BC0016,250,培根
塊,BC0016,455,培根
g,BC0016,1,培根
長條,BC0016,250,培根
湯匙,BC0016,15,培根
條.,BC0016,200,培根
包,BC0016,200,培根
片,BC0016,1,培根
part,BC0016,NA,培根
小匙,BC0016,15,培根
數條,BC0016,250,培根
隨意,BC0016,1,培根
盒,BC0016,605,培根
又0.5片,BC0017,NA,火腿
小塊,BC0017,200,火腿
個,BC0017,1,火腿
包,BC0017,200,火腿
片切條,BC0017,200,火腿
塊100g,BC0017,NA,火腿
根,BC0017,5,火腿
適量,BC0017,1,火腿
少許,BC0017,150,火腿
片,BC0017,1,火腿
小片,BC0017,200,火腿
小包,BC0017,200,火腿
數片,BC0017,150,火腿
張蛋餅1片,BC0017,NA,火腿
把,BC0017,200,火腿
大匙,BC0017,15,火腿
少量,BC0017,150,火腿
小條,BC0017,200,火腿
條,BC0017,605,火腿
㏄,BC0017,1,火腿
克,BC0017,1,火腿
公克,BC0017,1,火腿
份,BC0017,15,火腿
根對切,BC0017,200,火腿
大片,BC0017,250,火腿
斤,BC0017,605,火腿
G,BC0017,1,火腿
罐,BC0017,5,火腿
片量,BC0017,200,火腿
米杯,BC0017,230,火腿
碗,BC0017,230,火腿
失g,BC0017,NA,火腿
些,BC0017,150,火腿
盒,BC0017,605,火腿
份,BC0017,15,火腿
小圓片,BC0017,150,火腿
杯,BC0017,15,火腿
塊,BC0017,455,火腿
片切丁,BC0017,200,火腿
g,BC0017,1,火腿
克,BC0017,1,火腿
包,BC0017,200,火腿
片,BC0017,1,火腿
匙,BC0017,15,火腿
些許,BC0017,150,火腿
酌量,BC0017,200,火腿
隨意,BC0017,1,火腿
湯匙,BC0017,15,火腿
片,BC0018,1,洋火腿
公克,BC0018,1,洋火腿
g,BC0018,1,洋火腿
大條,BC0019,250,熱狗
包,BC0019,200,熱狗
個,BC0019,1,熱狗
g,BC0019,1,熱狗
條,BC0019,605,熱狗
斤,BC0019,605,熱狗
根,BC0019,5,熱狗
根,BC0019,5,熱狗
小條,BC0019,200,熱狗
條,BC0019,605,熱狗
小根,BC0019,200,熱狗
適量,BC0019,1,熱狗
碗,BC0019,230,熱狗
隻,BC0019,605,熱狗
少許,BC0019,150,熱狗
人1條,BC0019,NA,熱狗
克,BC0019,1,熱狗
公克,BC0019,1,熱狗
份,BC0019,15,熱狗
片,BC0019,1,熱狗
支,BC0019,200,熱狗
公克,BC0020,1,膨皮
個,BC0020,1,膨皮
g,BC0020,1,膨皮
數顆,BC0021,250,肉丸
個,BC0021,1,肉丸
g,BC0021,1,肉丸
顆,BC0021,150,肉丸
適量,BC0021,1,肉丸
克,BC0021,1,肉丸
公克,BC0021,1,肉丸
小塊,CA0001,200,雞肉
kg,CA0001,1000,雞肉
杯,CA0001,15,雞肉
茶匙,CA0001,5,雞肉
月2日,CA0001,NA,雞肉
顆,CA0001,150,雞肉
公斤,CA0001,1000,雞肉
少許,CA0001,150,雞肉
分之1隻,CA0001,NA,雞肉
隻雞腿肉的份量,CA0001,250,雞肉
數片,CA0001,150,雞肉
副,CA0001,150,雞肉
g,CA0001,1,雞肉
把,CA0001,200,雞肉
隻,CA0001,605,雞肉
大匙,CA0001,15,雞肉
人份,CA0001,250,雞肉
少量,CA0001,150,雞肉
條,CA0001,605,雞肉
cc,CA0001,1,雞肉
㏄,CA0001,1,雞肉
克,CA0001,1,雞肉
月4日,CA0001,NA,雞肉
公克,CA0001,1,雞肉
份,CA0001,15,雞肉
塊1公斤,CA0001,1000,雞肉
g鹽胡椒調味,CA0001,NA,雞肉
G,CA0001,1,雞肉
碗量,CA0001,230,雞肉
手掌,CA0001,200,雞肉
隻雞腿量,CA0001,250,雞肉
斤,CA0001,605,雞肉
克,CA0001,1,雞肉
隻切塊,CA0001,300,雞肉
個,CA0001,1,雞肉
個腿排,CA0001,250,雞肉
元,CA0001,200,雞肉
些,CA0001,150,雞肉
盒,CA0001,605,雞肉
又0.5副,CA0001,NA,雞肉
支,CA0001,200,雞肉
適量,CA0001,1,雞肉
塊,CA0001,455,雞肉
大碗,CA0001,330,雞肉
g,CA0001,1,雞肉
碗,CA0001,230,雞肉
隻雞的分量,CA0001,400,雞肉
盤,CA0001,200,雞肉
包,CA0001,200,雞肉
片,CA0001,1,雞肉
匙,CA0001,15,雞肉
些許,CA0001,150,雞肉
酌量,CA0001,200,雞肉
隨意,CA0001,1,雞肉
雞,CA0001,150,雞肉
盒,CA0001,605,雞肉
量杯,CA0002,230,雞丁
塊,CA0002,455,雞丁
公公克,CA0002,1,雞丁
G,CA0002,1,雞丁
g,CA0002,1,雞丁
杯,CA0002,15,雞丁
公斤,CA0002,1000,雞丁
適量,CA0002,1,雞丁
碗,CA0002,230,雞丁
少許,CA0002,150,雞丁
元,CA0002,200,雞丁
克,CA0002,1,雞丁
大匙,CA0002,15,雞丁
公克,CA0002,1,雞丁
盒,CA0002,605,雞丁
付,CA0002,150,雞丁
適量,CA0003,1,雞柳
塊,CA0003,455,雞柳
g,CA0003,1,雞柳
g,CA0003,1,雞柳
人份,CA0003,250,雞柳
條,CA0003,605,雞柳
片,CA0003,1,雞柳
克,CA0003,1,雞柳
公克,CA0003,1,雞柳
盒,CA0003,605,雞柳
個,CA0003,1,雞柳
適量,CA0004,1,雞絞肉
磅,CA0004,455,雞絞肉
g,CA0004,1,雞絞肉
g,CA0004,1,雞絞肉
片,CA0004,1,雞絞肉
少許,CA0004,150,雞絞肉
克,CA0004,1,雞絞肉
公克,CA0004,1,雞絞肉
盒,CA0004,605,雞絞肉
杯,CA0005,15,雞蓉
小把,CA0005,200,雞蓉
小塊,CA0005,200,雞蓉
罐,CA0005,5,雞蓉
克,CA0005,1,雞蓉
公克,CA0005,1,雞蓉
公克,CA0005,1,雞蓉
份,CA0005,15,雞蓉
把,CA0006,200,雞肉絲
小碗,CA0006,230,雞肉絲
份,CA0006,15,雞肉絲
G,CA0006,1,雞肉絲
g,CA0006,1,雞肉絲
杯,CA0006,15,雞肉絲
盤,CA0006,200,雞肉絲
適量,CA0006,1,雞肉絲
碗,CA0006,230,雞肉絲
克,CA0006,1,雞肉絲
公克,CA0006,1,雞肉絲
隨意,CA0006,1,雞肉絲
盒,CA0006,605,雞肉絲
大塊,CA0007,250,雞胸肉
小塊,CA0007,200,雞胸肉
個,CA0007,1,雞胸肉
茶匙,CA0007,5,雞胸肉
顆,CA0007,150,雞胸肉
份1塊,CA0007,NA,雞胸肉
適量,CA0007,1,雞胸肉
少許,CA0007,150,雞胸肉
片,CA0007,1,雞胸肉
小片,CA0007,200,雞胸肉
枚,CA0007,200,雞胸肉
付,CA0007,150,雞胸肉
g,CA0007,1,雞胸肉
附,CA0007,150,雞胸肉
隻,CA0007,605,雞胸肉
大匙,CA0007,15,雞胸肉
人份,CA0007,250,雞胸肉
小盒,CA0007,300,雞胸肉
條,CA0007,605,雞胸肉
分1塊,CA0007,NA,雞胸肉
架,CA0007,200,雞胸肉
副,CA0007,150,雞胸肉
克,CA0007,1,雞胸肉
月4日,CA0007,NA,雞胸肉
公克,CA0007,1,雞胸肉
片200g,CA0007,NA,雞胸肉
份,CA0007,15,雞胸肉
個手掌大,CA0007,NA,雞胸肉
大片,CA0007,250,雞胸肉
塊,CA0007,455,雞胸肉
G,CA0007,1,雞胸肉
g 切片,CA0007,1,雞胸肉
斤,CA0007,605,雞胸肉
碗份量,CA0007,330,雞胸肉
碗,CA0007,230,雞胸肉
盒,CA0007,605,雞胸肉
支,CA0007,200,雞胸肉
杯,CA0007,15,雞胸肉
／2片,CA0007,NA,雞胸肉
塊,CA0007,455,雞胸肉
g,CA0007,1,雞胸肉
包,CA0007,200,雞胸肉
片,CA0007,1,雞胸肉
些許,CA0007,150,雞胸肉
隨意,CA0007,1,雞胸肉
片,CA0008,1,雞里肌肉
包,CA0008,200,雞里肌肉
份,CA0008,15,雞里肌肉
個,CA0008,1,雞里肌肉
g,CA0008,1,雞里肌肉
大塊,CA0008,250,雞里肌肉
小盒,CA0008,300,雞里肌肉
條,CA0008,605,雞里肌肉
小片,CA0008,200,雞里肌肉
適量,CA0008,1,雞里肌肉
塊,CA0008,455,雞里肌肉
克,CA0008,1,雞里肌肉
公克,CA0008,1,雞里肌肉
盒,CA0008,605,雞里肌肉
副,CA0008,150,雞里肌肉
小匙,CA0009,15,全雞
隻4斤,CA0009,NA,全雞
粒,CA0009,150,全雞
g,CA0009,1,全雞
塊左右,CA0009,200,全雞
只,CA0009,150,全雞
顆,CA0009,150,全雞
適量,CA0009,1,全雞
少許,CA0009,150,全雞
分之1,CA0009,150,全雞
片,CA0009,1,全雞
公克,CA0009,1,全雞
副,CA0009,150,全雞
個,CA0009,1,全雞
隻,CA0009,605,全雞
大匙,CA0009,15,全雞
杯,CA0009,15,全雞
人份,CA0009,250,全雞
支,CA0009,200,全雞
隻,CA0010,605,半雞
kg,CA0010,1000,半雞
斤,CA0010,605,半雞
份,CA0010,15,半雞
－500g,CA0010,NA,半雞
克,CA0010,1,半雞
盒,CA0010,605,半雞
片,CA0011,1,放山雞
公克,CA0011,1,放山雞
隻,CA0011,605,放山雞
盒,CA0011,605,放山雞
支,CA0011,200,放山雞
隻,CA0012,605,珠雞
克,CA0012,1,珠雞
g,CA0013,1,水雞
隻,CA0014,605,春雞
隻,CA0015,605,烏骨雞肉
g,CA0015,1,烏骨雞肉
只,CA0015,150,烏骨雞肉
顆,CA0015,150,烏骨雞肉
適量,CA0015,1,烏骨雞肉
隻切塊,CA0015,300,烏骨雞肉
克,CA0015,1,烏骨雞肉
公克,CA0015,1,烏骨雞肉
盒,CA0015,605,烏骨雞肉
支,CA0015,200,烏骨雞肉
隻,CA0016,605,雞腳
g,CA0016,1,雞腳
只,CA0016,150,雞腳
斤,CA0016,605,雞腳
數隻,CA0016,400,雞腳
包,CA0016,200,雞腳
㏄,CA0016,1,雞腳
克,CA0016,1,雞腳
公克,CA0016,1,雞腳
枝,CA0016,200,雞腳
盒,CA0016,605,雞腳
支,CA0016,200,雞腳
g,CA0017,1,雞腿
只,CA0017,150,雞腿
根,CA0017,5,雞腿
適量,CA0017,1,雞腿
大盒,CA0017,400,雞腿
大片,CA0017,250,雞腿
份280g,CA0017,NA,雞腿
整副,CA0017,250,雞腿
數個,CA0017,250,雞腿
盒,CA0017,605,雞腿
大匙,CA0017,15,雞腿
隻量,CA0017,300,雞腿
支,CA0017,200,雞腿
隻切小塊,CA0018,300,雞腿肉
又0.5片,CA0018,NA,雞腿肉
小塊,CA0018,200,雞腿肉
個,CA0018,1,雞腿肉
只,CA0018,150,雞腿肉
根,CA0018,5,雞腿肉
適量,CA0018,1,雞腿肉
少許,CA0018,150,雞腿肉
ｇ,CA0018,1,雞腿肉
公克,CA0018,1,雞腿肉
小片,CA0018,200,雞腿肉
枚,CA0018,200,雞腿肉
付,CA0018,150,雞腿肉
g,CA0018,1,雞腿肉
隻,CA0018,605,雞腿肉
隻量,CA0018,300,雞腿肉
人份,CA0018,250,雞腿肉
盒12塊,CA0018,NA,雞腿肉
副,CA0018,150,雞腿肉
克,CA0018,1,雞腿肉
支,CA0018,200,雞腿肉
份,CA0018,15,雞腿肉
隻,CA0018,605,雞腿肉
大片,CA0018,250,雞腿肉
塊,CA0018,455,雞腿肉
小支,CA0018,200,雞腿肉
G,CA0018,1,雞腿肉
隻剁開,CA0018,300,雞腿肉
斤,CA0018,605,雞腿肉
