食材名稱,同義詞
水蓮菜,野蓮仔
燻雞,燻雞肉
甜筒,甜筒杯
紹興梅,紹興梅
瓠瓜,瓠瓜
馬芬堡,義美馬芬堡
大麥,即溶麥片
司康,司康
植物油,葵花子油
蔬菜,當令時蔬
冷泡茶,焙香烏龍即品冷泡茶
蓮霧,連霧
茅根,茅草
香鬆,時蔬香鬆
胡椒粉,胡椒
韓國冷湯包,韓國冷湯包
帕馬森起司,Pizza Cheese
花生,蒜味去皮花生
梅菜,梅干菜
泡打粉,Baking Powder
土魠魚,馬鮫魚
五花豬肉片,五花肉片
夏威夷豆,夏威夷豆
裝飾糖粒,水晶彩虹糖粒
放山雞,放山雞
芋粿,芋粿
椰奶,椰漿
秋葵,咖啡黃葵
雞蛋,7-11白殼蛋
胡蘿蔔,甘筍
柿霜,柿霜
油菜,油菜
椰棗,椰棗乾
便當,素便當
荳蔻粉,豆蔻粉
亞答子,亞答子
味醂,味淋汁
巧克力,Dark Chocolate
火腿,火腿
梅醬,梅膏
奶油白醬,奶油白醬
蛇肉,蛇肉
蜂蜜,百花蜜
小卷,鮮小卷
起司,芝司樂
小麥啤酒,德國麥啤
預拌粉,克林姆粉
馬鈴薯,馬鈴藷泥
香菜,鹽須
起司,芝司樂原味起司
小羔羊排,羔羊小排
麻吉皮,麻吉皮
香柚皮,柚白皮
番薯,紫心地瓜
脆片,家樂氏無糖脆片
油,中油
米,十穀米
鴨胸,鴨胸
養樂多,養樂多
豆瓣醬,辣豆辦
羊起司,菲達羊起司
墨魚醬,墨魚醬
香草冰砂粉,香草冰砂粉
奧勒岡,俄立崗粉
罐裝蜜桃,罐頭蜜桃
興渠,阿虞
麥粉,硬質小麥粉
鴨胗,鴨胗
沙拉米,沙拉米
鯪魚,鯪魚肉
脆漿粉,酥漿粉
酸甜醬,泰式酸甜醬
皮蛋,皮蛋
豬舌,豬舌
起司,切片起司
蝦,活蝦
膏蟹,膏蟹
葡萄醋,義大利陳年酒醋
蘭花干,滷花干
改良劑,改良劑
玉米餅,玉米餅
酥球,酥球
檸檬,黃檸檬
二砂糖,二砂糖
玫瑰花茶,玫瑰花茶
貢丸,貢丸
豆漿,豆 漿
虎豆,虎斑豆
烏殼綠竹筍,烏腳綠竹筍
乾果,開心果仁
沙拉醬,生菜沙拉醬
豬里肌肉排,里肌小排
番茄汁,番茄汁
嘴邊肉,菊花肉
梅子汁,梅子汁
起司,起司絲
糖果,可愛糖果
鰻魚,黑鰻
蛤,蛤
車蝦,斑節蝦
高麗菜,高麗菜絲
中筋麵粉,中筋面粉
金針菇,毛柄金錢菌
糟滷,糟?
筊白筍,交白筍
雞蛋,蛋
納豆,納豆
九尾草,狗尾草頭
木糖醇,木糖醇
樹子,破布子醬
蒜,大蒜末
義大利燴海鮮調味汁,義大利燴海鮮調味汁
穀片,綜合穀粒
番茄,番茄
棒棒腿,雞脾仔
壽喜燒醬,壽喜燒醬
起司,乾起司
辣鮮露,辣鮮露
核桃,合桃
預拌粉,日本克林姆粉
豆薯,豆仔薯
鴨骨,鴨骨
豆胗,豆胗
小卷,小卷
銀龍抱白玉,銀龍抱白玉
巧克力,Chocobaby
綠豆芽,銀苗
魚漿,?漿
牛肩肉,牛嫩肩
醬油,醬油水
黃米,黃米
魚醬,魚醬
穀片,SpecialK香脆麥米片原味
橘子,蜜柑切丁
火腿,帕瑪生火腿
知母,知母
蜜豆奶,蜜豆奶
優格,Yogurt
帕馬森起司,帕馬森起司條
秋葵,黃秋葵
香蕉,北蕉
太白粉,薯粉
食用菊,食用菊
甘草,乾草
赤宗魚,赤?
氣泡酒,冰火汽泡酒
大麥,原味喜瑞兒
米,大米
開心果,開心顆
醬油膏,金蘭油膏
火鍋料,桂冠蛋餃
Oreo餅乾,OREO碎餅
香草精,vanilla extract
金梭魚,金梭魚
吻仔魚,吻魚
九層塔,乾燥蘿勒葉
榛果,烤好榛果
桑葉,乾桑葉
梅醬,梅林醬
酸辣醬,泰式酸辣沾醬
薤,蕗蕎
港式波蘿包,港式波蘿包
蔥,葉蔥
壽喜醬,壽喜醬
京醬牛肉炒醬,京醬
香菜,香菜莖末
凱薩醬,凱薩沙拉醬
油包,油包
雞屎藤,雞屎藤
珠螺,珠螺
雞翅,三節翅
葡萄酒,甜葡萄酒
雞腳,鳳爪
珍珠菇,滑子蘑
泡打粉,炮打粉
綠金針,青金針
龍眼乾,龍眼乾
玉米油,栗米油
麝香草,白里香
蛋液,蛋液
梅子汁,梅漬
當歸羊肉藥包,當歸羊肉藥包
藍起司,藍起司
蔥,蔥切末
波士頓萵苣,奶油生菜
茉莉花茶,茉莉香片
飯,白米飯
菠菜,嫩菠菜
玫瑰花茶粉,玫瑰花茶粉
南瓜,南瓜片
隔夜飯,隔夜剩飯
糖果,綠色圓形軟/硬糖
蟹腳,蟹角肉
巧克力粉,巧克力粉
黃豆粉,黃豆粉
咖哩,咖喱粉
麥粉,粗磨小麥粉
菜薊,朝鮮薊心
龍眼,亞荔枝
芋泥,芋泥餡料
綿花糖,棉花糖
辣椒醬,泰式辣椒醬
起司,乾酪
薑,將絲
卡士達醬,卡士達餡
十全藥包,十全中藥包
山藥,白山藥丁
三七,金不換
丁香魚,灰海荷溫
美祿,Milo
綠竹筍,四季筍
豆瓣菜,水田芥
蝦,大蝦皇
裝飾糖粒,裝飾用糖霜
小黃瓜,小黃瓜片
蒔蘿,蒔蘿dill
牛雜,牛雜
裝飾糖粒,聖誕節裝飾彩糖
韭菜花,韭菜花
抹茶粉,抹搽粉
葉子,葉子
哈密瓜,甜瓜
葡萄柚,葡萄柚
黃鰭鯛,赤翅仔
菁菜,菁菜
莓果乾,小紅莓乾
優格,原味優格
豇豆,長 豆
歐防風,歐防風
小黃瓜,醃製的小黃瓜汁
烤肉醬,巴比烤醬
蝦米,冬蝦
卡士達粉,卡士達粉
菜豆,豆子段
肝腸,肝腸
燒酒,韓國燒酒
塔皮,現成甜派底皮
大心芥菜,大心芥菜
殼魚,殼魚
豆瓣醬,辣豆瓣
魚乾,魚乾
酪漿,白脫牛奶
忘憂草,忘憂草
豬胛心肉,?脖子肉
牛五花肉,牛五花
透抽,透抽身
義大利麵,義大利麵
牛筋,牛筋
冷凍蔬菜,綜合蔬菜配料
菜心,嫩莖萵苣
醬鼓,醬鼓
紫蘇,紫蘇
萊姆,萊姆
手指餅乾,指形餅乾
海鹽,RDF禾法頌蓋朗德鹽之花
串燒醬,串燒醬
糖粉,糖粉
燒賣皮,大白皮
紅槽魚,紅槽魚
白腰豆,白腎豆
饅頭,無糖白饅頭
小黃魚,小黃魚
鰻魚,燒鰻
怪味醬,怪味醬
香樁,香椿芽
銀絲卷,銀絲卷
青龍辣椒,青龍椒
黑木耳,黑木耳
鷹嘴豆,鷹嘴豆
腓力牛排,腓力牛排
羊腿,羊小腿
韓國年糕,韓式年糕條
刺山柑,刺山柑
椒鹽,鹽椒粉
通心粉,通粉
南瓜,南瓜果肉
菜脯,菜脯
肯瓊粉,肯瓊香料粉
麻竹筍,麻竹筍
紫洋蔥,紫蔥
甜椒,彩椒切丁
手指餅乾,海綿手指餅乾
布利乳酪,布利Brie乾酪
芡汁,芡汁
銅鑼燒,銅鑼燒
花椰菜,菜花
飯團,三角飯糰
高湯,高湯罐
香柚皮,香柚果皮
魚油,鮮搾鮭魚油
海鹽,頂級鹽之花
荔枝,離枝?
艾草,艾草
黃色色素,黃色5號食用色素
剉冰,剉冰
油,一般食用油
龍葵,牛酸漿
糖醋魚塊,糖醋魚
滷汁,魯汁
檸檬汁,檸矇汁
烏醋,烏醋
拌飯粉,綠色拌飯粉
蒔蘿,蒔蘿子
芋頭,竽頭
蛤,去殼蛤仔
英國伍斯塔醬,英國伍斯塔醬
鮭魚卵,鮭魚卵
樹子,甘樹子
目孔魚,目孔魚
破布子湯汁,破布子汁
A1醬,A1醬
酒粕鰈鱈,酒粕鰈鱈
雞胗,雞盹
泡麵,出前一丁
金針菇,金針菇
魚肉,魚條
山芹菜,鴨兒芹
香鬆,香鬆
菠菜,紅根菜
奶酪,無鹽奶酪
XO醬,台式OX醬
金針花,金針菜
月桂葉,葉桂葉
加州李,加州李
薄荷葉,薄荷葉
醋栗,黑加侖
烹大師堅魚風味,烹大師鰹魚風味
麥粉,高芯高筋
砂糖,貳號砂糖
紅豆餡,紅豆沙
麒麟七星斑,麒麟七星斑
沙薑,沙薑
紅棗,紅棗
蛋黃,大雞蛋黃
莓醬,手作草莓醬
清酒,月桂冠
蔘茶包,花旗蔘茶包
二砂糖,二級紗糖
榛果,烤熟榛果
香蕉,香　蕉
紅蔥頭,紅蔥
黑輪,黑輪條
凱薩醬,凱薩醬
肉桂,桂皮
七彩烘蛋,七彩烘蛋
螃蟹,沙母
雞腿,雞上腿
牛奶,光泉低脂鮮乳
牛奶,全脂鮮奶
金美人仙女貝罐頭,金美人仙女貝罐頭
八寶粥,八寶粥豆子
廣式沾醬,廣式沾醬
冰皮粉,雪粉
剩菜,餐剩餘的菜餚
蕎麥,藜麥飯
蝦,蝦
花生,去皮原味花生
蜜柑原汁,蜜柑原汁
豬梅花肉,豬梅花肉
巴蘭葉汁,巴蘭葉汁
黃耆,黃?
甜豌豆,甜豌豆
味噌,辣味增醬
大芥菜,辣油菜
半雞,半雞切塊
羊肉爐,羊肉爐
豬小肚,豬小肚
茶葉,茶葉
四神湯,四神藥帖
帕馬森起司,Pizza cheese
蕎麥麵,蕎麥麵
豬絞肉,半肥瘦肉碎
沙薑,三藾
梅菜,鹽菜
豬蹄筋,長筋
法棍切片,法棍切片
瓠瓜,蒲仔
甜椒,紅黃彩椒
芝麻醬,麻醬
格呂耶爾起司,格呂耶爾芝士
焗烤起司,焗烤起司
馬茲拉起司,Mozzarella
果乾,裝飾果乾
桃山奶黃餡,巴巴露餡
伍仔魚,吳仔魚
鼠麴草,乾鼠麴草
瑪斯卡彭起司,馬士卡彭起司
麥片,Special K麥片
砂糖,白色細砂
香菜,芫妥子粉
澄粉,橙面
鬆餅,比利時原味鬆餅
香樁,大紅椿樹
砂糖,細白砂
香菇,埔里香菇
苦瓜,珍珠苦瓜
亞麻籽,亞麻籽粉
冬粉,粉絲
羅勒子,山粉圓
全雞,帶骨雞
花生,熟花生碎
吉利丁　,明膠
西瓜子,西瓜子
玉米粉,急凍有機粟米粒
帕馬森起司,帕瑪森芝士粉
隔夜飯,隔夜飯
西葫蘆,翠玉瓜
果泥,果泥
甜椒,紅 椒
脆漿粉,油炸粉
豆花,水煮豆
穀片,Special K原味麥米片
西瓜,西瓜皮
酸豆,羅旺子葉
紅色墨西哥豆罐頭,紅色墨西哥豆罐頭
海苔,海苔
雞丁,雞肉丁
墨魚醬,純墨魚醬
香蕉,香蕉
香菇,香蕈
沙嗲粉,沙嗲粉
麵包粉,麵包粉
炸雞翅,美式炸雞翅
人參果,人參果
菌菇,蕈菇
素蛋黃,金酪仁
辣椒,青辣椒
黨參,黨參
豬油,白板油塊
巴西里,洋芫荽
梅泥,梅泥
葵花芽,葵花芽
凱薩醬,凱撒脆綠鮮沙拉醬
米,五榖米
冬陰功,冬蔭公醬
亞麻籽,亞麻籽仁
腐皮,腐竹
蛋白,蛋清
竹碳粉,竹碳粉
拉麵,抻麵
天婦羅沾醬,天婦羅沾醬
鯛魚,鯛魚
蔥,蔥白切小丁
鮮味粉,鮮味粉
鵪鶉蛋,鳥蛋
海蟹,梭子蟹
雞湯罐頭,雞湯罐頭
稜角絲瓜,澎湖絲瓜
小茴香,小回香籽
青木瓜,青木瓜
石斑魚,石班
穀片,家樂氏Special K麥米片
話梅,煮飯梅
大阪燒料理包,大阪燒料理包
厥子,厥子
鱉,鱉
綠捲鬚,綠捲鬚生菜
雞醬,雞醬
白拌醬,白拌醬
義式肉腸,義大利肉腸
十全藥包,十全大補帖
海參,海蔘
小番茄,聖女小番茄
預拌粉,黃金起司球預拌粉
太和湯,太和湯
琴酒,龐貝藍鑽琴酒
雞肉鬆,雞肉酥
醋,醋
杏仁,杏粉
裝飾糖粒,虹彩糖粒
甜菜,根菾菜
脆梅,醋梅
孟宗竹筍,貌頭竹
落葵,皇宮菜
脆漿粉,起酥粉
芝麻菜,火箭生菜
起司粉,Cheese粉
豆沙餅,白豆沙餅
味噌,味增
梅子汁,老梅汁
油蔥萬用醬,油蔥醬
醬瓜,黑瓜
胡蘿蔔,胡蘿蔔絲
美乃滋,美乃資
蔬菜,燙蔬菜
板藍根,板藍根
蛋包飯,蛋包飯
出汁,出汁
脆漿粉,炸酥粉
水,燙水
肩胛小排,無骨肩小排
蔗糖,庶糖
番薯,熟地瓜
香辣粉,韓國辣粉
甜椒,彩色椒
豬絞肉,豬繳肉
螃蟹,活蟹
起司,切片乾酪
箭竹筍,雲筍
焦糖醬,焦糖漿
綜合丸,綜合丸
大麥,青的農場-麥片
茶葉,茶葉梗
紅茶,皇家伯爵茶
百草粉,百草粉
竹炭粉,竹炭粉
奶油,淡忌廉
酸辣湯包,酸辣湯罐頭
雞米花,辣味雞球
甜菜汁,有機甜菜汁
小蘇打粉,小蘇打粉
素炒手,素炒手
蛤,蛤粒
鮪魚,罐裝鮪魚
粉圓,熟粉圓
烤肉醬,BBQ沾醬
日本油菜,日本油菜
迷迭香,新鮮迷跌香
沙茶醬,沙茶油
真姬菇,蟹味菇
牛排,薄片牛排肉
青椒,椒絲
茄子,長茄
螺絲粉,螺絲粉
瑪斯卡彭起司,馬斯卡彭Moscarpone
冬陰功,冬蔭功醬
筍,荀片
魚湯,魚煨湯
螺肉,螺肉
假人蔘,水人參
西洋參,花旗參
豉汁,豉汁
牛奶,白脫奶
威士忌,威士忌酒
鮑魚菇,粉紅鮑魚菇
大頭菜,大頭菜
蔬果粉,蔬果粉
奶昔,Niji’s Diet日機纖果奶昔
蕃茄醬,茄膏
蔥,綠蔥
饅頭,奶香小饅頭
起司,乿酪絲
甘納許,甘納許
胡蘿蔔,紅蘿蔔片
通心粉,通心麵
鮑魚菇,粗皮側耳
青杞,青杞
香鬆,味島香鬆
枸杞,goji berry
蛋白粉,純蛋白粉
酸奶油,淡酸奶
雪裡紅,雪菜葉碎
青花椰苗,青花芽
炒蛋,炒蛋
泡打粉,烤粉
落葵,藤葵
莓醬,草莓醬汁
核桃,合桃碎
烏醋,黑醋
脆酥粉,脆酥粉
釋迦,鳳梨釋迦
肉汁,肉汁
黃耆,北蓍
小番茄,車尼茄
虱目魚,虱目魚肚
米,高纖米
水果,當令鮮果
黑醬,黑醬
奧勒岡,乾燥牛至
菠菜,小波菜
粉圓,波霸
手指餅乾,義大利手指餅乾
菠菜飯,菠菜飯
香瓜,香瓜
龍利魚,龍利魚
虎掌,虎掌
胡椒粉,胡 椒 粉
薤,烏來珠蔥
鹹鴨蛋,鹹鴨蛋
紅豆,紅豆
火腿,煙薰火腿塊
脆梅,醃漬紅梅
泡芙,義美小泡芙
玫瑰花粉,玫瑰花粉
比目魚,板魚
春捲醬,越南春捲醬
牛菲力,牛柳
馬茲拉起司,馬茲瑞拉起司
雞胸肉,大成雞清胸肉
尼斯醬,尼斯醬
牛後腿肉,牛後腿肉
豬絞肉,肉末
金粉,食用金箔
洛神醬,落神花果醬
椰粉,椰香粉
蔬菜泥,蔬菜泥
白鳳菜,臺灣土三七
小麥,小麥
醉雞汁,醉雞汁
蝦,白蝦
酒,白酒
龍腸,曼波魚腸
柚子,西施蜜柚
荳蔻粉,肉荳蔻粉
地黃,地黃
豬母菜,酸莧
土司,去邊土司
小茴香,小茴
桂花烏龍茶湯,桂花烏龍茶湯
南瓜子,南瓜子
柳松菇,茶樹菇
四神湯,四神料
豬油,豬肥油
貝果,培果
脆梅,好運梅
白菇,精靈菇
梅花肉片,豬腩片
阿摩尼亞,阿摩尼亞粉
特製醬料,特製醬料
涼糕,小倉涼糕
雞蛋,機蛋
豇豆,長豆角
丸久小山園抹茶,丸久小山園抹茶
臘腸,潤腸
蔥,香蔥碎
小卷,鎖管
醬瓜,醃醬瓜
蘭花干,蘭花干
紫高麗菜,紫洋白菜
薑,薑片
茄苳,茄苳葉
烤鴨醬,烤鴨炒料
蘿蔓萵苣,羅美心生菜
植物油,菜籽油
蔓越莓,小紅莓
杏仁豆腐丁,杏仁豆腐丁
粉蒸肉粉,蒸肉粉
田雞,田雞
梗米,壽司米
藥燉湯頭,藥燉湯頭
味增醬,韓式辣味噌醬
廈門炒米粉,廈門炒米粉
碳酸氫鈉,baking soda
雞翅,雞全翅
氣泡酒,氣泡香檳
糖漬橙片,糖漬橙片
紫菜湯包,紫菜湯包
筍,乾荀絲
白蘿蔔,大根
醬瓜,醃瓜仔脯
蔥,細蔥綠
芒果,蓮花芒果
麻婆豆腐,麻婆豆腐
橘子,日本蜜柑
五穀饅頭,五穀饅頭
蝦皮,白色小蝦皮
苦茶油,苦茶油
栗子,栗子粒
三色蔬菜,冷凍三疏
焦糖,鹹味焦糖
核桃,核果
番薯,甘藷泥
薤,辣韭
三杯醬,肉類用三杯醬
黃魚,黃魚
雞腿菇,雞腿蘑菇
三角仔,金錢仔
牛五花肉,牛培根
雞腿菇,雞腿菇
甜粽,甜粽
蘆筍,家福白蘆筍
鰤魚,青甘魚
海蜇皮,海蜇皮
葵果泰式打拋調理包,葵果泰式打拋調理包
水果,果子
豬里肌,豬腰內肉
太白粉,生粉
﻿牛肉,牛肉
硫酸鋁納,燒明礬
菜脯,碎菜圃
月桂葉,玉桂葉
佛甲草,半支連
火鍋料,全聯好菜便利包
梗米,池上米
控肉,五花控肉
水蓮菜,捲瓣莕菜
義大利麵,麵餃
芋圓,芋圓
洋蔥,洋蔥丁
當歸,當歸葉
竹輪,吉古拉
羊奶頭,羊奶頭
醬油,日本醬油
膽肝,膽肝
Oreo餅乾,OREO 碎餅
櫻花,鹽漬櫻花
香菜,香菜葉
牛奶,牛乳
蛋白,雞蛋清
巴西里,蕃茜
香菜根,芫茜莖
牛腸,牛腸
香瓜汁,香瓜汁
馬蹄粉,馬蹄粉
吉利T,吉利T膠
橘子,長果金柑
隔夜飯,剩飯
牛腱,牛腱
綠豆粉,綠豆粉皮
茵蔯蒿,茵蔯蒿
牛腩,牛腩
胡蘿蔔,紅蘿菠末
康寶濃湯,康寶湯包
香菜,芫茜粉
肝連肉,隔間肉
可可豆,可可子
菊花茶包,菊花茶包
奧勒岡,奧立岡葉
仙草雞,仙草雞
醬瓜,大茂脆瓜
紅潤釀,紅潤釀
土司,吐司
胛心排,甲排
蘇打水,無糖蘇打水
酸辣羹湯,康寶酸辣濃湯
蔬菜麵,蔬菜麵
地瓜圓,熟地瓜圓
烤肉片,烤肉片
油,五珍寶
香蒜粉,蒜香粉
美國西南方風味香料粉,美國西南方風味香料粉
花生,碎花生粒
全雞,土雞
起司粉,芝士粉
大麥,granola麥片
覆盆子,蛇莓
豬梅花肉,梅肉
奶粉,奶粉
拌飯料,扮飯粉
草莓,草莓
葡萄酒,紅酒
胡椒粉,黑胡椒粉
水針魚,針魚
胡椒粉,黑胡椒粒
麻油,黑麻油
醬瓜,條瓜
楊莓,楊莓
砂糖,糖霜粉
小白菜,青菜
蛋炒飯,蛋炒飯
素方餅,素方餅
薏米,薏米
落葵,天葵
莫佐瑞拉起司,磨佐拉起司
美生菜,生菜葉
奶精,奶精
叻沙醬,叻沙醬
辣油,辣油
豬梅花肉,前腿肉
洋菜粉,洋菜粉
酸黃瓜,甜碎瓜
燒鴨,烤鴨肉
杏鮑菇,小朵杏包菇
白蘭地,白蘭地酒
火鍋沾料,火鍋沾料
芥藍菜,綠葉甘藍
臘肉,臘肉
方糖,翻糖
米粉,白糯米
墨西哥香料,墨西哥香料
丁香魚,寮仔魚
伏特加,伏特加酒
優酪乳,優酪乳
芋圓,熟芋圓
杏鮑菇,杏胞菇
萊豆,萊豆
黑醬,韓國黑豆醬
白鶴靈芝,白鶴靈芝
海綿蛋糕,海綿蛋糕
咖哩醬,咖哩醬
土芹菜,芹菜管
大紅袍,大紅袍
櫻桃,紅櫻桃
小番茄,聖女果
墨西哥香料,墨西哥香料粉
醬瓜,醃瓜
高筋麵粉,高筋緬粉
蟳,蟳
夏威夷豆,澳洲果仁
甘露子,地露
蛤蜊湯塊,蛤蜊湯塊
馬卡龍餅,馬卡龍餅
螃蟹,蟹
在來米粉,水磨在來粉
函館荒鮭,函館荒鮭
蒜花生碎,蒜味花生碎
豬牛混和肉餅,豬牛混和肉餅
諾鈣 C,諾鈣 C
甜椒,小彩椒
花椰菜,綠花菜
紅茶,紅茶水
綠豆,青小豆
胡椒粉,粗黑糊椒粉
油揚,福袋油揚
檸檬,檸檬
桂花糖,醃漬桂花糖
豬骨,豬大骨
臭草,臭艾
二層肉,二層肉
魚板,魚版
牛奶,鮮奶
披薩皮,雙層夾心餅皮
栗子菇,栗子菇
氣泡水,汽泡水
魚肉,魚片
起司腸,芝士腸
烹大師堅魚風味,烹大師堅魚風味
海珊瑚,鹽草
菊花南瓜,菊花南瓜
Oreo餅乾,OREO餅乾屑
馬郁蘭,馬郁蘭
牛腩醬,義大利式牛楠醬
牧師米,宜蘭有機牧師之米
金銀菜,銀菜
山芹菜,水芹
廣東油雞淋醬,廣東油雞淋醬
豆瓣菜,水芥
戚風蛋糕,戚風蛋糕
烤肉醬,烤肉沾醬
水果茶,水果茶
仙草,涼粉
豬肉片,豬肉薄片
辣椒粉,Cayenne
調味蔬菜,調味蔬菜
枯梗,枯梗
沙拉筍塊,沙拉筍塊
馬茲拉起司,馬斯卡澎起司
莧菜,三色莧
麥片,special 麥片
假人蔘,參草
紅醬,義式茄汁醬
麥粉,麥粉
油,熱油
乾葛,乾葛
紅色色素,紅色色素
西瓜,西瓜
哈密瓜,雪瓜
酵母粉,快發酵母粉
雷公草,雷公草
鰻魚,鰻魚罐頭
火鍋料,長型火鍋餃
油,食用油
紅醬,Classico紅醬
蔬菜粉,有機尼諾蔬菜調味粉
魚肉,白肉魚排去皮去骨
石膏粉,熟石膏
鴨胸,鴨菲力
辣椒醬,剁椒
炸醬,沙茶炸醬
果凍液,果凍液
君橙酒,君橙酒
杏鮑菇,鮑姑
帕馬森起司,帕瑪乾酪
沙薑,三奈
塔塔醬,塔塔醬
水鴨,水鴨
紅鳳菜,紅菜
九層塔,Basi
牛排,澳洲牛排肉
雞腿肉,仿仔雞腿去骨
甜椒,紅甜彩椒
鴨心,鴨心
乳瑪琳,瑪其琳
過溝菜,蕨山貓
胡椒粉,粗黑楜椒粉
大青葉,大青葉
冰魚,南極蝦魚
杏桃醬,杏桃醬
塔皮,鹹派皮
素筋,素筋
薤,野蒜
榛果,碎榛果
醬瓜,瓜仔肉
印度香料,印度香料 Masala
金眼鯛,無刺紅皮刀魚肉
魚板,蒲鉾
素筋,辣味素筋
含殼草,雷公根
霸王花,霸王花
蛤蜊湯,蛤蜊湯
玫瑰花,食用玫瑰花辦
芹菜,香根芹
蜜餞,台東金鑽洛神蜜餞
東方美人茶,白毫烏龍
魚菲力,魚菲力
HP醬,HP醬
槐花,槐花
粉紅甜心菇,粉紅甜心菇
鮮味露,美極鮮味露
咖啡豆,哥羅比亞娜玲瓏
起司,現磨起司
肉燥,肉臊
藤心,藤心
濃縮乳酸飲料,濃縮乳酸飲料
龍鬚菜,梨瓜苗
九層塔,蘿勒
蒜苗,新鮮嫩蒜葉
燻肉,燻肉片
冰梅,無籽冰梅肉
葛粉,葛粉
瑞可達起司,Ricotta 起司
烏梅汁,Q梅汁
麥芽,土麥芽
綠豆,青豆子
桃子,油桃
麻竹筍,瓦坭竹
銅鑼燒粉,銅鑼燒粉
BB醬,B.B醬
混合菇,野菇
酒杯菇,酒杯菇
A菜,萵仔菜
粥,稀飯
米漿粉,米漿粉
薯餅,星星薯餅
甜椒,有機彩色大辣椒
起司,TASTY 起司
香菜,莞荽
甜辣醬,甜辣醬
杏鮑菇,杏孢菇
茵蔯蒿,茵陳
黑芝麻交切片,京兆尹黑交切片
甜椒,彩椒碎
奧勒岡,俄勒岡葉
魷魚,柔魚
三色蔬菜,冷凍混合豆
瑞可達起司,里考塔乾酪
豬大腸頭,大腸頭
色素,食用色素不同顏色
黑棗,棗乾
花果香料醬,花果香料醬
雞米花,椰子雞球
菌菇,菌菇
玉竹,節地
三色蔬菜,冷凍蔬菜三色豆
燉牛肉,燉牛肉
英國伍斯塔醬,英國烏斯塔醬
龍鳳果,龍鳳果
薑,薑切片
麵包粉,雜糧預拌粉
辛奇醬,品高 韓式辛奇醬
法國麵粉,T55法國粉
蘇打餅,蘇打餅乾
米,美國長米
班尼迪克蛋,水波蛋
柴魚粉,柴魚絲
荳蔻脆捲,荳蔻脆捲
瑪斯卡彭起司,馬士卡朋起司
曇花,曇花
角椒,長椒
透抽,中卷片
巧克力米,巧克力米
車輪卷,車輪卷
桃膠,桃膠
椰糖,椰糖塊
雞酒,麻油雞湯
蛤蜊湯,蛤蜊湯汁
手指餅乾,市售手指餅乾
薯餅,冷凍薯餅
白蘭地,干邑
紫蘇,赤蘇
海菜,海茄子
米苔目,涼粉條
馬茲拉起司,Mascarpone 起司
麻辣鍋底,麻辣鍋湯汁
蒜味鹹酥雞,蒜味鹹酥雞
辣椒,辣椒段
豬骨,骨盆骨
豬肉片,火鍋白肉片
火炭母草,火炭母草
陳皮,廣陳皮
西洋菊苣,西洋菊苣
杏鮑菇,杏苞菇
牛絞肉,牛丸漿
蒜,香料共和國 蒜粒
食鹽,砂鹽
咖喱醬,咖喱醬
芥蘭菜,芥蘭花
落葵,軟筋菜
砂糖,白細砂
砂糖,軟式糖霜
微酵多醣醋,微酵多醣醋
魯肉罐頭,滷肉罐頭
醬瓜,福松陰瓜
雞胸肉,雞清肉
甜椒,去籽乾紅椒
樹子,樹子
薑,生薑片
核桃,烘烤過的核果類
龍眼乾,b. 桂圓乾
醬油,龜甲萬-料亭和露
馬鞭草,馬鞭草
豆瓣醬,韓式豆辦醬
葛根,葛根
可樂果,mini可樂果
柿子,牛心柿
酵母粉,乾酵母
紅魚,紅雞仔
花生醬,花生顆粒醬
胡椒粉,黑糊椒粒
菠菜,菠菜葉
土芹菜,土芹菜
豇豆,長豆
楊桃,楊桃
豆瓣醬,麻辣豆辦醬
桂枝,桂蒂
蘋果醬,香料蘋果醬
台畜歐式冷蹄,台畜歐式冷蹄
巧克力,巧可力塊
白芝麻,白芝麻粒
花蟹蚶,花蚧蚶
烏梅汁,烏梅汁
冷凍蔬菜,冷涷蔬菜
花果茶酒汁,花果茶酒汁
煙燻料,醃燻料
月桂葉,Bay leaf
紅色色素,粉紅色食用色素
小羔羊排,法式羔羊排
芡實,雞頭蓮
空心菜,蕹菜
羊排,澳洲羊排
烤肉醬,金蘭烤醬
太白粉,日本太粉
寒天,寒天條
清湯,清香湯底
雞精粉,雞晶粉
厚蛋燒,厚蛋燒
凱薩醬,脆綠鮮
沙蟹,沙蟹身
豬小肚,小肚
枸杞,枸杞
醬油膏,甜口油膏
牛肩肉,牛肩排
Oreo餅乾,Oreos餅乾
蜜豆,蜜大豆
小蘇打粉,小蘇打
貝爾佩斯起司,貝爾佩斯乾酪
素當歸湯,素當歸湯
滷汁,萬用魯包
玉竹,西竹
泰式涼拌海鮮總匯,泰式涼拌海鮮總匯
砂糖,特級細砂
椒鹽,黑楜椒鹽
過溝菜,蕨貓
榛果,榛果果露
翼豆,四面豆
白表,豬背脂肪
豬肋排,肋條肉
調味蔬菜,Mirepoix
酸辣羹湯,康寶港式酸辣濃湯
冷泡茶,冷泡茶
味噌,味曾醬
黃金炒飯,黃金炒飯
肝連肉,橫隔肌
三角仔,三角魚
水雞,水雞
胡蘿蔔,黃蘿蔔
庫司庫司,庫司庫司
椒鹽,香料共和國~原味椒鹽
金品比薩,金品比薩
蝦片,蝦片
燻肉,煙燻肉
泡打粉,雙重發粉
橄欖油,橄覽油
