AA0001,1.489867208
AA0002,2.626481482
AA0003,3
AA0004,3
AA0005,4.18
AA0006,2.4
AA0007,3
AA0008,3.42
AA0009,1
AA0010,2.57
AA0011,3.886666667
AA0012,4
AA0013,2.166666667
AA0014,2.98
AA0015,2.639313906
AA0016,1.33
AA0017,2.009166667
AA0018,2.98
AA0019,1.315
AA0020,1.734747475
AA0021,3.3
AA0022,3.66
AA0023,3.66
AA0024,1.15
AB0001,1.17
AB0002,2.580645161
AB0003,1.5
AB0004,1.96
AB0005,1.216507937
AB0006,1.548147541
AB0007,2
AB0008,1.225
AB0009,0.9388954635
AB0010,8.954444444
AB0011,6.93
AB0012,8.954444444
AC0001,0.96
AC0002,1.713383838
BA0001,3.668633561
BA0002,7.053333333
BA0003,2.53
BA0004,1.755
BA0005,1.755
BA0006,1.755
BA0007,2.549761905
BA0008,1.876666667
BA0009,1.876666667
BA0010,3.294413919
BA0011,3.294413919
BA0012,1.4
BA0013,3.355
BA0014,3.355
BA0015,1.981428571
BA0016,1.981428571
BA0017,2.86993295
BA0018,2.86993295
BA0019,1.87
BA0020,1.87
BA0021,5.9
BA0022,2
BA0023,1.87
BA0024,2
BA0025,3.9
BA0026,3.9
BA0027,3.45
BA0028,3.459904762
BA0029,1.993362901
BA0030,2.23
BA0031,3.694468992
BA0032,1.55
BA0033,1.4
BA0034,2.53
BB0001,1.59
BB0002,1.56
BB0003,2.62
BB0004,3.5175
BB0005,3.63
BB0006,2
BB0007,8.9
BB0008,8.9
BB0009,8.9
BB0010,2.124691358
BB0011,1.288467041
BB0012,1.19
BB0013,2.370987654
BB0014,1.279015152
BB0015,0.3395484237
BB0016,4.644049016
BB0017,0.8771958763
BB0018,1.4450297
BB0019,2.09
BB0020,2.09
BB0021,1.32
BB0022,2.13
BB0023,2.13
BB0024,2.13
BB0025,2.25
BB0026,2.13
BB0027,1.56
BB0028,2.13
BC0001,1.699501401
BC0002,3.822222222
BC0003,3.822222
BC0004,3.883333333
BC0005,3.834126984
BC0006,5.84
BC0007,3.44
BC0008,3.44
BC0009,3.44
BC0010,3.44
BC0011,3.44
BC0012,2.358125
BC0013,3.44
BC0014,3.44
BC0015,3.28
BC0016,3.09
BC0017,2.170289649
BC0018,2.433333333
BC0019,2.673428571
BC0020,3.444
BC0021,5
CA0001,2.0925
CA0002,1.0375
CA0003,1.0375
CA0004,1.0375
CA0005,1.0375
CA0006,1.0375
CA0007,3.470559678
CA0008,1.416666667
CA0009,2.32
CA0010,2
CA0011,2
CA0012,2
CA0013,2
CA0014,2.26
CA0015,1.494166667
CA0016,2.28
CA0017,1.425
CA0018,2.077777778
CA0019,2.077777778
CA0020,1.42
CA0021,3.071058773
CA0022,4.5
CA0023,4.127444444
CB0001,1.288594771
CB0002,0.7345739645
CB0003,0.76425
CB0004,2
CB0005,8.92962963
CB0006,1
CB0007,2.424242424
CB0008,0.49
CB0009,1
DA0001,1.702793327
DA0002,1.759
DA0003,2
DA0004,2
DA0005,2.352941177
DA0006,2.15
DA0007,2
DA0008,2
DA0009,1.913333333
DA0010,2.03
DA0011,2
DA0012,0.87
DB0001,2
DB0002,2
DB0003,2
DB0004,2
DB0005,0.67
EA0001,2.490683304
EA0002,1.87
EA0003,2.92
EA0004,2.92
EA0005,2.5
EA0006,1.297058243
EA0007,1.29
EA0008,8.59
EA0009,0.49
EA0010,1.29
EA0011,2.49
EA0012,2.49
EA0013,1.29
EB0001,2.625882353
EB0002,2.62
EB0003,2.62
EB0004,2.31
EB0005,2.310769231
EB0006,2.3
EB0007,0.9
EB0008,1.63
EB0009,1.63
EB0010,2.841598361
EB0011,1.639776119
EB0012,1.76059322
EB0013,1.76
EB0014,1.76
EB0015,1.43
EB0016,1.388424242
EB0017,1.29
EB0018,1.119763863
EB0019,0.6431129477
EB0020,8.97
EB0021,0
EC0001,1.055555556
EC0002,2.935238095
EC0003,0.93
EC0004,0.93
EC0006,0.93
EC0007,1.233333333
EC0008,1.076923077
EC0009,1.076923077
EC0010,0.9547826087
EC0011,0.9795454545
EC0012,1.076923077
EC0013,1.076923077
EC0014,1
EC0015,1
EC0016,1
EC0017,0.85
EC0018,1.365517241
EC0019,1.21
EC0020,1.21
EC0021,1.144821429
EC0022,1.394702608
EC0023,2.96448052
EC0024,0.93
FA0001,1.823306122
FA0002,1.823306122
FA0003,1.823306122
FA0004,1.597224305
FA0005,1.095890411
FA0006,0.7356071429
FA0007,0.7646560847
FA0008,0.7356071429
FA0009,1.769004283
FA0010,0.31
FA0011,0.74
