,RcpNo,Rcp_ingreCal,RcpName
37518,Y01616,1273.10868623,排骨酥
37519,Y01617,8.42063492,滷海帶
37520,Y01618,318.7037037,滷豬舌
37521,Y01619,1359.80071151,紅燒獅子頭
37522,Y01620,1932.25793349,栗子燒雞
37523,Y01621,64.13284314,滷米血
37524,Y01622,2444.22093363,伯爵紅茶生巧克力
37525,Y01623,2625.44334046,髮菜羹湯
37526,Y01624,310.0,甘納許
37527,Y01625,1169.17275878,生蚵豆腐羹
37528,Y01626,976.30749991,冰鎮醉雞
37529,Y01627,3797.28333333,烤鹹豬肉
37530,Y01628,438.218549055,宇治金時蜜糖土司
37531,Y01629,1014.0184639,紹興醉蝦
37532,Y01630,1793.28187916,熔岩巧克力蛋糕
37533,Y01631,1536.4372909,焦糖卡士達醬
37534,Y01632,2642.76511319,黃金油雞
37535,Y01633,648.118014516,生炒花枝羹
37536,Y01634,2325.68870665,栗子紅棗燉肉
37537,Y01635,521.952306022,麻油炒腰花
37538,Y01636,831.389479501,鮮蝦炒年糕
37539,Y01637,3183.89653473,蔥香滷百味
37540,Y01638,544.589533811,紅蔥肉醬炒義大利麵
37541,Y01639,2588.32442303,黑豆滷五花肉
37542,Y01640,593.038710354,菠菜炒豬肝
37543,Y01641,2211.35068787,黑豆燉豬尾
37544,Y01642,809.677039978,紅蔥滷肉燥
37545,Y01643,533.156027047,鮮蔬乾拌麵
37546,Y01644,74.7,滷豆皮
37547,Y01645,793.957713882,八寶肉醬
37548,Y01646,250.4487729,滷豆乾
37549,Y01647,1600.55274082,川味酸辣湯
37550,Y01648,1149.37410891,海鮮魚翅羹
37551,Y01649,51.4,滷百頁豆腐
37552,Y01650,891.928543975,古早肉醬
37553,Y01651,660.348609411,紅燒肉醬
37554,Y01652,468.43570506,家鄉滷汁
37555,Y01653,1052.19821426,滷肉醬
37556,Y01654,708.561083404,莧菜銀魚羹
37557,Y01655,1105.58464394,湖南老虎醬
37558,Y01656,765.293721747,菩提蔬食羹
37559,Y01657,1380.4230962,蘿蔔排骨酥羹
37560,Y01658,813.297649443,新竹炒米粉
37561,Y01659,235.213275013,黃瓜雞肉冷湯
37562,Y01660,109.658208795,蕃茄香根冷湯
37563,Y01661,675.796924365,炸醬香腸炒飯
37564,Y01662,773.135667133,紅蔥香炒米苔目
37565,Y01663,1514.54717295,西湖翡翠羹
37566,Y01664,1239.82544554,蟹肉冬瓜羹
37567,Y01665,541.133435568,紅蔥餛飩拌麵
37568,Y01666,1721.73538611,炸醬肉絲炒粄條
37569,Y01667,459.349048593,咖哩滷汁咖哩滷汁
37570,Y01668,561.199933669,西芹螺肉濃湯
37571,Y01669,1201.74856518,咖哩海鮮濃湯
37572,Y01670,781.440884408,五行雞肉濃湯
37573,Y01671,60.181071738,滷筊白筍
37574,Y01672,19.1065410185,滷黃金玉米
37575,Y01673,312.940512775,菩提滷汁
37576,Y01674,35.168910225,滷花椰菜
37577,Y01675,50.31672915,滷蒟蒻卷
37578,Y01676,820.742839322,卡布奇諾蘑菇湯
37579,Y01677,380.074003308,奶水滷汁
37580,Y01678,767.268012794,白花椰雞肉濃湯
37581,Y01679,69.0053050045,滷紅蘿蔔
37582,Y01680,1071.12851351,海鮮巧達湯
37583,Y01681,33.9083514715,滷玉米筍
37584,Y01682,35.2790926342,滷杏鮑菇
37585,Y01683,241.25281689,照燒滷汁
37586,Y01684,668.65273878,蟹肉南瓜湯
37587,Y01685,104.33316193,滷筍塊
37588,Y01686,813.610695214,匈牙利牛肉湯
37589,Y01687,976.618732328,馬鈴薯濃湯
37590,Y01688,34.8915990579,滷香菇
37591,Y01689,94.3267244659,滷白蘿蔔
37592,Y01690,755.964648325,奶油紅蘿蔔湯
37593,Y01691,100.475013902,白菜滷
37594,Y01692,792.187004405,滷白菜卷
37595,Y01693,525.649923299,蟹肉炒芥菜
37596,Y01694,38.360219789,滷毛豆
37597,Y01695,166.99187213,香椿燒蒟蒻捲
37598,Y01696,895.724188516,紅蔥玉米蛋炒飯
37599,Y01697,361.461645558,五香滷汁
37600,Y01698,366.764974666,香椿煎豆腐
37601,Y01699,132.616133511,蒜味炒芥藍
37602,Y01700,533.463454014,蕃茄羅宋湯
37603,Y01701,37.984915753,滷四季豆
37604,Y01702,943.926728071,泰式海鮮酸辣湯
37605,Y01703,59.0,滷筍絲
37606,Y01704,759.278717158,法式洋蔥湯
37607,Y01705,649.239446308,香椿牛肉滑蛋燴飯
37608,Y01706,1337.96200893,玉米雞茸湯
37609,Y01707,641.304410918,魚片翡翠煲
37610,Y01708,1089.03705778,泰式海鮮鍋
37611,Y01709,651.912173501,四季小卷煲
37612,Y01710,1646.84984489,酸辣魷魚煲
37613,Y01711,1012.57250409,宮保花枝煲
37614,Y01712,772.878029078,海帶鮮蝦豆腐煲
37615,Y01713,1281.42548256,鍋巴明蝦煲
37616,Y01714,1744.33540508,咖哩椰奶海鮮煲
37617,Y01715,415.997592971,滷牛肚韭黃
37618,Y01716,397.735637724,雞絲鰹魚乾拌麵
37619,Y01717,677.82558799,金瓜焉篤煲
37620,Y01718,1299.25441181,荔玉燉肉塊
37621,Y01719,1168.90909974,雪蛤排骨燉香梨
37622,Y01720,404.491344192,鰹魚露蒸鱸魚
37623,Y01721,301.2089274,蔥味滷牛腱
37624,Y01722,1185.94234005,馬鈴薯滷牛腩
37625,Y01723,83.265324092,西芹炒香菇
37626,Y01724,298.336672209,啤酒雞湯
37627,Y01725,921.012854192,蒜苗滷大腸
37628,Y01726,398.327140366,香滷棒棒腿
37629,Y01727,952.493986368,滷獅子頭
37630,Y01728,1629.98821874,清燉牛肉湯
37631,Y01729,613.604773392,人蔘燉雞湯
37632,Y01730,1085.35652783,仙草燉雞湯
37633,Y01731,690.614391511,魷魚螺肉蒜湯
37634,Y01732,15169.4628374,竹笙鳳腿湯
37635,Y01733,772.120538161,上海水煮魚
37636,Y01734,5937.33104184,紅燒滷腿庫
37637,Y01735,1968.64626741,花生滷豬腳
37638,Y01736,2412.95291705,薏仁豬腳湯
37639,Y01737,895.953514673,鯛魚羊肉煲
37640,Y01738,1514.13001419,鮮魚粄條煲
37641,Y01739,2014.02310666,清高湯
37642,Y01740,1124.91007322,筍絲滷爌肉
37643,Y01741,1417.62698218,蔥燒排骨
37644,Y01742,1642.96118682,四神湯
37645,Y01743,2086.69555634,山藥燉排骨
37646,Y01744,995.574204833,花蟹米粉煲
37647,Y01745,1003.12598743,味噌鮭魚菠菜燉飯
37648,Y01746,1212.61522037,檸檬海鮮燉飯
37649,Y01747,780.383177704,馬鈴薯玉米蛤蜊燉飯
37650,Y01748,343.678457601,雞骨高湯
37651,Y01749,1297.72708629,草蝦鮮菇冬粉煲
37652,Y01750,1298.5213254,滷蔥味層肉
37653,Y01751,2591.61150699,福菜肉片湯
37654,Y01752,1085.75156379,東坡肉
37655,Y01753,238.586956307,蔬菜濃湯底
37656,Y01754,1163.22647453,番紅花海鮮燉飯
37657,Y01755,810.356033141,海鮮高湯
37658,Y01756,1255.6955207,茄汁鯖魚燉飯
37659,Y01757,218.387364997,肉燥炒山蘇
37660,Y01758,1115.86509166,香芋排骨燉飯
37661,Y01759,730.013569603,鮮蚵煲花椰
37662,Y01760,322.33699896,肉末高麗菜
37663,Y01761,490.51085657,吐司口袋餅
37664,Y01762,1782.49674716,蛤蜊煲嫩雞
37665,Y01763,1144.75898075,塔香海瓜子煲
37666,Y01764,260.273873429,香椿滑蛋大陸妹
37667,Y01765,885.987643671,紅蔥魚香茄子
37668,Y01766,151.597688297,香椿炒鮮菇
37669,Y01767,2577.10927853,土司春捲
37670,Y01768,1766.4837085,咖哩親子雞肉燉飯
37671,Y01769,517.768868301,土司蘋果派
37672,Y01770,285.278177278,肉燥培根馬鈴薯
37673,Y01771,1313.50189181,培根袖珍菇燉飯
37674,Y01772,1251.54114041,杏鮑菇牛肉焗飯
37675,Y01773,1540.10729657,地瓜雞肉燉飯
37676,Y01774,2185.32019853,鹹魚雞丁豆腐煲
37677,Y01775,1387.15626358,木須炒餅煲
37678,Y01776,667.320017517,鮑菇鮑彩椒
37679,Y01777,952.731992407,針菇煲竹筍
37680,Y01778,683.73468981,養生金瓜煲
37681,Y01779,785.125584725,蝦仁雜菜煲
37682,Y01780,798.48201796,金沙土司片
37683,Y01781,183.537046984,土司鬆餅
37684,Y01782,566.22191971,焗烤奶油布丁
37685,Y01783,212.426679756,紅豆土司餅
37686,Y01784,568.2438738,青醬鮮蝦焗飯
37687,Y01785,770.171574581,麻婆豆腐焗飯
37688,Y01786,396.377643377,韓式泡菜焗飯
37689,Y01787,403.723381677,什錦蔬菜焗飯
37690,Y01788,360.443703477,西西里海鮮焗飯
37691,Y01789,117.907065087,蝦仁炒西芹
37692,Y01790,1044.25139512,韓式海鮮紅蔥煎餅
37693,Y01791,378.616904844,野菇蔬菜焗飯
37694,Y01792,830.932124574,奶油鮭魚焗飯
37695,Y01793,1030.40623391,香草肉丸子焗飯
37696,Y01794,448.25020331,土司蛋糕
37697,Y01795,629.078059612,烤水果塔
37698,Y01796,600.427900169,辣味中卷蕃茄焗飯
37699,Y01797,2886.60822315,咖哩雞土司
37700,Y01798,789.950176954,甜椒臘腸焗飯
37701,Y01799,265.257000015,土司甜餅
37702,Y01800,240.523954671,甜豆蝦球
37703,Y01801,337.958002612,香椿西芹雙鮮
37704,Y01802,2161.19416723,豆酥香辣煲
37705,Y01803,895.007210535,紅蔥塔香鮮蚵
37706,Y01804,140.972099113,五味醬
37707,Y01805,57.6415518725,豉汁醬
37708,Y01806,26.690625,魚汁
37709,Y01807,1658.74577818,三杯鮮菇
37710,Y01808,102.5101137,蒜泥醬
37711,Y01809,944.207060648,皮蛋豆腐煲
37712,Y01810,43.51080247,豆醬
37713,Y01811,1508.50822888,蔥爆牛肉煲
37714,Y01812,775.728434487,青豆咖哩雞肉焗飯
37715,Y01813,319.861885812,香蕉土司
37716,Y01814,323.470726928,牛肉捲
37717,Y01815,211.416597744,土司披薩
37718,Y01816,431.637324788,匈牙利牛肉焗飯
37719,Y01817,356.12031659,蕃茄豚肉焗飯
37720,Y01818,289.4922033,起司餅
37721,Y01819,484.198783118,日式洋蔥牛肉焗飯
37722,Y01820,400.997416896,豉油皇炒鮮魷
37723,Y01821,557.060786068,蒜茸蒸中捲
37724,Y01822,435.40809783,土司海苔捲
37725,Y01823,401.86245877,蕃茄煮透抽
37726,Y01824,311.73726504,土司臘腸捲
37727,Y01825,366.42614141,泰式涼拌花枝
37728,Y01826,2789.04119166,蒜香煲五花
37729,Y01827,1851.54493445,沙茶豬柳煲
37730,Y01828,484.776996661,土司夾肉
37731,Y01829,2389.36991562,貴妃牛腩煲
37732,Y01830,959.15724306,芋頭煲嫩雞
37733,Y01831,1285.655638,醬燒肉片煲
37734,Y01832,390.56692943,雙色花椰菜飯
37735,Y01833,414.311487163,五味淡菜
37736,Y01834,309.527311685,雙鮮韭菜花
37737,Y01835,201.155918055,台式炒花枝
37738,Y01836,1126.56433524,蘭陽西滷肉
37739,Y01837,444.712710342,珍菇菜飯
37740,Y01838,1020.79478562,蕃茄紅肉煲
37741,Y01839,466.121793581,豉汁蒸淡菜
37742,Y01840,3379.38388783,蔥燒子排煲
37743,Y01841,545.834504658,上海菜飯
37744,Y01842,365.245304901,白灼透抽
37745,Y01843,675.017256726,甜椒玉米菜飯
37746,Y01844,950.831277969,黃瓜肉片煲
37747,Y01845,519.24265558,翡翠堅果菜飯
37748,Y01846,56.914873514,香蕉花生醬土司
37749,Y01847,247.988824441,肉燥炒透抽
37750,Y01848,481.5555172,焦糖土司邊
37751,Y01849,394.878473172,紅蔥肉燥爆鮮蝦
37752,Y01850,260.988961791,香椿茄汁燒魚
37753,Y01851,361.942774195,炸醬芹菜炒魷魚
37754,Y01852,121.269806539,茄汁燴烤土司
37755,Y01853,292.687589172,韭菜鮮肉土司夾
37756,Y01854,193.732964097,芝士洋蔥土司夾
37757,Y01855,158.926151925,蒜苗鮪魚烤土司
37758,Y01856,262.557581146,洋蔥醬烤土司
37759,Y01857,350.911594972,蛤蜊蒸蛋
37760,Y01858,1144.5053409,蒜泥鮮蚵
37761,Y01859,981.003781163,甜玉米鮭魚菜飯
37762,Y01860,462.843216944,紅蘿蔔吻魚菜飯
37763,Y01861,697.197701682,鯛魚鹹蛋菜飯
37764,Y01862,533.968397282,鹹菜蚵仔湯
37765,Y01863,655.936663165,泰式蝦仁菜飯
37766,Y01864,658.5461527,港式鹹魚菜飯
37767,Y01865,720.663430937,鮪魚蔬菜飯
37768,Y01866,1644.25137134,蚵仔酥
37769,Y01867,651.077746126,蚵仔煎蛋
37770,Y01868,585.210738545,XO醬炒蛤蜊
37771,Y01869,750.400799642,雞肉五穀米菜飯
37772,Y01870,433.979389958,珍菇火腿燒香椿
37773,Y01871,1259.61870084,魚香肉絲煲
37774,Y01872,924.243028521,香菇燉雞煲
37775,Y01873,430.737987831,總匯三明治
37776,Y01874,2261.46672399,紅燒獅子頭煲
37777,Y01875,405.89129256,冰淇淋蜂蜜土司
37778,Y01876,223.908480881,九層塔炒海瓜子
37779,Y01877,613.894318835,麻婆豆腐煲
37780,Y01878,152.838691588,橙汁煎土司
37781,Y01879,67.74902085,芝士烤厚土司
37782,Y01880,545.452674819,紅蔥肉燥炸雞塊
37783,Y01881,1886.89819462,奶油芝士土司
37784,Y01882,450.042583652,蛤絲蜊瓜
37785,Y01883,912.448124764,蒜茸白酒煮蛤蜊
37786,Y01884,704.586449492,蠔油牛肉菜飯
37787,Y01885,750.806022835,糖霜土司塊
37788,Y01886,349.851281572,香椿肉鬆蛋餅
37789,Y01887,2568.5383662,麻油山藥雞煲
37790,Y01888,382.749146559,香椿芋頭雞
37791,Y01889,791.62749096,南瓜雞肉蔬菜飯
37792,Y01890,708.25994915,山藥牛肉菜飯
37793,Y01891,382.459193892,西湖醋魚
37794,Y01892,306.116302814,醬燒魚肚
37795,Y01893,676.36488988,鮮蝦炒蛋
37796,Y01894,129.174131147,紅燒滑水
37797,Y01895,115.576284728,楓糖法式土司
37798,Y01896,208.016010315,糖片土司
37799,Y01897,514.459432543,玉米炸醬炒蝦鬆
37800,Y01898,900.29849386,綠金針炒肉片
37801,Y01899,193.507295382,蘑菇炒南瓜
37802,Y01900,470.566395878,翡翠豆腐丸
37803,Y01901,527.540977054,炸醬燒雞腿
37804,Y01902,177.320603571,炸醬彩椒雞肉丁
37805,Y01903,322.927212872,麻辣魚
37806,Y01904,150.889716513,蒜香烤土司
37807,Y01905,1090.3938002,蔥爆肉片
37808,Y01906,469.348269231,雪菜燒黃魚
37809,Y01907,388.321167766,地瓜薯餅
37810,Y01908,901.288106155,紅蔥燴排骨
37811,Y01909,428.550015205,法式炸土司捲
37812,Y01910,219.17865348,奶湯鱸魚鍋
37813,Y01911,1238.64712917,筍絲焢肉
37814,Y01912,595.47246358,瓜仔肉燥
37815,Y01913,207.95745882,焗烤餃子
37816,Y01914,503.138110166,青豆鮪魚焗飯
37817,Y01915,167.797802778,蛤蜊絲瓜
37818,Y01916,519.18656055,糖醋魚片
37819,Y01917,1209.6888302,芋頭燉排骨
37820,Y01918,445.370605029,宮保魚柳
37821,Y01919,393.866330958,蒜苗豆醬炒鯊魚
37822,Y01920,471.46669422,日式煮魚
37823,Y01921,293.122711552,酸菜肉末
37824,Y01922,766.825105939,鮭魚飯糰
37825,Y01923,1030.40144549,鹹蛋蒸肉
37826,Y01924,414.514000159,奶油野菇焗飯
37827,Y01925,189.605009588,蟹肉條炒高麗菜
37828,Y01926,302.101089544,海鮮蒸蛋
37829,Y01927,1221.15775747,蒜泥五花肉
37830,Y01928,351.067316434,苦瓜小魚
37831,Y01929,467.844951765,洋蔥豚肉焗飯
37832,Y01930,303.604588937,芒果醬烤杏鮑菇
37833,Y01931,959.894696895,燒烤豬肋排
37834,Y01932,298.364523912,蔥油雞
37835,Y01933,460.237190838,瓜仔香菇雞湯
37836,Y01934,779.102435456,咖哩焗烤雞腿蓋飯
37837,Y01935,1880.71020766,紅燒牛肉
37838,Y01936,1235.32250396,粉蒸排骨
37839,Y01937,5.2,牛肉麵
37840,Y01938,408.796930294,奶油雞肉焗飯
37841,Y01939,918.558582372,地中海海鮮焗飯
37842,Y01940,350.899733637,青醬海鮮焗飯
37843,Y01941,190.739863727,芒果沙茶烤肉醬
37844,Y01942,713.475512383,檸香沙茶鮮蝦
37845,Y01943,1063.81745981,紅燒獅子頭
37846,Y01944,326.559086051,百里香烤雞腿
37847,Y01945,261.921495003,高麗菜煎蛋餃
37848,Y01946,149.653065865,白菜滷
37849,Y01947,614.713094938,青醬雞肉焗筆尖麵
37850,Y01948,364.749651563,黑椒炒蟹
37851,Y01949,444.521378643,胡椒奶油蟹
37852,Y01950,303.201372518,什錦烘蛋
37853,Y01951,476.28666666,香煎日式飯糰
37854,Y01952,195.24205252,醬燒魚肚
37855,Y01953,422.956128691,黃金玉米鮪魚焗麵
37856,Y01954,2115.31633392,辣味沙茶烤翅
37857,Y01955,516.854583386,茄汁鯖魚焗貝殼麵
37858,Y01956,105.223255792,花雕蒸蟹
37859,Y01957,383.621875,什錦小火鍋
37860,Y01958,200.324961451,清蒸魚
37861,Y01959,351.693501073,炸醬烤鮭魚
37862,Y01960,405.07208077,酸辣湯餃
37863,Y01961,222.01895579,蔥油肉燥湯麵
37864,Y01962,667.150013134,肉醬義大利麵
37865,Y01963,363.321430572,蕃茄起司烤豬排
37866,Y01964,1397.60228872,燒滷豬腳肉
37867,Y01965,462.14061811,烤海鮮千層麵
37868,Y01966,329.41493826,青醬焗烤扇貝
37869,Y01967,493.270937262,XO醬炒蘿蔔糕
37870,Y01968,323.038699974,滷虱目魚肚
37871,Y01969,806.502421067,蘆筍蟹肉燉飯
37872,Y01970,524.7078351,沙茶肉片炒泡麵
37873,Y01971,192.596093484,沙茶蒸鱈魚
37874,Y01972,612.593201238,韓式泡菜飯
37875,Y01973,608.134829282,匈牙利牛肉焗麵
37876,Y01974,182.132290126,辣拌沙茶洋蔥
37877,Y01975,738.025299015,奶油南瓜焗烤雞腿
37878,Y01976,552.850352101,肉絲茄汁蛋炒飯
37879,Y01977,254.060335762,奶油燉菜
37880,Y01978,507.507945313,韓式泡菜湯
37881,Y01979,863.49082815,日式洋蔥燒肉蓋飯
37882,Y01980,74.618006978,西西里蕃茄海鮮湯
37883,Y01981,350.139267716,乾燒蝦仁
37884,Y01982,360.992770618,蒜茸蒸蝦
37885,Y01983,272.244036376,素燴三絲豆腐湯
37886,Y01984,116.99983797,薄荷金黃蕃茄
37887,Y01985,372.29038941,鹽水蝦
37888,Y01986,1524.71995696,咖哩雞飯
37889,Y01987,452.881622849,蔗香燴豆腐
37890,Y01988,300.805087538,沙茶燴珍菇
37891,Y01989,346.740962716,什錦菇菜飯
37892,Y01990,714.390468313,蝦仁火腿蛋包飯
37893,Y01991,280.296773783,西班牙蕃茄冷湯
37894,Y01992,1938.40637461,蘿蔔豆乾滷肉
37895,Y01993,388.504678448,蕃茄羅宋湯
37896,Y01994,856.022811866,麻婆豆腐燴飯
37897,Y01995,187.029068623,風乾蕃茄拌海鮮
37898,Y01996,180.153454007,蔗香沙茶烤肉醬
37899,Y01997,557.83285314,豬血湯
37900,Y01998,1547.75631986,焗烤墨西哥雞肉捲
37901,Y01999,695.767187107,焗烤鯛魚
37902,Y02000,861.45421922,貢丸湯
37903,Y02001,946.37375958,宮保皮蛋
37904,Y02002,1122.55513911,肉羹湯
37905,Y02003,1175.30742275,排骨丁香苦瓜湯
37906,Y02004,1653.23461203,蒜香胡椒焗烤豬肋排
37907,Y02005,331.8509259,西西里肉醬焗烤法國麵包
37908,Y02006,249.091575162,蕃茄炒豆包
37909,Y02007,346.157651921,紅燒豆腐
37910,Y02008,813.211170862,椰奶蝦
37911,Y02009,618.25485502,焗烤香菇蕃茄片
37912,Y02010,415.920010327,鹽酥蝦
37913,Y02011,539.983563255,四季豆炒鹹蛋
37914,Y02012,337.968898873,清炒蝦仁
37915,Y02013,679.6795444,燒酒蝦
37916,Y02014,979.450749414,蒜香黑胡椒焗烤漢堡肉
37917,Y02015,336.69268136,焗烤大蝦
37918,Y02016,1142.90446448,油炸綠蕃茄
37919,Y02017,313.398353987,蘿蔔滷豆輪
37920,Y02018,212.41216463,椒麻韭菜小卷
37921,Y02019,408.646616607,蝦仁蒸蛋
37922,Y02020,744.112522824,茄汁漢堡排
37923,Y02021,64.841215104,紫蘇梅漬羅馬蕃茄
37924,Y02022,6512.10632176,滷味拼盤
37925,Y02023,302.680735427,蕃茄起司鮪魚土司捲
37926,Y02024,310.421144654,蒜味炸醬苦瓜
37927,Y02025,97.9096781325,蒜泥空心菜
37928,Y02026,84.009375,蔥油地瓜葉
37929,Y02027,436.950251358,沙茶燴蒟蒻
37930,Y02028,272.28827214,小黃瓜煎蛋
37931,Y02029,66.60058842,燙高麗菜淋肉燥
37932,Y02030,560.2193619,沙茶白菜滷
37933,Y02031,480.402722206,黃瓜燴魚丸
37934,Y02032,239.901909061,蒜味海帶絲
37935,Y02033,218.64934434,焗烤蕃茄盅
37936,Y02034,574.65601512,蕃茄海鮮焗飯
37937,Y02035,681.892871318,燒烤醬炒玉米雞塊
37938,Y02036,241.506512696,龍鬚菜炒肉絲
37939,Y02037,186.527647762,蛋酥白菜
37940,Y02038,205.500806831,筍絲滷福菜
37941,Y02039,249.807948874,紅茄魚球
37942,Y02040,411.023886033,素炒百頁
37943,Y02041,519.80306805,咖哩焗烤山藥
37944,Y02042,206.781332086,茄汁肉醬焗烤甜椒
37945,Y02043,332.031138663,滷筍絲
37946,Y02044,269.372039068,洋蔥蘑菇焗筊白筍
37947,Y02045,344.056393803,沙茶牛蒡絲
37948,Y02046,419.7910053,蕃茄肉醬
37949,Y02047,144.771015736,炸起司蕃茄餃
37950,Y02048,500.48834056,蕃茄雞湯
37951,Y02049,418.31968393,日式焗烤蘆筍
37952,Y02050,480.200669543,福菜桂竹筍
37953,Y02051,303.443370445,茄汁肉醬焗西芹
37954,Y02052,1177.63935955,白菜滷
37955,Y02053,730.268714752,蕃茄肉醬義大利麵
37956,Y02054,513.749614118,素炒三色
37957,Y02055,250.388890777,鮮香菇炒綠金針
37958,Y02056,468.954484642,韭菜花炒甜不辣
37959,Y02057,134.56376898,高麗菜炒櫻花蝦
37960,Y02058,160.28141253,胡瓜炒蝦米
37961,Y02059,215.619573998,鳳梨炒木耳
37962,Y02060,345.345782299,雙色蕃茄燴豆腐
37963,Y02061,206.558339436,茄汁青豆燴腐皮
37964,Y02062,92.8141503245,茄汁燴什錦蔬菜
37965,Y02063,166.552928132,蕃茄莎莎醬
37966,Y02064,98.864115571,綠蕃茄蒸鯛魚
37967,Y02065,196.253358318,香煎蕃茄豆腐
37968,Y02066,107.92592592,茄醬煨娃娃菜
37969,Y02067,285.077564392,紅醬拌海帶芽
37970,Y02068,93.720607553,蕃茄莎莎醬拌秋葵
37971,Y02069,65.258670024,雙蔥炒蕃茄
37972,Y02070,2563.42591422,焢肉飯
37973,Y02071,228.721017333,焗烤洋蔥圈
37974,Y02072,503.517147801,辣味三杯花枝
37975,Y02073,727.103732015,辣炒塔香蛤蜊
37976,Y02074,195.6375,奶油焗烤綠竹筍
37977,Y02075,582.854416232,香菇素肉飯
37978,Y02076,249.4748971,奶油焗烤南瓜
37979,Y02077,2518.78143553,可樂滷肉飯
37980,Y02078,460.508675072,福菜素肉飯
37981,Y02079,240.699873857,茄汁肉醬焗烤嫩豆腐
37982,Y02080,544.356986542,客家小炒
37983,Y02081,570.624443267,沙茶炒鴨血
37984,Y02082,465.027569447,焗烤花椰菜
37985,Y02083,807.204835732,沙茶洋蔥炒牛柳
37986,Y02084,86.904054776,玉米筍炒豌豆
37987,Y02085,551.490022898,泡菜炒中卷
37988,Y02086,133.682187313,蘆筍炒鴻禧菇
37989,Y02087,384.016683658,芹菜炒魷魚
37990,Y02088,205.407857241,金針菇炒絲瓜
37991,Y02089,1505.40688863,客家蔥油炸醬炒粄條
37992,Y02090,321.852494679,烤蕃茄雞腿串
37993,Y02091,2007.56619173,紅醬滷牛肉
37994,Y02092,673.208357286,熱炒韓式年糕
37995,Y02093,979.490595477,蒸蛋滷肉飯
37996,Y02094,548.834492995,素肉燥飯
37997,Y02095,234.038782692,糖醋魚柳
37998,Y02096,454.382516546,蠶豆酥拌通心麵
37999,Y02097,84.145808448,五味醬
38000,Y02098,532.229230966,蝦仁蕃茄滑蛋
38001,Y02099,1609.24403546,瓜仔肉燥飯
38002,Y02100,1835.95571442,菜脯肉燥飯
38003,Y02101,356.942970363,小卷佐五味醬
38004,Y02102,933.759327703,燒烤風牛肉炒麵
38005,Y02103,380.36276546,辣味鮮茄炒鮮蝦
38006,Y02104,107.467592586,糖醋醬
38007,Y02105,773.859865048,糖醋里肌肉
38008,Y02106,341.662281888,蕃茄炒飯
38009,Y02107,77.122768161,辣味茄醬
38010,Y02108,548.506795085,蛋包飯
38011,Y02109,1729.56040332,紅糟肉燥飯
38012,Y02110,427.448967738,洋蔥炒蟹腳
38013,Y02111,971.549516096,XO醬鮮蝦炒飯
38014,Y02112,724.831416846,沙茶炒泡麵
38015,Y02113,1111.45395023,炸醬黃金炒飯
38016,Y02114,2122.80999418,豆豉鮮蚵
38017,Y02115,1733.89721442,香蔥肉燥飯
38018,Y02116,268.545830255,花椰菜炒蝦仁
38019,Y02117,202.861443341,莧菜吻仔魚
38020,Y02118,1955.17663265,筍丁滷肉飯
38021,Y02119,301.331633054,酸菜豆香乾拌麵
38022,Y02120,328.128655262,彩椒炒生干貝
38023,Y02121,1941.02579729,腐乳滷肉飯
38024,Y02122,1529.82530473,咖哩滷肉飯
38025,Y02123,237.118234708,醬瓜蒸魚
38026,Y02124,630.151520502,毛豆雞絲炸醬麵
38027,Y02125,1715.28243109,茄汁滷肉飯
38028,Y02126,124.746074536,香菇鑲蝦泥
38029,Y02127,937.149395386,辣味茄汁魚煮
38030,Y02128,746.598438294,醋溜雞柳片
38031,Y02129,903.974430902,沙茶魷魚炒麵
38032,Y02130,225.03970315,酸菜豆香炸醬
38033,Y02131,402.225741666,羅馬蕃茄燉嫩雞
38034,Y02132,244.23955363,茄汁肉醬焗烤杏包菇
38035,Y02133,406.272936042,義式焗烤蕃茄茄子
38036,Y02134,1172.62986089,百里香沙茶炒飯
38037,Y02135,586.551941756,銀芽雞絲
38038,Y02136,111.45624705,醬燒雞塊
38039,Y02137,485.712143091,油菜炒羊肉
38040,Y02138,957.110114967,蒜味茄醬烤法國麵包
38041,Y02139,218.792092507,洋蔥蘑菇焗烤絲瓜
38042,Y02140,658.520679803,鮮蝦蕃茄天使麵
38043,Y02141,187.842718911,毛豆仁炸醬
38044,Y02142,406.81227098,客家蔥油炸醬
38045,Y02143,990.533512195,芋頭燒雞
38046,Y02144,197.876521366,蒜苗炒香腸
38047,Y02145,183.118677557,蠶豆酥炸醬
38048,Y02146,783.796415815,青椒炒肉絲
38049,Y02147,2605.48997416,洋蔥滷肉飯
38050,Y02148,1262.85143846,五花肉炒豆干
38051,Y02149,1222.71698178,瓜仔肉燥
38052,Y02150,1758.24022118,香椿滷肉飯
38053,Y02151,3352.67218387,肉燥飯
38054,Y02152,720.580015719,辣味滷肉飯
38055,Y02153,194.593348867,焗烤綜合鮮蔬
38056,Y02154,1264.92213945,蘿蔔燒肉
38057,Y02155,815.466666675,百里香沙茶醬
38058,Y02156,2630.09802722,蒜香滷肉飯
38059,Y02157,198.743574446,奶油焗烤白菜
38060,Y02158,332.09551815,培根焗烤馬鈴薯
38061,Y02159,469.91038282,焗烤地瓜蒙布朗
38062,Y02160,736.050425919,沙茶蕃茄莎莎醬
38063,Y02161,3777.81564804,傳統滷肉飯
38064,Y02162,1212.78491514,竹筍燒排骨
