,RcpNo,Rcp_ingreCal,RcpName
4105,I04110,1018.20532327,薯泥肉餅燴鮮菇
4106,I04111,127.48041415,椒鹽魚柳
4107,I04112,1547.27510353,白豆芋頭燉排骨
4108,I04113,1587.09762466,日式佃煮秋刀魚
4109,I04114,10481.9345994,香菜馬鈴薯
4110,I04115,589.978370721,蜂蜜芥末烤蹄
4111,I04116,219.037350165,馬鈴薯煎餅
4112,I04117,351.0,鹽焗五花
4113,I04118,204.149214933,義式茄汁香草墩雞
4114,I04119,944.45002826,泰式紅咖哩炒雞球
4115,I04120,1261.64662977,茄汁蝦仁蛋包飯
4116,I04121,483.082767207,南法風煎鱸魚佐橄欖醬
4117,I04122,638.009627513,酸甜下飯檸檬雞
4118,I04123,793.3820106,用醋做豆腐DIY Tofu
4119,I04124,1084.7034815,五味醬佐虱目魚皮
4120,I04125,1934.66733238,蒜蒸蛤蠣冬粉
4121,I04126,2984.90532645,牧牛湖大閘蟹
4122,I04127,9.85,蔥燒豆腐
4123,I04128,5005.77158782,醬燒雞翅
4124,I04129,115.9827586,蔥燒魚
4125,I04130,61.95945572,紅蘿蔔餅乾
4126,I04131,757.143402237,蔥爆牛肉
4127,I04132,23.781891456,涼拌龍鬚菜
4128,I04133,10251.98512,南瓜小丸子
4129,I04134,15482.2970841,苦瓜封
4130,I04135,1683.7489854,小確幸卡啦炸雞
4131,I04136,317.112445096,花瓜蒸魚
4132,I04137,2856.23998991,醬燒牛肉
4133,I04138,918.100942169,美式炭烤豬肋排
4134,I04139,13.2,百香調蜜松阪豬肉片
4135,I04140,1751.9611475,醬烤豬骨
4136,I04141,427.111911255,蘋果果凍
4137,I04142,2525.73321832,醬炒豬肉
4138,I04143,1491.61813574,牧牛湖大閘蟹
4139,I04144,2898.86546231,清蒸牧牛湖大閘蟹
4140,I04145,465.09715104,蕃茄火鍋
4141,I04146,1433.66223709,火龍薄荷美人卷
4142,I04147,282.13810288,香蕉鬆餅-711就近帶回家
4143,I04148,3639.5702147,玄米油滷豆干
4144,I04149,315.741107766,香酥薯條
4145,I04150,1173.61704539,照燒柳葉魚
4146,I04151,2134.51610792,栗子燒雞
4147,I04152,877.1758232,日式溏心蛋
4148,I04153,219.502461193,香煎蘑菇
4149,I04154,47.422137299,牛蕃茄炒雙菇
4150,I04155,46.4676071,居酒屋烤魚
4151,I04156,874.98681123,青龍椒炒甜不辣
4152,I04157,194.546271842,糖醋魚片
4153,I04158,446.302533248,和風涼拌杏鮑菇
4154,I04159,907.65839517,雞胸肉簡單料理
4155,I04160,115.22,無負擔的水煮玉米筍菇
4156,I04161,377.675394429,三杯中捲
4157,I04162,1276.08787593,味噌塔香茄子
4158,I04163,683.475,香香雞
4159,I04164,921.370245155,吉野家風牛肉蓋飯
4160,I04165,381.523534428,清爽秋葵沙拉
4161,I04166,84.1235632,椰汁南瓜露
4162,I04167,186.350332334,秘製紅燒豬腳
4163,I04168,697.85261574,酒蒸鹽麴鮭魚
4164,I04169,126.043540148,芝麻香蕉果蜜
4165,I04170,425.38728972,蘿蔔玉米排骨湯
4166,I04171,1412.04300579,西班牙橄欖油蒜味蝦
4167,I04172,977.653865137,咕咾肉
4168,I04173,726.912277335,超滑嫩起司鮮菇蛋
4169,I04174,0.0,泰北香腸~香氣來自香草植物
4170,I04175,460.400704693,乾炒苦茶油雞
4171,I04176,517.005505632,蒜香魚片
4172,I04177,169.876170637,香煎里肌肉排
4173,I04178,57.101084428,溪蝦蒜炒鮮蔬
4174,I04179,653.376022309,黃金皮蛋豆腐鬆
4175,I04180,764.017875706,塔香蛤蠣
4176,I04181,424.140705493,鹹蛋炒紅吱吱
4177,I04182,197.696378139,蒜拍小黃瓜
4178,I04183,2553.23458419,紫蘇魷魚
4179,I04184,524.251364725,龍鳳腿
4180,I04185,415.788461534,烤鮭魚馬鈴薯
4181,I04186,878.12431072,紅燒茄子
4182,I04187,290.381417768,丁香魚什錦天婦羅
4183,I04188,2920.30766722,蘇格蘭炸蛋
4184,I04189,92.39649696,雜糧米布丁
4185,I04190,365.802921465,金平牛篣
4186,I04191,734.054659168,香酥雞排
4187,I04192,2620.76839363,牛小排番茄蛋包飯
4188,I04193,1206.67397655,QQ地瓜球
4189,I04194,873.007638084,日式炸雞塊
4190,I04195,2029.20033555,蔭鼓蚵仔
4191,I04196,957.1060258,綠咖哩淡菜
4192,I04197,3745.81507221,東坡肉
4193,I04198,173.031723669,香菇滷冬瓜
4194,I04199,125.994674835,蛤蠣絲瓜清酒蒸
4195,I04200,1445.21918416,北海道秋鮭鏘鏘燒
4196,I04201,0.0,洛神花做泰式涼拌海鮮
4197,I04202,167.82894736,味噌鱈魚
4198,I04203,409.485748655,破布子蒸魚
4199,I04204,33.1914087875,四季杏鮑菇
4200,I04205,124.894536175,歐姆蛋包飯
4201,I04206,178.877269064,涼拌皮蛋豆腐番茄
4202,I04207,185.09649696,培根洋蔥圈蛋
4203,I04208,429.636726567,鮑魚片炒絲瓜
4204,I04209,77.831523604,肉燥嫩燉豆腐 肉燥的運用
4205,I04210,103.624166669,烙烤味噌魚片
4206,I04211,295.536814927,絲瓜枸杞炒蛋
4207,I04212,585.369729007,干貝豆腐
4208,I04213,513.892338171,菜脯蛋
4209,I04214,440.428774019,西魯肉
4210,I04215,693.6194503,金沙炸南瓜
4211,I04216,167.881701748,薄荷香蕉鬆餅
4212,I04217,58.05938736,桔蜜香煎霜降豬
4213,I04218,1383.311652,橙汁雞胸佐香烤鮮蔬
4214,I04219,707.734882071,苦瓜雞湯
4215,I04220,1441.78306524,蒜苗豆豉肉絲
4216,I04221,475.151590099,腐乳空心菜
4217,I04222,661.853508726,QQ蛋
4218,I04223,942.563266249,雞排咖哩飯
4219,I04224,332.233632937,味噌南瓜佃煮
4220,I04225,1505.00936758,薑燒豬肉
4221,I04226,130.33552512,秋藕三色脆片
4222,I04227,601.167658758,三杯豆包
4223,I04228,646.267427304,和風醬燒雞小腿
4224,I04229,454.52931004,米味噌肉絲炒菇菇
4225,I04230,1994.3854713,香烤竹筴魚一夜干
4226,I04231,5046.60715598,冠軍牛肉湯
4227,I04232,2884.95238183,家常菜魷魚螺肉蒜
4228,I04233,1074.26806501,泰式打拋豬肉
4229,I04234,958.417147261,南瓜雞肉咖哩
4230,I04235,490.839220834,紹興醉雞
4231,I04236,251.129007336,開陽空心菜
4232,I04237,741.02259201,地瓜泥蛋沙拉堅果饅頭塔綴芝麻
4233,I04238,110.459862246,乾燒醬雞腿
4234,I04239,405.222907869,蜂蜜芥末烤雞腿
4235,I04240,377.702487647,日式銀魚豆腐
4236,I04241,544.854305292,義式桔味里肌肉
4237,I04242,744.439452852,金沙綜合菇
4238,I04243,364.774294934,五辛素
4239,I04244,3312.48478255,蒜味椒鹽雞排
4240,I04245,615.09595942,"用萬用鍋做""蜜芋頭"""
4241,I04246,1850.82555428,柳橙蛋糕
4242,I04247,1769.00155539,蔥燒肋排
4243,I04248,825.337812177,避風塘炒蝦
4244,I04249,127.113738769,家常燴豆腐
4245,I04250,1707.17390224,香蕉蛋糕
4246,I04251,565.337663636,蝦仁蛋包湯
4247,I04252,908.179147784,澳門咖哩蟹
4248,I04253,228.09375,塔香醬燒炒辣雞丁
4249,I04254,2103.18253303,東坡肉
4250,I04255,280.632397054,辣椒炒蛋
4251,I04256,396.381248499,白菜滷
4252,I04257,185.369823232,蘋果派
4253,I04258,244.39402305,三味虱目魚
4254,I04259,877.913802542,沙茶燜雞腿
4255,I04260,829.542404109,下飯麻婆豆腐秘訣
4256,I04261,632.022637141,高麗蔘高麗菜西洋梨肉捲-素食版
4257,I04262,473.697318045,健康日式凍豆腐
4258,I04263,537.780316125,培根炒蘆筍
4259,I04264,296.750000002,日式唐揚雞
4260,I04265,2904.62187573,茶葉蛋
4261,I04266,979.834132732,高昇排骨
4262,I04267,573.735549772,番茄起士蛋包飯
4263,I04268,1542.75081996,XO醬燒茄子
4264,I04269,3756.91603542,花雕雞
4265,I04270,394.673688353,蠔油燜冬瓜
4266,I04271,347.0559678,lanni 鵝油雞肉飯
4267,I04272,832.441180169,焗烤馬鈴薯泥
4268,I04273,411.11585592,烤南瓜籽
4269,I04274,392.860982897,菜脯蔥花蛋
4270,I04275,783.024254347,無油煙日 蒜泥鮮蚵佐油條
4271,I04276,997.729292928,蘋果燉牛腱
4272,I04277,707.011194023,蜜汁麻辣雞胗
4273,I04278,425.129263245,麻油杏鮑菇
4274,I04279,1123.60031607,清蒸蝦仁肉圓
4275,I04280,623.440614605,南瓜布丁
4276,I04281,168.872015244,菇菇絲瓜湯
4277,I04282,330.668880956,空心菜炒羊肉
4278,I04283,1754.4280785,秋季和風味噌石斑魚鍋
4279,I04284,826.233918758,干貝雞肉飯
4280,I04285,450.578609098,秋葵炒蛋
4281,I04286,258.67870371,南瓜豆漿
4282,I04287,1626.19968079,南瓜濃湯
4283,I04288,4.9003227465,醬燒蜜冬瓜
4284,I04289,494.657260688,胡椒蝦
4285,I04290,3.261823751,青檸黑糖咖啡札片
4286,I04291,342.284934099,茄汁洋蔥棒棒腿
4287,I04292,1436.80650661,蕃茄馬鈴薯燒雞翅
4288,I04293,1481.63659097,香濃咖哩嫩雞
4289,I04294,169.739336513,薑燒虱目魚
4290,I04295,998.546486576,九層塔炒蛤蠣
4291,I04296,1650.63481277,蘋果燉牛肉
4292,I04297,1018.2241516,香煎絲瓜
4293,I04298,252.160346015,酥炸花枝圈
4294,I04299,61.919448984,小烤箱~蜜汁雞腿
4295,I04300,3785.22597196,芋籤粿
4296,I04301,1168.18559214,奶焗蒜香高麗菜
4297,I04302,523.356415997,香蕉焦糖脆餅
4298,I04303,1404.85170305,鮮蝦粉絲
4299,I04304,1749.17703422,肉桂蘋果派
4300,I04305,329.052641299,醬燒塔香杏鮑菇
4301,I04306,1097.627058,醣心蛋
4302,I04307,1327.66134809,南瓜椰奶燉雞
4303,I04308,787.993811186,蔥燒吳郭魚
4304,I04309,516.215325856,熱炒小黃瓜雞柳
4305,I04310,1296.30139712,泰國紅咖哩雞
4306,I04311,642.230130853,蔥爆牛肉
4307,I04312,360.59625055,酸辣海帶根
4308,I04313,1271.25465662,馬鈴薯燉肉
4309,I04314,2497.84419411,鮭魚鬆
4310,I04315,627.48891568,金沙四季豆
4311,I04316,23.46527778,保存蘑菇不變黑的方法
4312,I04317,1492.25476124,酸辣雞絲涼麵
4313,I04318,194.47163073,草菇蝦仁起司歐姆蛋
4314,I04319,1149.54229304,紅燒茄子
4315,I04320,2442.81616074,日式馬鈴薯燉牛肉
4316,I04321,2654.31888868,蕃茄鮮蝦細麵
4317,I04322,386.951878681,黃金腐皮捲
4318,I04323,0.0,柚子皮妙用
4319,I04324,419.570624394,柚香照燒雞腿排
4320,I04325,1420.0194192,馬鈴薯燉肉
4321,I04326,162.160250214,起士味增燒花椰菜
4322,I04327,834.3,培根捲三星蔥
4323,I04328,168.729317796,蒜蓉辣椒蝦
4324,I04329,1126.153375,蝦仁烘蛋
4325,I04330,546.118355831,黑胡椒菇菇松阪豬
4326,I04331,265.08555268,韓式醃洋蔥
4327,I04332,582.439816907,翡翠絲瓜
4328,I04333,1473.38945853,蒜香多福燒雞
4329,I04334,580.478024386,絲瓜蚌麵
4330,I04335,1485.89294956,沖繩炒苦瓜
4331,I04336,2505.38742905,清燉牛肉麵
4332,I04337,231.93413348,炒越瓜
4333,I04338,901.855637902,酥脆香料洋蔥圈
4334,I04339,270.282500012,乾燒小卷
4335,I04340,102.652094638,炸杏鮑菇
4336,I04341,364.216967958,蜜汁烤雞腿
4337,I04342,300.570463528,咖哩草蝦
4338,I04343,4798.49360855,油炸什錦蔬菜
4339,I04344,266.027819077,麻辣三色豆腐
4340,I04345,244.400928783,百菇燴豆腐
4341,I04346,178.451359508,蔥椒燒雞
4342,I04347,238.4985168,湯匙剝柚子的實驗心得
4343,I04348,925.852375436,宮保海鮮
4344,I04349,205.99206048,黑白沏拼盤
4345,I04350,2105.99285074,電鍋清蒸香魚
4346,I04351,1294.17121103,櫻花蝦地瓜高麗菜捲
4347,I04352,1042.26994084,冰糖燒豬腳
4348,I04353,822.628446915,開胃韓式辣拌章魚
4349,I04354,102.949398455,超下飯~混蛋來了~
4350,I04355,415.384882241,香甜系! 焦糖奶油蘋果
4351,I04356,1200.11626272,梅干菜苦瓜
4352,I04357,2656.00263591,杏鮑菇炒梅花肉
4353,I04358,1280.15340664,咖哩椰汁海鮮
4354,I04359,1883.63359457,泰式椰漿檸檬雞片
4355,I04360,105.401829356,蕃茄燒杏鮑菇
4356,I04361,441.229045841,五辛素
4357,I04362,309.175633509,豆腐漢堡排
4358,I04363,1368.14406937,和風昆布五花肉
4359,I04364,2883.90152652,麻辣水煮肋排飯
4360,I04365,1440.52185576,法式馬鈴薯千層派
4361,I04366,731.666294919,鹹蛋豆腐
4362,I04367,199.137923105,電鍋版黑糖地瓜湯
4363,I04368,344.127706194,豆皮高麗菜
4364,I04369,510.835178475,三杯雞
4365,I04370,513.494548476,番茄柚香雞腿蓋飯
4366,I04371,1191.43668756,土式陶鍋燉肉
4367,I04372,25574.6161308,簡易青椒鑲肉
4368,I04373,458.074122341,茄汁三色四季豆
4369,I04374,74.0615074242,鹽酥雞米花兒
4370,I04375,100.915328552,番茄炒雙鮮
4371,I04376,2465.67006802,抵抗黑心油 教你做~香噴噴古早味滷肉~
4372,I04377,1041.44284008,海鮮番茄燉飯
4373,I04378,501.30761148,茄汁蝦球
4374,I04379,508.31335727,日式馬鈴薯燉雞
4375,I04380,452.223460786,西班牙烘蛋
4376,I04381,134.061234303,XO干貝醬炒空心菜
4377,I04382,8.918,香煎黑喉
4378,I04383,1037.29284424,迷迭香炒蝦
4379,I04384,1209.38209054,豉汁鮮蚵豆腐
4380,I04385,717.647688995,三杯嫩蝦
4381,I04386,532.0706208,超甜烤粟米
4382,I04387,636.82357746,椒麻土豆絲
4383,I04388,1804.89915666,三色蛋
4384,I04389,639.08051021,茄汁雞腿排
4385,I04390,1561.02155038,香濃綿密的 馬鈴薯泥
4386,I04391,363.730002267,椒鹽鹹豬肉
4387,I04392,802.102614962,橄欖油鮮蝦蘑菇
4388,I04393,2638.24215437,角煮 日式魯肉
4389,I04394,104.42205964,鮪魚漬蘑菇
4390,I04395,594.00877194,"用萬用鍋""烤地瓜"""
4391,I04396,263.453818375,照燒鯛魚排
4392,I04397,2313.53960265,馬鈴薯燉肉
4393,I04398,615.279046313,煙燻雞肉班尼迪克蛋
4394,I04399,800.0,香烤羊排
4395,I04400,1267.6911376,煙燻鮭魚麵包小點
4396,I04401,270.8747253,烤肉沙拉
4397,I04402,561.85722387,日式芥末風味涼拌小菜
4398,I04403,193.65103175,香料烤南瓜
4399,I04404,160.080522846,番茄鑲肉
4400,I04405,76.9970808,冷涷蛋變溫泉蛋
4401,I04406,125.655719776,椒麻黑鮪魚條
4402,I04407,1266.35314099,和風可樂餅
4403,I04408,153.9941616,胡麻醬菠菜
4404,I04409,3963.44454561,蜜汁烤豬肋排
4405,I04410,2839.68320074,紅糟豬肋排
4406,I04411,323.039753563,蘋果脆餅
4407,I04412,1559.45590939,新疆大盤雞
4408,I04413,447.136467374,甜香入味照燒雞
4409,I04414,319.132618417,洋蔥滑蛋絲瓜
4410,I04415,617.425435806,黑椒牛柳
4411,I04416,1781.8107776,金菇玉子豆腐
4412,I04417,38.5471245105,筊白筍遇到杏鮑菇
4413,I04418,2611.20208057,紅燒肉
4414,I04419,46.6053362447,干貝醬炒高麗菜
4415,I04420,500.051304702,南瓜玉米濃湯
4416,I04421,429.09311071,時蔬燴豆皮捲
4417,I04422,429.238910907,地瓜核桃蛋沙拉
4418,I04423,465.213932862,脆皮鮭魚佐青蔥馬鈴薯泥
4419,I04424,248.3350873,辣燒蝦仁
4420,I04425,758.972138487,幽庵燒雞腿冷麵
4421,I04426,1010.12197455,鹹酥雞
4422,I04427,2829.22467083,蚵仔煎
4423,I04428,1235.75555555,醋溜鵝菲力
4424,I04429,2495.89273038,紅燒牛腩
4425,I04430,450.592666899,桔香茄汁豬肉
4426,I04431,93.970918882,香煎大蝦佐泰式酸辣醬
4427,I04432,167.740713621,涼拌生菜牛肩肉
4428,I04433,3548.98038404,香煎五花
4429,I04434,420.548471831,醬燒劍筍
4430,I04435,795.509173476,鹹酥蒜味小章魚
4431,I04436,49.52280329,奇異果快速去皮法
4432,I04437,1003.18554801,白滷豬腳
4433,I04438,387.118394576,涼拌大黃瓜
4434,I04439,241.541666663,自製鹹酥雞粉
4435,I04440,1899.7,秋刀魚鹽燒
4436,I04441,80.0,香鬆涼拌秋葵
4437,I04442,20.604586738,塔香炸豆腐
4438,I04443,182.5970808,櫛瓜煎餅
4439,I04444,161.865376057,日式醬燒奶油魚排
4440,I04445,76.7590790366,低熱量蒜香雪白菇
4441,I04446,18.225480054,泰式涼拌菇菇
4442,I04447,271.432711738,香煎里肌肉片
4443,I04448,1202.3299912,免烤箱味噌雞肉串
4444,I04449,1839.2724964,五味蒜泥白肉
4445,I04450,308.14006688,桔香照燒鮭魚
4446,I04451,1728.57290415,砂鍋雲吞雞
4447,I04452,378.380095827,日式炸雞如何炸出冷吃也好吃的炸雞
4448,I04453,14.0,香煎土魠魚
4449,I04454,72.435928197,麻油紅鳳菜
4450,I04455,508.673088207,苦茶油雞
4451,I04456,201.82303732,四季豆炒臘腸
4452,I04457,177.968396763,麻油木耳皇宮菜
4453,I04458,167.758610683,麻油炒皇宮
4454,I04459,346.115951365,椒鹽豆腐
4455,I04460,88.608186027,蠔油彩椒菇菇
4456,I04461,676.004521243,免油炸~糖醋雞片水果塔
4457,I04462,26.2708536585,酥烤豆皮佐桔香醬油
4458,I04463,73.428492674,紅酒燉牛肉
4459,I04464,295.817646582,南瓜湯
4460,I04465,334.342097706,黑椒奶油火腿蘑菇
4461,I04466,275.762601725,麻辣豆腐
4462,I04467,251.112057527,涼拌小黃瓜
4463,I04468,204.565974864,日式醬汁燒肉片
4464,I04469,123.399328856,蒜辣香腸蘑菇
4465,I04470,442.44229979,九層塔辣牛蘑菇
4466,I04471,339.46567735,奶蛋素
4467,I04472,266.120625,醬燒豆包燴白菜
4468,I04473,319.280489171,法式蘑菇紅酒燉雞 Coq au Vin
4469,I04474,1648.53981959,千層高麗菜
4470,I04475,895.495158083,豬肉漢堡排&萬用醬料
4471,I04476,665.512510424,烤蛋奶
4472,I04477,183.6982758,香草吳郭魚
4473,I04478,1686.2083796,偷吃步馬鈴薯燉肉
4474,I04479,5702.36182375,小烤箱~烤秋刀魚
4475,I04480,961.89031327,芒果香草奶酪
4476,I04481,603.697765291,蘋果奶酥 免糖煮蘋果簡易版
4477,I04482,166.724345083,櫻花蝦炒絲瓜
4478,I04483,270.6960987,DIY日曬香菇《乾香菇》
4479,I04484,14.0,香煎土魠魚
4480,I04485,507.094512993,起士香料烤馬鈴薯
4481,I04486,0.0,素香鬆
4482,I04487,1015.4810163,可樂雞翅
4483,I04488,329.780127687,打拋四季豆
4484,I04489,540.375,沙茶金菇肉片
4485,I04490,1259.26182375,香煎秋刀魚
4486,I04491,477.16554408,杏仁蝦片
4487,I04492,1358.50691541,金黃南瓜糕
4488,I04493,186.357477242,三杯波特杏鮑菇
4489,I04494,106.400670824,紅燒牛肉
4490,I04495,41.9645179515,法式紅酒洋梨
4491,I04496,515.323427399,低卡茄汁高麗菜捲
4492,I04497,450.113397769,古早味芋冰
4493,I04498,1671.42397166,薯泥實驗室
4494,I04499,595.141560826,楊枝甘露~芒果文旦西米露
4495,I04500,164.748748338,蒜蓉蒸蛋
4496,I04501,1468.56507053,無錫排骨
4497,I04502,351.643352537,蒜爆糖醋蝦
4498,I04503,1569.80523559,鳳梨糖醋排骨
4499,I04504,824.838638031,梅乾菜燜苦瓜
4500,I04505,775.990925911,地瓜蔬菜可樂餅
4501,I04506,2422.93253203,泰式烤牛肉沙拉
4502,I04507,2495.33570402,印度奶油雞
4503,I04508,971.9354523,木瓜眉豆雞腳湯
4504,I04509,740.545500264,馬鈴薯鹹派
4505,I04510,583.871934835,低卡 低熱量 ~豆腐雞肉漢堡排~減重聖品
4506,I04511,354.990850456,清炒黃瓜肉片
4507,I04512,604.919316359,蠔油茄子燒雞
4508,I04513,969.54307202,廣島生蠔烘蛋
4509,I04514,2079.49083177,鮮蚵牛蒡絲
4510,I04515,748.138454747,蒜泥白肉
4511,I04516,1522.41994654,鮮蚵芙蓉牛肉
4512,I04517,608.393680997,薑燒豬肉
4513,I04518,19805.2682535,韓式辣醬炸雞
4514,I04519,230.306073364,日式玉子燒
4515,I04520,543.472082438,蒜苗香腸炒蛋
4516,I04521,740.40152636,焗烤馬鈴薯咖哩
4517,I04522,381.501962384,子薑雞肉煲
4518,I04523,305.22553903,香菌起司雞腿
4519,I04524,131.461576979,酸辣雞腿
4520,I04525,1397.93874747,糖醋排骨
4521,I04526,94.7291710597,嗆辣黑木耳軟絲
4522,I04527,875.740265402,全素
4523,I04528,533.460895142,蔥燒豬肉片
4524,I04529,530.362602616,蟹黃海苔豆皮捲
4525,I04530,163.743573364,歐姆蛋
4526,I04531,328.264847249,香橙雞腿排
4527,I04532,942.5714284,竹筍排骨湯
4528,I04533,279.227312455,奶油蒜酥花椰菜
4529,I04534,0.0,紅燒虱目魚頭
4530,I04535,1989.83613673,清蒸三點蟹
4531,I04536,156.88459519,枸杞絲瓜細麵
4532,I04537,371.509156774,什錦烘蛋
4533,I04538,0.0,紅燒豆干
4534,I04539,1486.2833977,麻婆豆腐
4535,I04540,449.866549868,秋葵炒豆乾丁
4536,I04541,102.535250366,塔香蒜味大沙公
4537,I04542,427.255715904,味噌秋葵炒培根
4538,I04543,0.0,清蒸紅條
4539,I04544,524.0,滷豬頭皮
4540,I04545,1383.92233576,番茄蛋包飯
4541,I04546,739.28297913,酥炸海鮮餅
4542,I04547,396.712318471,肉桂蘋果厚鬆餅
4543,I04548,536.0125,傳說中的竹筍炒肉絲
4544,I04549,1486.53152486,檸檬雞片
4545,I04550,80.8587804748,腐乳高麗菜
4546,I04551,123.742509059,台灣風味炒高麗菜
4547,I04552,402.256009405,水波蛋配燻鮭魚
4548,I04553,584.154756132,白酒奶油蛤蠣
4549,I04554,676.666066402,簡易版蜜汁叉燒
4550,I04555,546.394377746,魚肉蒸豆腐~老少平安
4551,I04556,803.674610551,什錦海鮮羹
4552,I04557,356.834558753,和風涼拌鴨賞
56293,I04558,400,炭烤甜椒肉
4553,I04559,696.756946915,香料羊肉飯 Bukhari Rice
4554,I04560,411.554329974,番茄蝦玉米筍
4555,I04561,384.089372101,檸檬烤鯖魚
4556,I04562,0.0,奶油蒜泥蒸蝦
4557,I04563,1205.80398236,豬肉香酥
4558,I04564,134.1645506,尖椒炒雞柳
4559,I04565,1403.09768201,紅燒吳郭魚
4560,I04566,228.761667795,三杯豆腐
4561,I04567,855.099991252,客家炆爌肉
4562,I04568,3102.19502824,蘑菇馬鈴薯濃湯
4563,I04569,78.76071429,小卷湯麵
4564,I04570,624.623337088,臘肉香草炒高麗菜
4565,I04571,27.0,芋懷
4566,I04572,289.9314954,古早味地瓜酥
4567,I04573,5621.98694702,紹興醉雞
4568,I04574,172.507797625,牛肉炒秋葵
4569,I04575,468.1519201,全素
4570,I04576,105.590261623,金沙起司鮮筍杏鮑菇
4571,I04577,829.381916234,泰式甜辣烤雞翅
4572,I04578,351.397746936,涼拌黑木耳
4573,I04579,651.494488907,三杯中卷
4574,I04580,179.03983265,奶油鱈魚&破布子鱈魚
4575,I04581,65.2884160152,鴨排佐蕃茄燉蔬菜醬
4576,I04582,1301.97640006,醬爆回鍋肉
4577,I04583,952.43382612,古早味醬油炒蛋
4578,I04584,0.0,黑鮪魚生魚片
4579,I04585,0.0,華豆腐
4580,I04586,2890.11671192,香蕉巧克力塔
4581,I04587,587.374984818,茶香溏心蛋-
4582,I04588,224.969724492,蒜炒澎湖絲瓜
4583,I04589,216.636376031,嫩煎鴨胸佐芒果蜜桃莎莎
4584,I04590,208.382983917,清脆榨菜炒豆腐干
4585,I04591,377.758144945,麻油枸杞炒鮮菇
4586,I04592,1296.0064623,荔枝啤酒蝦
4587,I04593,178.851722857,番茄炒菇
4588,I04594,1919.118736,醬燒海苔玉米
4589,I04595,1852.34433403,牛奶糖蘋果派
4590,I04596,0.0,水煮蛋
4591,I04597,412.168043508,大醬苦瓜
4592,I04598,0.0,泰式辣炒海鮮
4593,I04599,32.62222222,南瓜咖哩
4594,I04600,743.115423398,南瓜濃湯
4595,I04601,613.508194627,芙蓉蛋
4596,I04602,641.262718515,柚香柚蝦
4597,I04603,1099.82500002,黑豆養生豆腐
4598,I04604,186.80958079,蔥燒蛋煎豆腐
4599,I04605,0.0,鰻魚玉子燒
4600,I04606,845.899019588,泰式大蝦柚子沙拉
4601,I04607,160.080783088,自製番茄糊紅醬
4602,I04608,1679.75500854,糖醋醃蘿蔔
4603,I04609,82.5059524,日式蜂蜜燒肉醬烤鮭魚熱沙拉
4604,I04610,2472.42987246,氣炸鍋料理~快速鹹豬肉
4605,I04611,840.124999995,高升排骨
4606,I04612,969.338397275,蒜蓉蒸蝦
4607,I04613,792.6379218,氣炸鍋料理~烤沙朗牛排
4608,I04614,216.491666695,炒海蘆筍samphire
4609,I04615,0.0,椒鹽雞大腿
4610,I04616,331.3738368,番茄冰塊
4611,I04617,177.3568736,烤奶油玉米
4612,I04618,1305.91388094,打拋雞肉
4613,I04619,879.825993147,果香烤雞翅
4614,I04620,1403.17907314,日式燒烤豬肉
4615,I04621,1111.047388,芋泥球
4616,I04622,501.89420962,"烤""炸雞翅"""
4617,I04623,138.59474544,像豆花般綿細的蒸蛋技巧
4618,I04624,979.50577934,筍絲炒豬肉佐辣豆瓣
4619,I04625,195.329251289,新鮮番茄紅醬
4620,I04626,2257.72777716,蒜烤雞翅
4621,I04627,921.3176319,滷雞翅
4622,I04628,233.19004877,滷豆乾
4623,I04629,274.0,炸地瓜絲餅
4624,I04630,274.0,酥炸芋頭籤
4625,I04631,1245.60691098,糯米椒小魚豆乾.
4626,I04632,167.993066664,豆芽炒香腸
4627,I04633,441.187033939,茄汁蒜片雞腿排
4628,I04634,475.386552582,文旦蝦仁沙拉
4629,I04635,2067.24823922,涼拌茄子
4630,I04636,503.07077876,馬鈴薯洋蔥烘蛋
4631,I04637,46.35,義式香料金黃薯條
4632,I04638,983.821774084,海苔芥末烤透抽
4633,I04639,2494.86314443,沙士醃豬肋
4634,I04640,724.809376691,豪華海鮮蒸蛋
4635,I04641,43.2740213017,清炒芹菜
4636,I04642,899.307111255,滷QQ豬腳
4637,I04643,388.131773775,義式橙檸香料烤雞腿棒
4638,I04644,73.7468197465,檸檬雙柚沙拉
4639,I04645,54.0085534375,辣椒文旦沙拉
4640,I04646,85.5725223495,蜂蜜梅香雙柚沙拉
4641,I04647,2616.83235151,番紅花烤雞肉串
4642,I04648,592.02195072,椒麻三色蛋
4643,I04649,491.24309573,梅子燒苦瓜
4644,I04650,8513.90165311,蜜汁香烤豬
4645,I04651,930.259211842,韓式泡菜牛肉燒
4646,I04652,1922.61224572,和風香烤起司雞
4647,I04653,270.261441132,義式番茄烘蛋
4648,I04654,154.571322474,全素
4649,I04655,361.168027972,香烤味噌雞腿
4650,I04656,105.0470808,日式炸豬排
4651,I04657,0.0,烤風琴馬鈴薯 Hasselback
4652,I04658,825.89441938,自製地瓜餡
4653,I04659,2012.91475286,酥炸芋頭燒肉卷
4654,I04660,445.926592758,蒲燒虱目魚
4655,I04661,409.594464649,芋香臘腸雞
4656,I04662,1081.07144595,鮮蝦燒賣
4657,I04663,72.93224488,烤魷魚
4658,I04664,285.7412424,蘿蔔蔥蛋
4659,I04665,544.89658155,匈牙利紅椒烤甜蝦佐芒果莎莎醬
