V1,V2.x,V2.y
V1,V2,V2
GB0036,草莓,1.12411744094395
GB0037,藍莓,0.692222222222222
GB0038,蔓越莓,0.46
GB0039,櫻桃,0.978570482247
GB0040,楊桃,1.74792890459944
GB0041,山竹,0.459480519480571
GB0042,檸檬,0.326182375129778
GB0043,檸檬皮,NA
GB0044,檸檬葉,NA
GB0045,萊姆,0.3
GB0046,甘蔗,0.493076923076667
GB0047,甘蔗渣,NA
GB0048,枇杷,0.43019949066225
GB0049,椰子,2.1032631578948
GB0050,椰纖,NA
GB0051,榴槤,1.5070516717325
GB0052,蛋黃果,0.885
GB0053,番石榴,0.574000981836
GB0054,紅毛丹,0.720632183908
GB0055,龍鳳果,NA
GB0056,嘉寶瓜,0.43
GB0057,百香果,2.5219099535635
GB0058,奇異果,0.49522803291825
GB0059,梅子,0.33
GB0060,烏梅,2.19
GB0061,金桔,0.54
GB0062,柑桔,0.415
GB0063,桔皮,NA
GB0064,火龍果,0.499666666666667
GB0065,桑葚,0.892727272727273
GB0066,覆盆子,0.638
GB0067,藍苺,NA
GB0068,樹莓,NA
GB0069,醋栗,0.562222222222222
GB0070,紅醋栗,NA
GB0071,杏桃,NA
GB0072,波蘿蜜,0.984285714285714
GB0073,越橘,NA
GB0074,甘果,NA
GB0075,燈籠果,0.485
GC0001,花椰菜,0.774459401512032
GC0002,白花椰菜,NA
GC0003,青花椰苗,NA
GC0004,紫色花椰菜,NA
GC0005,花菜心,NA
GC0006,綠金針,NA
GC0007,金針花,1.3700765306125
GC0008,美人心,NA
GC0009,油菜花,0.31
GC0010,石蓮花,NA
GC0011,檳榔花,NA
GC0012,韭菜花,0.24
GC0013,芥蘭菜,0.215
GC0014,節瓜花,NA
GC0015,寶塔花菜,NA
GC0016,菜薊,0.463
GD0001,貝芽菜,0.24
GD0002,乾枇杷葉,NA
GD0003,打拋葉,NA
GD0004,千寶菜,NA
GD0005,青江菜,1.164
GD0007,空心菜,1.21610368897427
GD0008,大陸妹,0.213333333333333
GD0009,茄茉菜,0.195
GD0010,芝麻菜,0.25
GD0011,客家褔菜,NA
GD0012,水楊菜,NA
GD0013,甘藷葉,0.25
GD0014,臭菜,0.13
GD0015,莧菜,0.265780960755312
GD0016,芋莖,0.225
GD0017,豆瓣菜,0.209352428393545
GD0018,油菜,0.667030651341
GD0019,日本油菜,0.18
GD0020,芥菜,0.09
GD0021,芥菜梗,NA
GD0022,大芥菜,0.190198463508364
GD0023,大心芥菜,0.25
GD0024,娃娃菜,0.14
GD0025,芥藍芽,NA
GD0026,茼蒿,0.2376071314257
GD0027,落葵,0.216165413533857
GD0028,紅梗珍珠菜,0.34
GD0029,紅鳳菜,0.25
GD0030,美國空心菜,0.22
GD0031,食茱萸,1.27
GD0032,香樁,0.5056842105264
GD0033,甜菜根,NA
GD0034,媚仔菜,NA
GD0035,黃麻菜,NA
GD0036,乾蓮葉,NA
GD0037,甜菊葉,NA
GD0038,雞屎藤,NA
GD0039,菁菜,NA
GD0040,茄冬葉,NA
GD0041,紫蘇,NA
GD0042,豇菜,NA
GD0043,沙律菜,NA
GD0044,萵苣,0.203333333333333
GD0045,A菜,0.325
GD0046,苦苣,0.171666666666667
GD0047,鹿角萵苣,NA
GD0048,蘿蔓萵苣,0.2
GD0049,紅葉萵苣,0.12
GD0050,廣東萵苣,0.14
GD0051,奶油萵苣,NA
GD0052,紫萵苣,NA
GD0053,萵筍,0.16395161290325
GD0054,鬚苣,NA
GD0055,美生菜,0.168027079303636
GD0056,冰山捲心,NA
GD0057,拔葉萵苣,NA
GD0058,波士頓萵苣,NA
GD0059,紅捲鬚,NA
GD0060,菜心,0.235
GD0061,綠捲鬚,NA
GD0062,薺菜,0.283333333333333
GD0063,大白菜,0.176896774272875
GD0064,小白菜,0.628270257294773
GD0065,白菜芽,1.2
GD0066,芥藍菜,0.2433215211755
GD0067,高麗菜,0.222001961393412
GD0068,甘藍芽,0.23
GD0069,紫高麗菜,0.28
GD0070,包心芥菜,0.22
GD0071,大頭菜,0.278561076604571
GD0072,紫色甘藍,0.28
GD0073,白菜心,NA
GD0074,羽衣甘藍,0.312857142857143
GD0075,山芹菜,0.202222222222333
GD0076,芹菜,0.2175240027425
GD0077,西洋芹菜,0.153342366757
GD0078,土芹菜,0.11
GD0079,山蘇菜,NA
GD0080,水菜,NA
GD0081,鴨鵝芹,NA
GD0082,假人蔘,0.32
GD0083,龍鬚菜,0.349321533923333
GD0085,野韭菜,0.38
GD0086,貢菜,NA
GD0087,過溝菜,0.3
GD0088,白鳳菜,0.27
GD0089,荷葉白菜,NA
GD0090,蚵仔白菜,NA
GD0091,野莧菜,0.6
GD0092,菠菜,0.668858108398862
GD0093,葵扇白菜,NA
GD0094,黑豆芽,NA
GD0095,葵花芽,NA
GD0096,蕎麥芽,NA
GD0097,水麥芽,NA
GD0098,蘿蔔芽,NA
GD0099,綠豆芽,1.09942222222
GD0100,紫高活芽,NA
GD0101,豌豆芽,0.565102040816333
GD0102,黃豆芽,0.785555555555556
GD0103,苜蓿芽,0.2275
GD0104,水麥芽,NA
GD0105,大根芽,NA
GD0106,苜宿芽,0.18
GD0107,筍,0.704884395264583
GD0108,筍乾,1.733333333335
GD0109,桂竹筍,0.25
GD0110,扁尖筍,NA
GD0111,箭竹筍,0.22
GD0112,綠竹筍,0.25
GD0113,烏殼綠竹筍,0.22
GD0114,筍嫩尖,NA
GD0115,沙拉筍塊,0.22
GD0116,麻竹筍,1.28333333333333
GD0117,孟宗竹筍,0.223333333333333
GD0118,玉米筍,0.198
GD0119,香菜根,NA
GD0120,海蘆筍,NA
GD0121,蘆筍,0.207744252873542
GD0122,半天筍,0.31
GD0123,筊白筍,0.25443576693575
GD0124,雪裡紅,0.31632322555425
GD0125,蓴菜,0.2
GD0126,水蓮菜,0.45
GD0127,秋葵,0.299318181818214
GE0001,豇豆,1.27606606854819
GE0002,菜豆,1.95263433008616
GE0003,鵲豆,1.4337018938508
GE0004,花豆,NA
GE0005,萊豆,NA
GE0006,毛豆,1.33860470656558
GE0007,甜豌豆,0.355
GE0008,豌豆仁,2.25648351648357
GE0009,荷蘭豆,0.347803030303
GE0010,白腰豆,1.632
GE0011,紅腰豆,NA
GE0012,翼豆,NA
GE0013,蛇豆,0.15
GE0014,甜豆,0.17
GF0001,番薯,0.990014619883208
GF0002,馬鈴薯,0.946935129109162
GF0003,芋頭,1.04633477633507
GF0004,山藥,1.2138656489315
GF0005,豆薯,0.521666666666667
GF0006,胡蘿蔔,1.00979727857116
GF0007,白蘿蔔,0.353367712630688
GF0008,青蘿蔔,0.295438596491333
GF0009,甜菜,0.491238095238071
GF0010,洋蔥,1.9494430086455
GF0011,蓮藕,0.651677625625778
GF0012,藕粉,NA
GF0013,南瓜,0.388851499697136
GF0014,冬瓜,0.158275484677923
GF0015,菱角,1.10378013341229
GF0016,樹薯,1.73333333333333
GF0017,歐防風,NA
GF0018,荸薺,0.679858818644231
GF0019,川牛膝,NA
GF0020,蘆薈,0.04
GF0021,紫洋蔥,0.39
GG0001,調味蔬菜,NA
GG0002,冷凍蔬菜,NA
GG0003,三色蔬菜,NA
GG0004,深綠色蔬菜,NA
GG0005,彩色蔬菜,NA
GG0007,蔬菜乾,NA
GG0008,蔬菜條,NA
GG0009,芽苗菜,NA
GG0010,鼠麴草,NA
GG0011,艾草,NA
GG0012,厥子,0.23
GG0013,銀杏,2.94588235294111
GG0014,榨菜,0.31010638297875
GG0015,酸菜,0.05
GG0016,醃菜,NA
GG0017,福菜,NA
GG0018,梅菜,0.62
GG0019,鹽膚木,NA
GG0020,龍葵,0.26
GG0021,百合鱗片,0.47
GG0022,乾百合鱗片,0.47
GG0023,青龍菜,NA
GG0024,豬母菜,0.211428571428571
GG0025,麻薏,NA
GG0026,麻薏粉,NA
GG0027,楊莓,0.3003658536585
GG0028,金銀菜,NA
GG0029,班蘭葉,NA
GG0030,藤心,NA
GG0031,西洋菊苣,NA
GG0032,雞骨草,NA
GG0033,仙鶴草,NA
GG0034,芽菜,NA
GG0035,慈菇,0.922311396468571
GG0036,龍舌蘭,NA
GG0037,欖仁葉,NA
GG0038,羊奶頭,NA
GH0001,醬筍,NA
GH0002,醬瓜,0.485825825825667
GH0003,鹹菜,0.16009009009
GH0004,冬菜,0.48
GH0005,武林菜,NA
GH0006,酸黃瓜,0.555
GH0007,水果罐頭,NA
GH0008,莓果,NA
GH0009,糖漬蔓越苺果粒,NA
GH0010,莓果乾,3.08
GH0011,果乾,NA
GH0012,芒果乾,2.73190476190333
GH0013,情人果,2
GH0014,柿乾,NA
