V1,V2
HC0007,6.97410091180846
HC0008,5.31607689436316
HC0009,2.67202547211267
HC0011,5.785634920635
HC0012,8.28485887096875
HC0013,3.4
HC0014,10.2628218694917
HC0016,8.85
HC0017,5.41043672014273
HC0018,0.972222222222222
HC0019,5.60936813186833
HC0020,4.07
HC0022,2.21428571428571
HC0023,2.12621031746033
HC0024,3.20777777777778
HC0025,3.18333333333333
HC0026,2.59294314381308
HC0027,1.47267973856207
HC0028,2.46353460972014
HC0029,2.57125
HC0034,0.606666666666667
HC0038,2.075
HC0043,2.7759963991
HC0045,0.25
HC0056,19.5082905982942
HC0057,6.89426356588333
HC0059,4.14
HC0060,4
HD0001,4.93
HD0004,3.9834632034619
HD0006,0.649960784313644
HD0010,2.524
HD0011,3.40888888888889
HD0019,NA
HD0020,0.738
HD0021,0.6502032520325
HE0001,2.69849794238667
HE0003,2.5
HE0010,3.17833333333333
HE0011,0.966
HE0015,3.615
HE0016,3.0475
IA0001,1.93
IA0007,0.408412698412667
IA0009,0.82
IA0011,2.12666666666667
IA0012,2.41
IB0007,1.12625
IB0008,2.041666666665
IB0009,0.174
IB0010,1.60928131562777
IB0011,0.2775
IB0012,2.20333333333333
IB0013,1.08888888888889
IB0015,0.356923076923
IB0017,0.295
IB0029,2.31333333333333
IB0030,0.243131720430125
IB0036,2.185
IB0037,0.25
IB0039,2.24
IB0052,2.57
IB0061,2.92
IC0001,2.57
IC0002,3.02
IC0006,0.526666666666667
IC0029,0.78
IC0035,21.72074074074
IC0048,3.51
IC0050,0.56
IC0054,1.175
IC0081,0.45
IC0095,1.62
IC0105,10.580634920635
IC0113,0.12
IC0116,1.22
JA0001,3.28185185185222
JA0002,3.46333333333333
JA0003,3.44166666666667
JA0004,3.535
JA0006,3.575
JA0011,3.61666666666667
JA0012,3.57
JA0013,3.59
JA0015,3.57
JA0016,3.33
JA0020,3.44333333333333
JA0022,1.41850578212262
JB0002,3.61
JB0006,3.72
JB0017,3.635
JB0018,3.61
JB0019,3.615
JB0020,3.58
JC0001,3.55
JC0002,2.83233313817276
JC0006,1.04103021978025
JC0009,1.10240740740733
JC0010,1.82666666666667
JC0011,2.19
JC0019,3.51
JC0026,3.52
JC0027,4.41
JC0028,0.6070833333335
JC0029,4.86
JC0031,3.545652173914
JC0032,2.3431372549
JC0039,2.3431372549
JC0041,2.90579710145
JC0046,0.625
JC0054,2.45
JC0065,1.221570621469
JC0067,3.9236120401345
JC0068,2.23696745364743
JC0070,3.25974358974333
JC0071,2.727155172415
JC0075,2.7034679089
JC0077,2.77931034483
JC0078,3.01666666666667
JC0082,2.77931034483
JC0089,4.79571428571429
JC0092,3.585224137932
JC0094,4.95
JC0096,4.988
JD0001,3.12393678161
JD0002,3.515
JD0003,2.2556800498
JD0004,2.88
JD0005,3.55
JD0008,2.98310344827667
JD0010,0.967552742616667
JD0011,2.685
JD0012,2.2672074468075
JD0016,2.79017210144937
JD0019,3.23596288515375
JE0001,3.39333333333333
JE0003,3.64
JE0004,3.80118012422429
JE0006,3.61314009661889
JE0007,3.615
JE0012,3.93142857142857
JE0013,3.68
JE0017,1.77356873593464
JE0019,3.79666666666667
JE0020,1.43978021978025
JE0021,0.61
JE0023,3.71
JF0002,3.42314009661889
JF0004,2.794285714285
JF0006,4.53986111111
JF0015,0.5647172827175
JF0016,5.41
JF0018,2.33
JF0020,1.59747474747467
KA0001,0.04125
KA0009,4.165
KA0011,2.436666666665
KA0014,3.84976190476
KA0015,3.06428571428333
KA0017,2.47062582345133
KA0018,3.93850340136
KA0019,3.77317460317333
KA0021,3.75111111111111
KA0023,2.88072040668133
KA0025,3.134744623655
KA0027,3.2683333333325
KA0030,2.59621863799333
KA0033,3.96
KA0041,0.416666666666667
KA0043,0.0844444444443333
KA0046,0.095
KA0048,0.66
KA0049,0.415
KA0052,0.37
KA0054,0.3
KA0059,2.87
KA0070,1.17724025974
KA0072,1.22333333333333
KA0074,0.849345055594565
KA0078,1.1883333333325
KA0079,0.696431113782875
KA0082,0.39
KA0085,2.65148148148
KA0095,8.918
KA0096,8.68710351377
KA0097,8.8672222222225
KA0098,8.83287245634184
KA0099,8.918
KA0100,8.82933862433833
KA0102,2.28047619047571
KA0103,1.11894736842105
KA0104,8.70216049382722
KA0105,6.58152712535702
KA0106,7.92603586889429
KA0107,2.93222222222167
KA0110,8.777603174603
KA0115,0.452
KA0119,0.4801400063352
KA0122,1.19495408242896
KA0123,0.56749956255468
KA0124,0.2741707317074
KA0127,0.2717534246576
KA0128,0.268
KA0129,5.14
KA0130,0.81
KA0131,0.908037946394222
KA0133,0
KA0142,3.40666666666667
KA0144,3.575
KA0148,1.05
KA0149,3.42
KA0151,3.41
KA0154,2.572
KA0157,3.98666666666667
KA0162,3.26222222222217
KA0163,1.92
KA0164,3.74333333333333
KA0168,3.465
KA0180,3.68
KA0184,4.56
KA0193,6.6
KA0211,3.455
KA0219,0.89
KA0222,0.6483333333335
KA0225,0.6375
KA0226,1.065
KA0233,1.34027027027
KA0239,7.215
KA0240,6.725
KA0241,3.94
KA0243,3.063333333335
KA0244,1.586
KA0245,0.767777777777778
KA0246,0.88
KA0248,5.43166666666667
KA0249,1.01111111111
KA0250,3.8
KA0252,6.20324561403474
KA0255,1.84
KA0256,1.16153846154
KA0260,1.8
KA0264,2.23
KA0269,2.8958333333325
KA0272,1.0075
KA0274,0.6525
KA0276,1.345
KA0278,1.89
KA0287,1.342
KA0294,3.4
KA0299,2.35
KA0301,6.30393939393909
KA0325,0.81
KA0330,2
KA0345,2.79111111111
KA0352,2.27
KA0373,2.69333333333333
KA0417,3.425
KA0421,3.385
KA0422,0.967056882511423
KA0426,3.09277777777783
KA0427,8.034
KA0428,0.834166666666667
KA0429,3.15666666666667
KA0431,3.815
KA0452,4.41666666666667
KA0453,0.59
KA0455,0.706
KA0459,0.826666666666667
KA0460,0.4894206055868
KA0473,3.41
KA0500,5.985
KA0501,21.0726984126989
KA0502,2.76
KA0503,6.065
KA0504,3.61
KA0506,2.42333333333333
KA0508,0.8329147286822
KA0509,1.48
KA0516,1.395
KA0517,4.275
KA0519,0.7238689956332
KA0544,0.762
KA0549,2.31
KA0550,2.555
KA0551,0.516617126680778
KA0560,1.25666666666667
KA0571,0.2775
KA0573,0.29
KA0577,0.703333333333333
KA0581,0.5575
KA0603,0.515
KA0622,2.61296703296714
KA0627,1.72680851063833
KA0651,3.1
LA0002,5.23652173913043
LA0003,3.36333333333333
LA0006,0.85422077922
LA0007,NA
LA0008,1.70636363636333
LA0010,5.566
LA0013,22.7076190476175
LA0017,3.54111111111
LA0018,4.59
LA0019,4.16
LA0021,5.735
LA0022,4.17
LA0027,4.65418300653667
LA0028,0.438333333333333
LA0031,3.675
LA0039,0.878
LA0040,0.2
LA0048,3.394
LA0062,4.94117647059
LA0066,2.9085531005
LA0067,3.35606060606
LA0068,3.345
LA0070,10.28
LA0072,4.145
LA0090,3.38
LA0091,NA
LA0093,5.425
LA0096,5.89
LA0113,3.54375
LA0114,1.673464603843
LA0125,2.534899425287
LA0140,1.36904761904667
LA0142,1.24
LA0160,2.4875
LA0162,1.74
LA0163,2.1541795386675
LA0164,1.654545454545
LA0165,2.36577319587667
LA0173,0.6
LA0181,38.816
LA0182,27.5241666666675
LA0183,1.53
LA0198,2.35
LA0219,0.768461538461667
LA0223,1.83222222222333
LA0239,1.80576305221
LA0253,2.62
LA0254,1.221818181818
LA0262,1.584975194898
LA0285,2.51302631579
LA0290,0.784589041096
LA0295,2.465
LA0298,1.68421052632
LA0299,2.40083333333333
LA0302,2.56
LA0305,2.12688271604933
LA0315,NA
LA0316,2.98712121212
LA0317,1.96406926406867
LA0323,0.46
LA0342,1.27727272727
LA0347,1.83333333333
LA0351,2.37272727273
LA0353,NA
LA0354,1.32
LA0356,1.9146875
LA0357,1.79
LA0367,0.6335460238685
LA0381,0.59
LA0382,3.41
LA0384,0.72
LA0452,2.505
LA0479,3.3135714285725
LA0484,2.13776143790714
LA0488,2.936257861635
LA0503,2.2666867469875
LA0508,1.9875324675325
LA0519,2.483333333334
LA0522,2.4676984126975
LA0523,1.573076923077
LA0524,2.755068493152
LA0538,1.73684210526
LA0549,4.62
LA0550,3.16615384615333
LA0556,3.20692307692333
LA0559,2.96666666667
LA0566,0.2643606557376
LA0569,2.80664756447
LA0572,0.500701754386
LA0573,1.19
LA0574,0.44
LA0577,0.427838103892167
LA0579,0.44
LA0580,0.43
LA0581,0.449835680751167
LA0583,1.62997126436775
LA0584,0.376971830986
LA0585,0.32169087136925
LA0586,0.535667979079857
LA0590,0.3335764587525
LA0597,0.395
LA0598,0.421052631579
LA0616,0.176577287066245
LA0622,0.28
LA0625,0.8339024390245
LA0626,0.46
LA0628,2.04333333333333
LA0629,1.7275
LA0634,0.36
LA0637,0.33
LA0638,0.241428571428667
LA0641,0.095
LA0642,0.42
LA0644,0.25
LA0648,0.66
LA0656,0.459577464788667
LA0661,0.685029239766111
LA0662,0.385050742115182
LA0663,1.87629629629633
LA0666,1.383333333335
LA0714,1.67
LA0744,2.17333333333333
LA0749,0.602
LA0753,3.44
LA0759,0.5
LA0776,0.18
LA0782,3.79
LA0818,3.95
LA0820,4.95
NA,0.787974823599808
LA0377,1.4
IC0018,3.59
LA0226,0.938888888889
KA0347,1.31
GD0079,NA
AA0008,3.42
KA0306,2.875
GA0018,0.18
LA0560,1.78947368421
IC0088,3.24
IA0002,3.14
KA0505,2.03
LA0363,1.65879265092
LA0513,1.70560747664
GD0088,0.27
KA0067,2.26
KA0221,0.63
LA0578,0.119444444444
HA0022,3
IB0040,1.55
LA0470,0.597826086957
IB0028,0.31
LA0313,2.71900826446
KA0518,4.31
LA0373,0.525
IB0042,1.12
GB0059,0.33
LA0518,2.14285714286
KA0304,2.02857142857
FC0043,0.8
FD0075,1.18
LA0319,1.40597014925
KA0539,2.2
LA0292,2.25
GA0024,0.13
GD0029,0.25
KA0290,1.72222222222
KA0286,2.1975308642
LA0539,NA
LA0444,1.85
LA0250,2.4
IC0055,3.23
IA0006,1.77
KA0066,2.11111111111
GB0060,2.19
LA0588,1.33
FF0020,0.539419087137
GD0014,0.13
LA0314,2.38686131387
LA0530,1.11111111111
IC0023,2.78
IC0016,0.32
GE0014,0.17
GE0013,0.15
KA0075,1.16
GD0047,NA
LA0320,1.41355932203
LA0521,3.125
LA0141,0.342857142857
FF0023,9.125
LA0330,1.25902335456
LA0355,2.48
FE0012,1.20888888889
LA0307,2.4966442953
KA0424,1.97
FF0009,3
CA0014,2.26
LA0331,1.55206286837
LA0324,3.62
KA0108,8.6
GH0031,3.67
LA0124,4.4126984127
HC0031,0.11
LA0497,1.41176470588
LA0153,1.56962025316
KA0635,0.61
GD0020,0.09
GG0015,0.05
LA0491,0.85
LA0001,5.23
BB0005,3.63
LA0240,1.91636363636
LA0231,3.18604651163
FD0030,1.35
GD0125,0.2
HB0013,0.5
LA0335,1.5376344086
JF0005,3.29
LA0280,1.35185185185
LA0332,1.49180327869
LA0506,4.48
LA0212,0.46
LA0154,0.34
LA0365,0.952380952381
KA0329,1.9649122807
IC0096,1.69
KA0547,1.89
FD0044,0.89
GD0023,0.25
LA0275,NA
LA0175,NA
GA0012,0.35
AA0012,8
IB0020,0.32
GD0013,0.25
DA0006,2.15
HA0012,NA
BA0034,2.53
BA0012,1.4
HC0061,2.8
BC0018,2.43333333333
KA0498,1
LA0084,1.02
LA0119,NA
LA0489,NA
JC0022,NA
LA0151,NA
LA0481,NA
LA0473,NA
JD0013,3.76923076923
GD0112,0.25
LA0608,NA
LA0076,NA
LA0439,NA
LA0514,NA
CA0022,NA
CA0003,1.0375
KA0258,6
AC0001,0.96
LA0326,3.8
AA0004,NA
KA0158,6.44
BB0025,2.25
EB0007,0.9
AB0002,2.58064516129
CB0007,2.42424242424
DA0005,2.35294117647
BC0021,5
FD0019,1.73913043478
FD0020,1.26984126984
FD0106,2.58064516129
FD0072,1.17647058824
FD0050,1.15942028986
FD0060,1.05263157895
FD0104,0.963855421687
FB0005,0.490797546012
FA0012,1.48148148148
FC0010,1.06666666667
FC0038,0.816326530612
FC0014,0.941176470588
FA0005,1.09589041096
JC0018,2.35294117647
JC0081,2.96296296296
JC0023,2.5
KA0069,1.12676056338
KA0081,2.75862068966
KA0065,1.37931034483
LA0621,0.01
HD0017,0.32
JD0018,3.33333333333
HA0043,1.05
FE0015,2.32
FF0011,0.76
HC0055,5.34
HC0051,4.9
GB0038,0.46
GH0010,3.08
GH0036,2.82
KA0616,0.97
KA0618,0.47
BC0015,3.28
LA0482,7.48
HA0035,1.97
GD0010,0.25
KA0565,2.71
KA0542,3.13
IC0093,5.25
KA0507,2.47
KA0434,0.48
KA0540,2.95
KA0112,8.84
KA0034,0.21
KA0002,0
KA0486,2.64
KA0479,0.11
LA0014,5.93
KA0575,0.49
KA0578,0.47
KA0582,1.45
KA0585,0.37
GD0106,0.18
KA0607,NA
KA0608,4.01
JC0047,NA
JC0048,NA
LA0110,2.6
LA0061,NA
LA0155,NA
LA0587,0.552
LA0591,0.55
LA0595,0.4
LA0599,0.25
LA0627,NA
LA0636,2.5
LA0639,0.04
KA0051,1.35
KA0229,1.5
KA0135,NA
KA0152,1.78
KA0159,3.28
FF0028,2.28
KA0165,4
KA0166,3.48
KA0171,3.875
KA0172,1.51
KA0265,0.9
KA0275,NA
KA0293,0.97
KA0295,NA
KA0298,2.32
KA0461,0.34
KA0464,2.5
KA0465,2.18
KA0466,2.2
IC0020,3.3
KA0140,1.95
IC0106,0
KA0512,0
KA0513,0.56
KA0520,1.62
KA0527,3.68
KA0572,0.31
GD0050,0.14
GD0065,1.2
GD0068,0.23
GD0072,0.28
GD0078,0.11
GD0087,0.3
GF0021,0.39
GG0021,0.47
GG0022,0.47
GD0111,0.22
GD0113,0.22
GD0115,0.22
LA0035,0.33
GH0020,2.4
GH0038,3.15
KA0661,3
GD0126,0.45
HA0026,2.92
HA0028,1.91
LA0352,1.68
HC0004,0
HC0015,4.5
HC0033,3.76
HC0035,1.06
HD0013,9
KA0029,5.26
KA0032,4
AA0016,1.33
KA0300,0.291666666667
KA0288,0.99
HD0002,2.6
LA0620,2.42
KA0036,3.8
